year,country,ua_county,application_count,,
2017,England,Peterborough UA,368,,
2017,England,Plymouth UA,541,,
2017,England,Portsmouth UA,409,,
2017,England,Reading UA,287,,
2017,England,Redcar and Cleveland UA,218,,
2017,England,Rutland UA,66,,
2017,England,Shropshire UA,540,,
2017,England,Slough UA,306,,
2017,England,Somerset UA,1152,,
2017,England,South Gloucestershire UA,499,,
2017,England,South Yorkshire (Met County),2242,,
2017,England,Southampton UA,379,,
2017,England,Southend-on-Sea UA,365,,
2017,England,Staffordshire,1627,,
2017,England,Stockton-on-Tees UA,319,,
2017,England,Stoke-on-Trent UA,424,,
2017,England,Suffolk,1482,,
2017,England,Surrey,2111,,
2017,England,Swindon UA,450,,
2017,England,Telford and Wrekin UA,359,,
2017,England,Thurrock UA,278,,
2017,England,Torbay UA,277,,
2017,England,Tyne and Wear (Met County),1575,,
2017,England,Warrington UA,428,,
2017,England,Warwickshire,1031,,
2017,England,West Berkshire UA,335,,
2017,England,West Midlands (Met County),4237,,
2017,England,West Northamptonshire UA,825,,
2017,England,West Sussex,1659,,
2017,England,West Yorkshire (Met County),3825,,
2017,England,Westmorland and Furness UA,412,,
2017,England,Wiltshire UA,1035,,
2017,England,Windsor and Maidenhead UA,284,,
2017,England,Wokingham UA,276,,
2017,England,Worcestershire,1103,,
2017,England,York UA,342,,
2017,Invalid postcode or foreign,Invalid postcode or foreign,1147,,
2017,Unknown,Unknown,2438,,
2017,Wales,Blaenau Gwent,80,,
2017,Wales,Bridgend,307,,
2017,Wales,Caerphilly,309,,
2017,Wales,Cardiff,512,,
2017,Wales,Carmarthenshire,326,,
2017,Wales,Ceredigion,96,,
2017,Wales,Conwy,212,,
2017,Wales,Denbighshire,174,,
2017,Wales,Flintshire,262,,
2017,Wales,Gwynedd,159,,
2017,Wales,Isle of Anglesey,109,,
2017,Wales,Merthyr Tydfil,78,,
2017,Wales,Monmouthshire,167,,
2017,Wales,Neath Port Talbot,241,,
2017,Wales,Newport,268,,
2017,Wales,Pembrokeshire,220,,
2017,Wales,Powys,224,,
2017,Wales,Rhondda Cynon Taf,391,,
2017,Wales,Swansea,387,,
2017,Wales,Torfaen,186,,
2017,Wales,Vale of Glamorgan,243,,
2017,Wales,Wrexham,262,,
2018,Confidentiality requested,Confidentiality requested,9830,,
2018,England,Bath and North East Somerset UA,315,,
2018,England,Bedford UA,346,,
2018,England,Blackburn with Darwen UA,219,,
2018,England,Blackpool UA,274,,
2018,England,"Bournemouth, Christchurch and Poole UA",805,,
2018,England,Bracknell Forest UA,247,,
2018,England,Brighton and Hove UA,472,,
2018,England,"Bristol, City of UA",717,,
2018,England,Buckinghamshire UA,1078,,
2018,England,Cambridgeshire,1267,,
2018,England,Central Bedfordshire UA,617,,
2018,England,Cheshire East UA,741,,
2018,England,Cheshire West and Chester UA,645,,
2018,England,Cornwall & Isles of Scilly,1190,,
2018,England,County Durham UA,835,,
2018,England,Cumberland UA,443,,
2018,England,Darlington UA,225,,
2018,England,Derby UA,443,,
2018,England,Derbyshire,1552,,
2018,England,Devon,1524,,
2018,England,Dorset UA,774,,
2018,England,East Riding of Yorkshire UA,654,,
2018,England,East Sussex,1141,,
2018,England,Essex,2931,,
2018,England,Gloucestershire,1202,,
2018,England,Greater Manchester (Met County),4478,,
2018,England,Halton UA,219,,
2018,England,Hampshire,2882,,
2018,England,Hartlepool UA,134,,
2018,England,"Herefordshire, County of UA",332,,
2018,England,Hertfordshire,2188,,
2018,England,Inner London,5694,,
2018,England,Isle of Wight UA,292,,
2018,England,Kent,3148,,
2018,England,"Kingston upon Hull, City of UA",427,,
2018,England,Lancashire,2180,,
2018,England,Leicester UA,513,,
2018,England,Leicestershire,1282,,
2018,England,Lincolnshire,1507,,
2018,England,Luton UA,380,,
2018,England,Medway UA,595,,
2018,England,Merseyside (Met County),1933,,
2018,England,Middlesbrough UA,200,,
2018,England,Milton Keynes UA,606,,
2018,England,Norfolk,1841,,
2018,England,North East Lincolnshire UA,357,,
2018,England,North Lincolnshire UA,320,,
2018,England,North Northamptonshire UA,743,,
2018,England,North Somerset UA,454,,
2018,England,North Yorkshire UA,1117,,
2018,England,Northumberland UA,533,,
2018,England,Nottingham UA,451,,
2018,England,Nottinghamshire,1561,,
2018,England,Outer London,9312,,
2018,England,Oxfordshire,1277,,
2018,England,Peterborough UA,430,,
2018,England,Plymouth UA,531,,
2018,England,Portsmouth UA,417,,
2018,England,Reading UA,298,,
2018,England,Redcar and Cleveland UA,227,,
2018,England,Rutland UA,89,,
2018,England,Shropshire UA,621,,
2018,England,Slough UA,339,,
2018,England,Somerset UA,1219,,
2018,England,South Gloucestershire UA,533,,
2018,England,South Yorkshire (Met County),2219,,
2018,England,Southampton UA,400,,
2018,England,Southend-on-Sea UA,349,,
2018,England,Staffordshire,1660,,
2018,England,Stockton-on-Tees UA,342,,
2018,England,Stoke-on-Trent UA,454,,
2018,England,Suffolk,1549,,
2018,England,Surrey,2234,,
2018,England,Swindon UA,471,,
2018,England,Telford and Wrekin UA,347,,
2018,England,Thurrock UA,366,,
2018,England,Torbay UA,288,,
2018,England,Tyne and Wear (Met County),1664,,
2018,England,Warrington UA,414,,
2018,England,Warwickshire,1111,,
2018,England,West Berkshire UA,310,,
2018,England,West Midlands (Met County),4240,,
2018,England,West Northamptonshire UA,827,,
2018,England,West Sussex,1771,,
2018,England,West Yorkshire (Met County),3791,,
2018,England,Westmorland and Furness UA,375,,
2018,England,Wiltshire UA,1122,,
2018,England,Windsor and Maidenhead UA,313,,
2018,England,Wokingham UA,340,,
2018,England,Worcestershire,1168,,
2018,England,York UA,361,,
2018,Invalid postcode or foreign,Invalid postcode or foreign,1074,,
2018,Unknown,Unknown,2293,,
2018,Wales,Blaenau Gwent,113,,
2018,Wales,Bridgend,231,,
2018,Wales,Caerphilly,303,,
2018,Wales,Cardiff,458,,
2018,Wales,Carmarthenshire,345,,
2018,Wales,Ceredigion,108,,
2018,Wales,Conwy,176,,
2018,Wales,Denbighshire,154,,
2018,Wales,Flintshire,305,,
2018,Wales,Gwynedd,169,,
2018,Wales,Isle of Anglesey,107,,
2018,Wales,Merthyr Tydfil,100,,
2018,Wales,Monmouthshire,176,,
2018,Wales,Neath Port Talbot,268,,
2018,Wales,Newport,272,,
2018,Wales,Pembrokeshire,186,,
2018,Wales,Powys,208,,
2018,Wales,Rhondda Cynon Taf,370,,
2018,Wales,Swansea,371,,
2018,Wales,Torfaen,168,,
2018,Wales,Vale of Glamorgan,216,,
2018,Wales,Wrexham,265,,
2019,Confidentiality requested,Confidentiality requested,11611,,
2019,England,Bath and North East Somerset UA,298,,
2019,England,Bedford UA,336,,
2019,England,Blackburn with Darwen UA,238,,
2019,England,Blackpool UA,253,,
2019,England,"Bournemouth, Christchurch and Poole UA",785,,
2019,England,Bracknell Forest UA,244,,
2019,England,Brighton and Hove UA,448,,
2019,England,"Bristol, City of UA",651,,
2019,England,Buckinghamshire UA,993,,
2019,England,Cambridgeshire,1173,,
2019,England,Central Bedfordshire UA,574,,
2019,England,Cheshire East UA,699,,
2019,England,Cheshire West and Chester UA,639,,
2019,England,Cornwall & Isles of Scilly,1071,,
2019,England,County Durham UA,904,,
2019,England,Cumberland UA,448,,
2019,England,Darlington UA,214,,
2019,England,Derby UA,421,,
2019,England,Derbyshire,1508,,
2019,England,Devon,1529,,
2019,England,Dorset UA,737,,
2019,England,East Riding of Yorkshire UA,675,,
2019,England,East Sussex,1028,,
2019,England,Essex,2780,,
2019,England,Gloucestershire,1209,,
2019,England,Greater Manchester (Met County),4273,,
2019,England,Halton UA,215,,
2019,England,Hampshire,2824,,
2019,England,Hartlepool UA,132,,
2019,England,"Herefordshire, County of UA",353,,
2019,England,Hertfordshire,2046,,
2019,England,Inner London,5317,,
2019,England,Isle of Wight UA,274,,
2019,England,Kent,2953,,
2019,England,"Kingston upon Hull, City of UA",422,,
2019,England,Lancashire,2150,,
2019,England,Leicester UA,456,,
2019,England,Leicestershire,1254,,
2019,England,Lincolnshire,1539,,
2019,England,Luton UA,346,,
2019,England,Medway UA,566,,
2019,England,Merseyside (Met County),1964,,
2019,England,Middlesbrough UA,200,,
2019,England,Milton Keynes UA,504,,
2019,England,Norfolk,1803,,
2019,England,North East Lincolnshire UA,297,,
2019,England,North Lincolnshire UA,352,,
2019,England,North Northamptonshire UA,677,,
2019,England,North Somerset UA,432,,
2019,England,North Yorkshire UA,1127,,
2019,England,Northumberland UA,557,,
2019,England,Nottingham UA,426,,
2019,England,Nottinghamshire,1496,,
2019,England,Outer London,8560,,
2019,England,Oxfordshire,1100,,
2019,England,Peterborough UA,400,,
2019,England,Plymouth UA,579,,
2019,England,Portsmouth UA,343,,
2019,England,Reading UA,280,,
2019,England,Redcar and Cleveland UA,233,,
2019,England,Rutland UA,57,,
2019,England,Shropshire UA,553,,
2019,England,Slough UA,279,,
2019,England,Somerset UA,1125,,
2019,England,South Gloucestershire UA,484,,
2019,England,South Yorkshire (Met County),2260,,
2019,England,Southampton UA,396,,
2019,England,Southend-on-Sea UA,302,,
2019,England,Staffordshire,1611,,
2019,England,Stockton-on-Tees UA,364,,
2019,England,Stoke-on-Trent UA,393,,
2019,England,Suffolk,1504,,
2019,England,Surrey,2100,,
2019,England,Swindon UA,476,,
2019,England,Telford and Wrekin UA,362,,
2019,England,Thurrock UA,300,,
2019,England,Torbay UA,258,,
2019,England,Tyne and Wear (Met County),1641,,
2019,England,Warrington UA,383,,
2019,England,Warwickshire,994,,
2019,England,West Berkshire UA,281,,
2019,England,West Midlands (Met County),4291,,
2019,England,West Northamptonshire UA,800,,
2019,England,West Sussex,1651,,
2019,England,West Yorkshire (Met County),3663,,
2019,England,Westmorland and Furness UA,383,,
2019,England,Wiltshire UA,1071,,
2019,England,Windsor and Maidenhead UA,315,,
2019,England,Wokingham UA,300,,
2019,England,Worcestershire,1107,,
2019,England,York UA,329,,
2019,Invalid postcode or foreign,Invalid postcode or foreign,906,,
2019,Unknown,Unknown,3495,,
2019,Wales,Blaenau Gwent,90,,
2019,Wales,Bridgend,278,,
2019,Wales,Caerphilly,288,,
2019,Wales,Cardiff,479,,
2019,Wales,Carmarthenshire,328,,
2019,Wales,Ceredigion,96,,
2019,Wales,Conwy,195,,
2019,Wales,Denbighshire,148,,
2019,Wales,Flintshire,283,,
2019,Wales,Gwynedd,149,,
2019,Wales,Isle of Anglesey,119,,
2019,Wales,Merthyr Tydfil,99,,
2019,Wales,Monmouthshire,174,,
2019,Wales,Neath Port Talbot,233,,
2019,Wales,Newport,268,,
2019,Wales,Pembrokeshire,214,,
2019,Wales,Powys,212,,
2019,Wales,Rhondda Cynon Taf,367,,
2019,Wales,Swansea,350,,
2019,Wales,Torfaen,176,,
2019,Wales,Vale of Glamorgan,230,,
2019,Wales,Wrexham,234,,
2020,Confidentiality requested,Confidentiality requested,13000,,
2020,England,Bath and North East Somerset UA,247,,
2020,England,Bedford UA,290,,
2020,England,Blackburn with Darwen UA,192,,
2020,England,Blackpool UA,242,,
2020,England,"Bournemouth, Christchurch and Poole UA",724,,
2020,England,Bracknell Forest UA,191,,
2020,England,Brighton and Hove UA,403,,
2020,England,"Bristol, City of UA",563,,
2020,England,Buckinghamshire UA,866,,
2020,England,Cambridgeshire,957,,
2020,England,Central Bedfordshire UA,497,,
2020,England,Cheshire East UA,681,,
2020,England,Cheshire West and Chester UA,531,,
2020,England,Cornwall & Isles of Scilly,985,,
2020,England,County Durham UA,727,,
2020,England,Cumberland UA,389,,
2020,England,Darlington UA,171,,
2020,England,Derby UA,307,,
2020,England,Derbyshire,1325,,
2020,England,Devon,1392,,
2020,England,Dorset UA,660,,
2020,England,East Riding of Yorkshire UA,534,,
2020,England,East Sussex,953,,
2020,England,Essex,2362,,
2020,England,Gloucestershire,1130,,
2020,England,Greater Manchester (Met County),3782,,
2020,England,Halton UA,175,,
2020,England,Hampshire,2483,,
2020,England,Hartlepool UA,105,,
2020,England,"Herefordshire, County of UA",312,,
2020,England,Hertfordshire,1848,,
2020,England,Inner London,4510,,
2020,England,Isle of Wight UA,253,,
2020,England,Kent,2516,,
2020,England,"Kingston upon Hull, City of UA",388,,
2020,England,Lancashire,1958,,
2020,England,Leicester UA,427,,
2020,England,Leicestershire,1123,,
2020,England,Lincolnshire,1175,,
2020,England,Luton UA,323,,
2020,England,Medway UA,450,,
2020,England,Merseyside (Met County),1640,,
2020,England,Middlesbrough UA,132,,
2020,England,Milton Keynes UA,479,,
2020,England,Norfolk,1541,,
2020,England,North East Lincolnshire UA,245,,
2020,England,North Lincolnshire UA,268,,
2020,England,North Northamptonshire UA,618,,
2020,England,North Somerset UA,344,,
2020,England,North Yorkshire UA,946,,
2020,England,Northumberland UA,484,,
2020,England,Nottingham UA,362,,
2020,England,Nottinghamshire,1282,,
2020,England,Outer London,7393,,
2020,England,Oxfordshire,1036,,
2020,England,Peterborough UA,342,,
2020,England,Plymouth UA,463,,
2020,England,Portsmouth UA,332,,
2020,England,Reading UA,232,,
2020,England,Redcar and Cleveland UA,196,,
2020,England,Rutland UA,63,,
2020,England,Shropshire UA,529,,
2020,England,Slough UA,282,,
2020,England,Somerset UA,1027,,
2020,England,South Gloucestershire UA,413,,
2020,England,South Yorkshire (Met County),1894,,
2020,England,Southampton UA,345,,
2020,England,Southend-on-Sea UA,317,,
2020,England,Staffordshire,1322,,
2020,England,Stockton-on-Tees UA,249,,
2020,England,Stoke-on-Trent UA,392,,
2020,England,Suffolk,1234,,
2020,England,Surrey,1779,,
2020,England,Swindon UA,408,,
2020,England,Telford and Wrekin UA,325,,
2020,England,Thurrock UA,289,,
2020,England,Torbay UA,249,,
2020,England,Tyne and Wear (Met County),1407,,
2020,England,Warrington UA,335,,
2020,England,Warwickshire,945,,
2020,England,West Berkshire UA,256,,
2020,England,West Midlands (Met County),3771,,
2020,England,West Northamptonshire UA,719,,
2020,England,West Sussex,1485,,
2020,England,West Yorkshire (Met County),3060,,
2020,England,Westmorland and Furness UA,294,,
2020,England,Wiltshire UA,967,,
2020,England,Windsor and Maidenhead UA,261,,
2020,England,Wokingham UA,267,,
2020,England,Worcestershire,942,,
2020,England,York UA,258,,
2020,Invalid postcode or foreign,Invalid postcode or foreign,722,,
2020,Unknown,Unknown,11648,,
2020,Wales,Blaenau Gwent,100,,
2020,Wales,Bridgend,245,,
2020,Wales,Caerphilly,291,,
2020,Wales,Cardiff,443,,
2020,Wales,Carmarthenshire,341,,
2020,Wales,Ceredigion,93,,
2020,Wales,Conwy,178,,
2020,Wales,Denbighshire,162,,
2020,Wales,Flintshire,292,,
2020,Wales,Gwynedd,132,,
2020,Wales,Isle of Anglesey,101,,
2020,Wales,Merthyr Tydfil,75,,
2020,Wales,Monmouthshire,164,,
2020,Wales,Neath Port Talbot,201,,
2020,Wales,Newport,232,,
2020,Wales,Pembrokeshire,186,,
2020,Wales,Powys,194,,
2020,Wales,Rhondda Cynon Taf,387,,
2020,Wales,Swansea,357,,
2020,Wales,Torfaen,154,,
2020,Wales,Vale of Glamorgan,233,,
2020,Wales,Wrexham,225,,
2021,Confidentiality requested,Confidentiality requested,14187,,
2021,England,Bath and North East Somerset UA,183,,
2021,England,Bedford UA,232,,
2021,England,Blackburn with Darwen UA,171,,
2021,England,Blackpool UA,169,,
2021,England,"Bournemouth, Christchurch and Poole UA",540,,
2021,England,Bracknell Forest UA,164,,
2021,England,Brighton and Hove UA,328,,
2021,England,"Bristol, City of UA",463,,
2021,England,Buckinghamshire UA,672,,
2021,England,Cambridgeshire,769,,
2021,England,Central Bedfordshire UA,411,,
2021,England,Cheshire East UA,495,,
2021,England,Cheshire West and Chester UA,409,,
2021,England,Cornwall & Isles of Scilly,831,,
2021,England,County Durham UA,629,,
2021,England,Cumberland UA,298,,
2021,England,Darlington UA,125,,
2021,England,Derby UA,262,,
2021,England,Derbyshire,1025,,
2021,England,Devon,1061,,
2021,England,Dorset UA,481,,
2021,England,East Riding of Yorkshire UA,355,,
2021,England,East Sussex,727,,
2021,England,Essex,1760,,
2021,England,Gloucestershire,872,,
2021,England,Greater Manchester (Met County),2966,,
2021,England,Halton UA,159,,
2021,England,Hampshire,1920,,
2021,England,Hartlepool UA,100,,
2021,England,"Herefordshire, County of UA",251,,
2021,England,Hertfordshire,1432,,
2021,England,Inner London,3576,,
2021,England,Isle of Wight UA,186,,
2021,England,Kent,2007,,
2021,England,"Kingston upon Hull, City of UA",297,,
2021,England,Lancashire,1453,,
2021,England,Leicester UA,329,,
2021,England,Leicestershire,850,,
2021,England,Lincolnshire,937,,
2021,England,Luton UA,275,,
2021,England,Medway UA,408,,
2021,England,Merseyside (Met County),1342,,
2021,England,Middlesbrough UA,118,,
2021,England,Milton Keynes UA,408,,
2021,England,Norfolk,1112,,
2021,England,North East Lincolnshire UA,191,,
2021,England,North Lincolnshire UA,171,,
2021,England,North Northamptonshire UA,490,,
2021,England,North Somerset UA,284,,
2021,England,North Yorkshire UA,692,,
2021,England,Northumberland UA,434,,
2021,England,Nottingham UA,259,,
2021,England,Nottinghamshire,944,,
2021,England,Outer London,5908,,
2021,England,Oxfordshire,863,,
2021,England,Peterborough UA,287,,
2021,England,Plymouth UA,407,,
2021,England,Portsmouth UA,276,,
2021,England,Reading UA,176,,
2021,England,Redcar and Cleveland UA,159,,
2021,England,Rutland UA,47,,
2021,England,Shropshire UA,351,,
2021,England,Slough UA,200,,
2021,England,Somerset UA,799,,
2021,England,South Gloucestershire UA,304,,
2021,England,South Yorkshire (Met County),1402,,
2021,England,Southampton UA,323,,
2021,England,Southend-on-Sea UA,214,,
2021,England,Staffordshire,1091,,
2021,England,Stockton-on-Tees UA,180,,
2021,England,Stoke-on-Trent UA,335,,
2021,England,Suffolk,1004,,
2021,England,Surrey,1336,,
2021,England,Swindon UA,337,,
2021,England,Telford and Wrekin UA,242,,
2021,England,Thurrock UA,259,,
2021,England,Torbay UA,181,,
2021,England,Tyne and Wear (Met County),1114,,
2021,England,Warrington UA,227,,
2021,England,Warwickshire,706,,
2021,England,West Berkshire UA,204,,
2021,England,West Midlands (Met County),2902,,
2021,England,West Northamptonshire UA,539,,
2021,England,West Sussex,1130,,
2021,England,West Yorkshire (Met County),2357,,
2021,England,Westmorland and Furness UA,204,,
2021,England,Wiltshire UA,749,,
2021,England,Windsor and Maidenhead UA,183,,
2021,England,Wokingham UA,191,,
2021,England,Worcestershire,726,,
2021,England,York UA,200,,
2021,Invalid postcode or foreign,Invalid postcode or foreign,381,,
2021,Unknown,Unknown,25615,,
2021,Wales,Blaenau Gwent,88,,
2021,Wales,Bridgend,225,,
2021,Wales,Caerphilly,213,,
2021,Wales,Cardiff,348,,
2021,Wales,Carmarthenshire,251,,
2021,Wales,Ceredigion,79,,
2021,Wales,Conwy,141,,
2021,Wales,Denbighshire,131,,
2021,Wales,Flintshire,200,,
2021,Wales,Gwynedd,129,,
2021,Wales,Isle of Anglesey,86,,
2021,Wales,Merthyr Tydfil,58,,
2021,Wales,Monmouthshire,117,,
2021,Wales,Neath Port Talbot,168,,
2021,Wales,Newport,223,,
2021,Wales,Pembrokeshire,154,,
2021,Wales,Powys,150,,
2021,Wales,Rhondda Cynon Taf,300,,
2021,Wales,Swansea,270,,
2021,Wales,Torfaen,126,,
2021,Wales,Vale of Glamorgan,169,,
2021,Wales,Wrexham,169,,
2022,Confidentiality requested,Confidentiality requested,25630,,
2022,England,Bath and North East Somerset UA,348,,
2022,England,Bedford UA,391,,
2022,England,Blackburn with Darwen UA,177,,
2022,England,Blackpool UA,230,,
2022,England,"Bournemouth, Christchurch and Poole UA",835,,
2022,England,Bracknell Forest UA,262,,
2022,England,Brighton and Hove UA,542,,
2022,England,"Bristol, City of UA",774,,
2022,England,Buckinghamshire UA,1014,,
2022,England,Cambridgeshire,1330,,
2022,England,Central Bedfordshire UA,590,,
2022,England,Cheshire East UA,807,,
2022,England,Cheshire West and Chester UA,636,,
2022,England,Cornwall & Isles of Scilly,1194,,
2022,England,County Durham UA,898,,
2022,England,Cumberland UA,466,,
2022,England,Darlington UA,199,,
2022,England,Derby UA,390,,
2022,England,Derbyshire,1668,,
2022,England,Devon,1674,,
2022,England,Dorset UA,804,,
2022,England,East Riding of Yorkshire UA,625,,
2022,England,East Sussex,1137,,
2022,England,Essex,2811,,
2022,England,Gloucestershire,1378,,
2022,England,Greater Manchester (Met County),4264,,
2022,England,Halton UA,181,,
2022,England,Hampshire,3032,,
2022,England,Hartlepool UA,175,,
2022,England,"Herefordshire, County of UA",409,,
2022,England,Hertfordshire,2192,,
2022,England,Inner London,5394,,
2022,England,Isle of Wight UA,296,,
2022,England,Kent,3202,,
2022,England,"Kingston upon Hull, City of UA",406,,
2022,England,Lancashire,2143,,
2022,England,Leicester UA,491,,
2022,England,Leicestershire,1432,,
2022,England,Lincolnshire,1603,,
2022,England,Luton UA,322,,
2022,England,Medway UA,535,,
2022,England,Merseyside (Met County),1915,,
2022,England,Middlesbrough UA,193,,
2022,England,Milton Keynes UA,617,,
2022,England,Norfolk,1816,,
2022,England,North East Lincolnshire UA,316,,
2022,England,North Lincolnshire UA,301,,
2022,England,North Northamptonshire UA,789,,
2022,England,North Somerset UA,485,,
2022,England,North Yorkshire UA,1272,,
2022,England,Northumberland UA,632,,
2022,England,Nottingham UA,423,,
2022,England,Nottinghamshire,1571,,
2022,England,Outer London,8620,,
2022,England,Oxfordshire,1411,,
2022,England,Peterborough UA,430,,
2022,England,Plymouth UA,508,,
2022,England,Portsmouth UA,414,,
2022,England,Reading UA,280,,
2022,England,Redcar and Cleveland UA,248,,
2022,England,Rutland UA,71,,
2022,England,Shropshire UA,556,,
2022,England,Slough UA,248,,
2022,England,Somerset UA,1255,,
2022,England,South Gloucestershire UA,533,,
2022,England,South Yorkshire (Met County),2251,,
2022,England,Southampton UA,447,,
2022,England,Southend-on-Sea UA,383,,
2022,England,Staffordshire,1683,,
2022,England,Stockton-on-Tees UA,364,,
2022,England,Stoke-on-Trent UA,469,,
2022,England,Suffolk,1588,,
2022,England,Surrey,2299,,
2022,England,Swindon UA,455,,
2022,England,Telford and Wrekin UA,355,,
2022,England,Thurrock UA,347,,
2022,England,Torbay UA,290,,
2022,England,Tyne and Wear (Met County),1684,,
2022,England,Warrington UA,394,,
2022,England,Warwickshire,1272,,
2022,England,West Berkshire UA,338,,
2022,England,West Midlands (Met County),4109,,
2022,England,West Northamptonshire UA,892,,
2022,England,West Sussex,1858,,
2022,England,West Yorkshire (Met County),3821,,
2022,England,Westmorland and Furness UA,431,,
2022,England,Wiltshire UA,1125,,
2022,England,Windsor and Maidenhead UA,282,,
2022,England,Wokingham UA,321,,
2022,England,Worcestershire,1226,,
2022,England,York UA,317,,
2022,Invalid postcode or foreign,Invalid postcode or foreign,2187,,
2022,Unknown,Unknown,9276,,
2022,Wales,Blaenau Gwent,95,,
2022,Wales,Bridgend,230,,
2022,Wales,Caerphilly,303,,
2022,Wales,Cardiff,529,,
2022,Wales,Carmarthenshire,323,,
2022,Wales,Ceredigion,122,,
2022,Wales,Conwy,167,,
2022,Wales,Denbighshire,183,,
2022,Wales,Flintshire,269,,
2022,Wales,Gwynedd,138,,
2022,Wales,Isle of Anglesey,93,,
2022,Wales,Merthyr Tydfil,90,,
2022,Wales,Monmouthshire,169,,
2022,Wales,Neath Port Talbot,256,,
2022,Wales,Newport,249,,
2022,Wales,Pembrokeshire,231,,
2022,Wales,Powys,216,,
2022,Wales,Rhondda Cynon Taf,382,,
2022,Wales,Swansea,362,,
2022,Wales,Torfaen,170,,
2022,Wales,Vale of Glamorgan,244,,
2022,Wales,Wrexham,204,,
2023,Confidentiality requested,Confidentiality requested,27139,,
2023,England,Bath and North East Somerset UA,356,,
2023,England,Bedford UA,372,,
2023,England,Blackburn with Darwen UA,188,,
2023,England,Blackpool UA,248,,
2023,England,"Bournemouth, Christchurch and Poole UA",759,,
2023,England,Bracknell Forest UA,265,,
2023,England,Brighton and Hove UA,604,,
2023,England,"Bristol, City of UA",686,,
2023,England,Buckinghamshire UA,1112,,
2023,England,Cambridgeshire,1259,,
2023,England,Central Bedfordshire UA,705,,
2023,England,Cheshire East UA,902,,
2023,England,Cheshire West and Chester UA,697,,
2023,England,Cornwall & Isles of Scilly,1275,,
2023,England,County Durham UA,899,,
2023,England,Cumberland UA,450,,
2023,England,Darlington UA,215,,
2023,England,Derby UA,429,,
2023,England,Derbyshire,1602,,
2023,England,Devon,1786,,
2023,England,Dorset UA,823,,
2023,England,East Riding of Yorkshire UA,750,,
2023,England,East Sussex,1131,,
2023,England,Essex,3035,,
2023,England,Gloucestershire,1278,,
2023,England,Greater Manchester (Met County),4582,,
2023,England,Halton UA,234,,
2023,England,Hampshire,3181,,
2023,England,Hartlepool UA,152,,
2023,England,"Herefordshire, County of UA",389,,
2023,England,Hertfordshire,2173,,
2023,England,Inner London,5815,,
2023,England,Isle of Wight UA,266,,
2023,England,Kent,3342,,
2023,England,"Kingston upon Hull, City of UA",376,,
2023,England,Lancashire,2211,,
2023,England,Leicester UA,495,,
2023,England,Leicestershire,1476,,
2023,England,Lincolnshire,1702,,
2023,England,Luton UA,350,,
2023,England,Medway UA,602,,
2023,England,Merseyside (Met County),1952,,
2023,England,Middlesbrough UA,203,,
2023,England,Milton Keynes UA,576,,
2023,England,Norfolk,1937,,
2023,England,North East Lincolnshire UA,304,,
2023,England,North Lincolnshire UA,377,,
2023,England,North Northamptonshire UA,771,,
2023,England,North Somerset UA,525,,
2023,England,North Yorkshire UA,1376,,
2023,England,Northumberland UA,638,,
2023,England,Nottingham UA,426,,
2023,England,Nottinghamshire,1684,,
2023,England,Outer London,9141,,
2023,England,Oxfordshire,1469,,
2023,England,Peterborough UA,412,,
2023,England,Plymouth UA,596,,
2023,England,Portsmouth UA,384,,
2023,England,Reading UA,291,,
2023,England,Redcar and Cleveland UA,282,,
2023,England,Rutland UA,105,,
2023,England,Shropshire UA,598,,
2023,England,Slough UA,280,,
2023,England,Somerset UA,1322,,
2023,England,South Gloucestershire UA,543,,
2023,England,South Yorkshire (Met County),2310,,
2023,England,Southampton UA,424,,
2023,England,Southend-on-Sea UA,320,,
2023,England,Staffordshire,1746,,
2023,England,Stockton-on-Tees UA,332,,
2023,England,Stoke-on-Trent UA,429,,
2023,England,Suffolk,1607,,
2023,England,Surrey,2424,,
2023,England,Swindon UA,496,,
2023,England,Telford and Wrekin UA,367,,
2023,England,Thurrock UA,290,,
2023,England,Torbay UA,282,,
2023,England,Tyne and Wear (Met County),1792,,
2023,England,Warrington UA,451,,
2023,England,Warwickshire,1288,,
2023,England,West Berkshire UA,325,,
2023,England,West Midlands (Met County),4124,,
2023,England,West Northamptonshire UA,906,,
2023,England,West Sussex,1965,,
2023,England,West Yorkshire (Met County),4065,,
2023,England,Westmorland and Furness UA,391,,
2023,England,Wiltshire UA,1171,,
2023,England,Windsor and Maidenhead UA,344,,
2023,England,Wokingham UA,344,,
2023,England,Worcestershire,1233,,
2023,England,York UA,356,,
2023,Invalid postcode or foreign,Invalid postcode or foreign,2713,,
2023,Unknown,Unknown,280,,
2023,Wales,Blaenau Gwent,127,,
2023,Wales,Bridgend,280,,
2023,Wales,Caerphilly,310,,
2023,Wales,Cardiff,463,,
2023,Wales,Carmarthenshire,366,,
2023,Wales,Ceredigion,108,,
2023,Wales,Conwy,226,,
2023,Wales,Denbighshire,161,,
2023,Wales,Flintshire,284,,
2023,Wales,Gwynedd,177,,
2023,Wales,Isle of Anglesey,99,,
2023,Wales,Merthyr Tydfil,75,,
2023,Wales,Monmouthshire,172,,
2023,Wales,Neath Port Talbot,241,,
2023,Wales,Newport,292,,
2023,Wales,Pembrokeshire,218,,
2023,Wales,Powys,279,,
2023,Wales,Rhondda Cynon Taf,385,,
2023,Wales,Swansea,385,,
2023,Wales,Torfaen,182,,
