YEAR,QUARTER,DIGITAL_PAPER_CHANNEL,APPLICANT TYPE,GRANT TYPE,GRANTS_ISSUED,APPLICATIONS_MADE
2021,4,Paper,Personal,Standing Search,:,:
2021,4,Paper,Solicitor,Standing Search,:,:
2022,,All,All,All grant types,269812,292253
2022,,All,Personal,All grant types,104749,122398
2022,,All,Solicitor,All grant types,165063,169855
2022,,All,All,Grant of Administration,38243,47236
2022,,All,Personal,Grant of Administration,19026,23018
2022,,All,Solicitor,Grant of Administration,19217,24218
2022,,All,All,Grant of Administration with Will annexed,9765,11894
2022,,All,Personal,Grant of Administration with Will annexed,2317,3006
2022,,All,Solicitor,Grant of Administration with Will annexed,7448,8888
2022,,All,All,Grant of Probate,221804,233123
2022,,All,Personal,Grant of Probate,83406,96374
2022,,All,Solicitor,Grant of Probate,138398,136749
2022,,All,All,Standing Search,2863,:
2022,,All,Personal,Standing Search,:,:
2022,,All,Solicitor,Standing Search,:,:
2022,,Digital,All,All grant types,212282,224638
2022,,Digital,Personal,All grant types,74262,88489
2022,,Digital,Solicitor,All grant types,138020,136149
2022,,Digital,All,Grant of Administration,15072,18855
2022,,Digital,Personal,Grant of Administration,9741,12680
2022,,Digital,Solicitor,Grant of Administration,5331,6175
2022,,Digital,All,Grant of Administration with Will annexed,2300,2504
2022,,Digital,Personal,Grant of Administration with Will annexed,797,1002
2022,,Digital,Solicitor,Grant of Administration with Will annexed,1503,1502
2022,,Digital,All,Grant of Probate,194910,203279
2022,,Digital,Personal,Grant of Probate,63724,74807
2022,,Digital,Solicitor,Grant of Probate,131186,128472
2022,,Digital,All,Standing Search,:,:
2022,,Digital,Personal,Standing Search,:,:
2022,,Digital,Solicitor,Standing Search,:,:
2022,,Paper,All,All grant types,57528,67610
2022,,Paper,Personal,All grant types,30485,33904
2022,,Paper,Solicitor,All grant types,27043,33706
2022,,Paper,All,Grant of Administration,23171,28380
2022,,Paper,Personal,Grant of Administration,9285,10337
2022,,Paper,Solicitor,Grant of Administration,13886,18043
2022,,Paper,All,Grant of Administration with Will annexed,7465,9390
2022,,Paper,Personal,Grant of Administration with Will annexed,1520,2004
2022,,Paper,Solicitor,Grant of Administration with Will annexed,5945,7386
2022,,Paper,All,Grant of Probate,26892,29840
2022,,Paper,Personal,Grant of Probate,19680,21563
2022,,Paper,Solicitor,Grant of Probate,7212,8277
2022,,Paper,All,Standing Search,2863,:
2022,,Paper,Personal,Standing Search,:,:
2022,,Paper,Solicitor,Standing Search,:,:
2022,1,All,All,All grant types,68939,76136
2022,1,All,Personal,All grant types,25957,32073
2022,1,All,Solicitor,All grant types,42982,44063
2022,1,All,All,Grant of Administration,10655,11930
2022,1,All,Personal,Grant of Administration,4825,5800
2022,1,All,Solicitor,Grant of Administration,5830,6130
2022,1,All,All,Grant of Administration with Will annexed,2808,3156
2022,1,All,Personal,Grant of Administration with Will annexed,624,763
2022,1,All,Solicitor,Grant of Administration with Will annexed,2184,2393
2022,1,All,All,Grant of Probate,55476,61050
2022,1,All,Personal,Grant of Probate,20508,25510
2022,1,All,Solicitor,Grant of Probate,34968,35540
2022,1,All,All,Standing Search,728,:
2022,1,All,Personal,Standing Search,:,:
2022,1,All,Solicitor,Standing Search,:,:
2022,1,Digital,All,All grant types,51224,57715
2022,1,Digital,Personal,All grant types,16819,22621
2022,1,Digital,Solicitor,All grant types,34405,35094
2022,1,Digital,All,Grant of Administration,3525,4833
2022,1,Digital,Personal,Grant of Administration,2024,3242
2022,1,Digital,Solicitor,Grant of Administration,1501,1591
2022,1,Digital,All,Grant of Administration with Will annexed,539,629
2022,1,Digital,Personal,Grant of Administration with Will annexed,186,234
2022,1,Digital,Solicitor,Grant of Administration with Will annexed,353,395
2022,1,Digital,All,Grant of Probate,47160,52253
2022,1,Digital,Personal,Grant of Probate,14609,19145
2022,1,Digital,Solicitor,Grant of Probate,32551,33108
2022,1,Digital,All,Standing Search,:,:
2022,1,Digital,Personal,Standing Search,:,:
2022,1,Digital,Solicitor,Standing Search,:,:
2022,1,Paper,All,All grant types,17715,18421
2022,1,Paper,Personal,All grant types,9138,9452
2022,1,Paper,Solicitor,All grant types,8577,8969
2022,1,Paper,All,Grant of Administration,7130,7097
2022,1,Paper,Personal,Grant of Administration,2801,2558
2022,1,Paper,Solicitor,Grant of Administration,4329,4539
2022,1,Paper,All,Grant of Administration with Will annexed,2269,2527
2022,1,Paper,Personal,Grant of Administration with Will annexed,438,529
2022,1,Paper,Solicitor,Grant of Administration with Will annexed,1831,1998
2022,1,Paper,All,Grant of Probate,8316,8797
2022,1,Paper,Personal,Grant of Probate,5899,6365
2022,1,Paper,Solicitor,Grant of Probate,2417,2432
2022,1,Paper,All,Standing Search,728,:
2022,1,Paper,Personal,Standing Search,:,:
2022,1,Paper,Solicitor,Standing Search,:,:
2022,2,All,All,All grant types,70159,74184
2022,2,All,Personal,All grant types,27335,31024
2022,2,All,Solicitor,All grant types,42824,43160
2022,2,All,All,Grant of Administration,9507,11976
2022,2,All,Personal,Grant of Administration,4231,5852
2022,2,All,Solicitor,Grant of Administration,5276,6124
2022,2,All,All,Grant of Administration with Will annexed,2425,3017
2022,2,All,Personal,Grant of Administration with Will annexed,591,764
2022,2,All,Solicitor,Grant of Administration with Will annexed,1834,2253
2022,2,All,All,Grant of Probate,58227,59191
2022,2,All,Personal,Grant of Probate,22513,24408
2022,2,All,Solicitor,Grant of Probate,35714,34783
2022,2,All,All,Standing Search,996,:
2022,2,All,Personal,Standing Search,:,:
2022,2,All,Solicitor,Standing Search,:,:
2022,2,Digital,All,All grant types,55292,56972
2022,2,Digital,Personal,All grant types,19856,22390
2022,2,Digital,Solicitor,All grant types,35436,34582
2022,2,Digital,All,Grant of Administration,3908,4712
2022,2,Digital,Personal,Grant of Administration,2411,3171
2022,2,Digital,Solicitor,Grant of Administration,1497,1541
2022,2,Digital,All,Grant of Administration with Will annexed,386,678
2022,2,Digital,Personal,Grant of Administration with Will annexed,189,313
2022,2,Digital,Solicitor,Grant of Administration with Will annexed,197,365
2022,2,Digital,All,Grant of Probate,50998,51582
2022,2,Digital,Personal,Grant of Probate,17256,18906
2022,2,Digital,Solicitor,Grant of Probate,33742,32676
2022,2,Digital,All,Standing Search,:,:
2022,2,Digital,Personal,Standing Search,:,:
2022,2,Digital,Solicitor,Standing Search,:,:
2022,2,Paper,All,All grant types,14866,17210
2022,2,Paper,Personal,All grant types,7478,8632
2022,2,Paper,Solicitor,All grant types,7388,8578
2022,2,Paper,All,Grant of Administration,5599,7264
2022,2,Paper,Personal,Grant of Administration,1820,2681
2022,2,Paper,Solicitor,Grant of Administration,3779,4583
2022,2,Paper,All,Grant of Administration with Will annexed,2039,2339
2022,2,Paper,Personal,Grant of Administration with Will annexed,402,451
2022,2,Paper,Solicitor,Grant of Administration with Will annexed,1637,1888
2022,2,Paper,All,Grant of Probate,7228,7607
2022,2,Paper,Personal,Grant of Probate,5256,5500
2022,2,Paper,Solicitor,Grant of Probate,1972,2107
2022,2,Paper,All,Standing Search,996,:
2022,2,Paper,Personal,Standing Search,:,:
2022,2,Paper,Solicitor,Standing Search,:,:
2022,3,All,All,All grant types,66153,74485
2022,3,All,Personal,All grant types,25705,30991
2022,3,All,Solicitor,All grant types,40448,43494
2022,3,All,All,Grant of Administration,8587,12371
2022,3,All,Personal,Grant of Administration,4611,5998
2022,3,All,Solicitor,Grant of Administration,3976,6373
2022,3,All,All,Grant of Administration with Will annexed,2272,3176
2022,3,All,Personal,Grant of Administration with Will annexed,559,812
2022,3,All,Solicitor,Grant of Administration with Will annexed,1713,2364
2022,3,All,All,Grant of Probate,55294,58938
2022,3,All,Personal,Grant of Probate,20535,24181
2022,3,All,Solicitor,Grant of Probate,34759,34757
2022,3,All,All,Standing Search,624,:
2022,3,All,Personal,Standing Search,:,:
2022,3,All,Solicitor,Standing Search,:,:
2022,3,Digital,All,All grant types,54034,56680
2022,3,Digital,Personal,All grant types,18781,22122
2022,3,Digital,Solicitor,All grant types,35253,34558
2022,3,Digital,All,Grant of Administration,3803,4725
2022,3,Digital,Personal,Grant of Administration,2464,3161
2022,3,Digital,Solicitor,Grant of Administration,1339,1564
2022,3,Digital,All,Grant of Administration with Will annexed,738,671
2022,3,Digital,Personal,Grant of Administration with Will annexed,211,264
2022,3,Digital,Solicitor,Grant of Administration with Will annexed,527,407
2022,3,Digital,All,Grant of Probate,49493,51284
2022,3,Digital,Personal,Grant of Probate,16106,18697
2022,3,Digital,Solicitor,Grant of Probate,33387,32587
2022,3,Digital,All,Standing Search,:,:
2022,3,Digital,Personal,Standing Search,:,:
2022,3,Digital,Solicitor,Standing Search,:,:
2022,3,Paper,All,All grant types,12118,17803
2022,3,Paper,Personal,All grant types,6923,8867
2022,3,Paper,Solicitor,All grant types,5195,8936
2022,3,Paper,All,Grant of Administration,4784,7646
2022,3,Paper,Personal,Grant of Administration,2147,2837
2022,3,Paper,Solicitor,Grant of Administration,2637,4809
2022,3,Paper,All,Grant of Administration with Will annexed,1534,2505
2022,3,Paper,Personal,Grant of Administration with Will annexed,348,548
2022,3,Paper,Solicitor,Grant of Administration with Will annexed,1186,1957
2022,3,Paper,All,Grant of Probate,5800,7652
2022,3,Paper,Personal,Grant of Probate,4428,5482
2022,3,Paper,Solicitor,Grant of Probate,1372,2170
2022,3,Paper,All,Standing Search,624,:
2022,3,Paper,Personal,Standing Search,:,:
2022,3,Paper,Solicitor,Standing Search,:,:
2022,4,All,All,All grant types,64561,67448
2022,4,All,Personal,All grant types,25752,28310
2022,4,All,Solicitor,All grant types,38809,39138
2022,4,All,All,Grant of Administration,9494,10959
2022,4,All,Personal,Grant of Administration,5359,5368
2022,4,All,Solicitor,Grant of Administration,4135,5591
2022,4,All,All,Grant of Administration with Will annexed,2260,2545
2022,4,All,Personal,Grant of Administration with Will annexed,543,667
2022,4,All,Solicitor,Grant of Administration with Will annexed,1717,1878
2022,4,All,All,Grant of Probate,52807,53944
2022,4,All,Personal,Grant of Probate,19850,22275
2022,4,All,Solicitor,Grant of Probate,32957,31669
2022,4,All,All,Standing Search,515,:
2022,4,All,Personal,Standing Search,:,:
2022,4,All,Solicitor,Standing Search,:,:
2022,4,Digital,All,All grant types,51732,53271
2022,4,Digital,Personal,All grant types,18806,21356
2022,4,Digital,Solicitor,All grant types,32926,31915
2022,4,Digital,All,Grant of Administration,3836,4585
2022,4,Digital,Personal,Grant of Administration,2842,3106
2022,4,Digital,Solicitor,Grant of Administration,994,1479
2022,4,Digital,All,Grant of Administration with Will annexed,637,526
2022,4,Digital,Personal,Grant of Administration with Will annexed,211,191
2022,4,Digital,Solicitor,Grant of Administration with Will annexed,426,335
2022,4,Digital,All,Grant of Probate,47259,48160
2022,4,Digital,Personal,Grant of Probate,15753,18059
2022,4,Digital,Solicitor,Grant of Probate,31506,30101
2022,4,Digital,All,Standing Search,:,:
2022,4,Digital,Personal,Standing Search,:,:
2022,4,Digital,Solicitor,Standing Search,:,:
2022,4,Paper,All,All grant types,12829,14176
2022,4,Paper,Personal,All grant types,6946,6953
2022,4,Paper,Solicitor,All grant types,5883,7223
2022,4,Paper,All,Grant of Administration,5658,6373
2022,4,Paper,Personal,Grant of Administration,2517,2261
2022,4,Paper,Solicitor,Grant of Administration,3141,4112
2022,4,Paper,All,Grant of Administration with Will annexed,1623,2019
2022,4,Paper,Personal,Grant of Administration with Will annexed,332,476
2022,4,Paper,Solicitor,Grant of Administration with Will annexed,1291,1543
2022,4,Paper,All,Grant of Probate,5548,5784
2022,4,Paper,Personal,Grant of Probate,4097,4216
2022,4,Paper,Solicitor,Grant of Probate,1451,1568
2022,4,Paper,All,Standing Search,515,:
2022,4,Paper,Personal,Standing Search,:,:
2022,4,Paper,Solicitor,Standing Search,:,:
2023,,All,All,All grant types,277738,302881
2023,,All,Personal,All grant types,121656,126397
2023,,All,Solicitor,All grant types,156082,176484
2023,,All,All,Grant of Administration,46387,49649
2023,,All,Personal,Grant of Administration,22259,24777
2023,,All,Solicitor,Grant of Administration,24128,24872
2023,,All,All,Grant of Administration with Will annexed,11522,11465
2023,,All,Personal,Grant of Administration with Will annexed,3192,3024
2023,,All,Solicitor,Grant of Administration with Will annexed,8330,8441
2023,,All,All,Grant of Probate,219829,241767
2023,,All,Personal,Grant of Probate,96205,98596
2023,,All,Solicitor,Grant of Probate,123624,143171
2023,,All,All,Standing Search,3879,:
2023,,All,Personal,Standing Search,:,:
2023,,All,Solicitor,Standing Search,:,:
2023,,Digital,All,All grant types,217796,239979
2023,,Digital,Personal,All grant types,92451,95557
2023,,Digital,Solicitor,All grant types,125345,144422
2023,,Digital,All,Grant of Administration,19836,20015
2023,,Digital,Personal,Grant of Administration,13265,13905
2023,,Digital,Solicitor,Grant of Administration,6571,6110
2023,,Digital,All,Grant of Administration with Will annexed,2255,2014
2023,,Digital,Personal,Grant of Administration with Will annexed,786,540
2023,,Digital,Solicitor,Grant of Administration with Will annexed,1469,1474
2023,,Digital,All,Grant of Probate,195705,217950
2023,,Digital,Personal,Grant of Probate,78400,81112
2023,,Digital,Solicitor,Grant of Probate,117305,136838
2023,,Digital,All,Standing Search,:,:
2023,,Digital,Personal,Standing Search,:,:
2023,,Digital,Solicitor,Standing Search,:,:
2023,,Paper,All,All grant types,59941,62896
2023,,Paper,Personal,All grant types,29205,30837
2023,,Paper,Solicitor,All grant types,30736,32059
2023,,Paper,All,Grant of Administration,26551,29631
2023,,Paper,Personal,Grant of Administration,8994,10871
2023,,Paper,Solicitor,Grant of Administration,17557,18760
2023,,Paper,All,Grant of Administration with Will annexed,9267,9451
2023,,Paper,Personal,Grant of Administration with Will annexed,2406,2484
2023,,Paper,Solicitor,Grant of Administration with Will annexed,6861,6967
2023,,Paper,All,Grant of Probate,24123,23814
2023,,Paper,Personal,Grant of Probate,17805,17482
2023,,Paper,Solicitor,Grant of Probate,6318,6332
2023,,Paper,All,Standing Search,3879,:
2023,,Paper,Personal,Standing Search,:,:
2023,,Paper,Solicitor,Standing Search,:,:
2023,1,All,All,All grant types,66557,85270
2023,1,All,Personal,All grant types,26248,36764
2023,1,All,Solicitor,All grant types,40309,48506
2023,1,All,All,Grant of Administration,13528,13858
2023,1,All,Personal,Grant of Administration,7144,6848
2023,1,All,Solicitor,Grant of Administration,6384,7010
2023,1,All,All,Grant of Administration with Will annexed,2718,3140
2023,1,All,Personal,Grant of Administration with Will annexed,712,802
2023,1,All,Solicitor,Grant of Administration with Will annexed,2006,2338
2023,1,All,All,Grant of Probate,50311,68272
2023,1,All,Personal,Grant of Probate,18392,29114
2023,1,All,Solicitor,Grant of Probate,31919,39158
2023,1,All,All,Standing Search,756,:
2023,1,All,Personal,Standing Search,:,:
2023,1,All,Solicitor,Standing Search,:,:
2023,1,Digital,All,All grant types,52616,68065
2023,1,Digital,Personal,All grant types,20082,28596
2023,1,Digital,Solicitor,All grant types,32534,39469
2023,1,Digital,All,Grant of Administration,6887,5820
2023,1,Digital,Personal,Grant of Administration,4682,4133
2023,1,Digital,Solicitor,Grant of Administration,2205,1687
2023,1,Digital,All,Grant of Administration with Will annexed,472,586
2023,1,Digital,Personal,Grant of Administration with Will annexed,234,202
2023,1,Digital,Solicitor,Grant of Administration with Will annexed,238,384
2023,1,Digital,All,Grant of Probate,45257,61659
2023,1,Digital,Personal,Grant of Probate,15166,24261
2023,1,Digital,Solicitor,Grant of Probate,30091,37398
2023,1,Digital,All,Standing Search,:,:
2023,1,Digital,Personal,Standing Search,:,:
2023,1,Digital,Solicitor,Standing Search,:,:
2023,1,Paper,All,All grant types,13941,17204
2023,1,Paper,Personal,All grant types,6166,8168
2023,1,Paper,Solicitor,All grant types,7775,9036
2023,1,Paper,All,Grant of Administration,6641,8037
2023,1,Paper,Personal,Grant of Administration,2462,2715
2023,1,Paper,Solicitor,Grant of Administration,4179,5322
2023,1,Paper,All,Grant of Administration with Will annexed,2246,2554
2023,1,Paper,Personal,Grant of Administration with Will annexed,478,600
2023,1,Paper,Solicitor,Grant of Administration with Will annexed,1768,1954
2023,1,Paper,All,Grant of Probate,5054,6613
2023,1,Paper,Personal,Grant of Probate,3226,4853
2023,1,Paper,Solicitor,Grant of Probate,1828,1760
2023,1,Paper,All,Standing Search,756,:
2023,1,Paper,Personal,Standing Search,:,:
2023,1,Paper,Solicitor,Standing Search,:,:
2023,2,All,All,All grant types,61884,75710
2023,2,All,Personal,All grant types,30466,29636
2023,2,All,Solicitor,All grant types,31418,46074
2023,2,All,All,Grant of Administration,9475,12037
2023,2,All,Personal,Grant of Administration,4258,5603
2023,2,All,Solicitor,Grant of Administration,5217,6434
2023,2,All,All,Grant of Administration with Will annexed,2777,2862
2023,2,All,Personal,Grant of Administration with Will annexed,916,631
2023,2,All,Solicitor,Grant of Administration with Will annexed,1861,2231
2023,2,All,All,Grant of Probate,49632,60811
2023,2,All,Personal,Grant of Probate,25292,23402
2023,2,All,Solicitor,Grant of Probate,24340,37409
2023,2,All,All,Standing Search,884,:
2023,2,All,Personal,Standing Search,:,:
2023,2,All,Solicitor,Standing Search,:,:
2023,2,Digital,All,All grant types,47811,60727
2023,2,Digital,Personal,All grant types,23086,23061
2023,2,Digital,Solicitor,All grant types,24725,37666
2023,2,Digital,All,Grant of Administration,3603,4942
2023,2,Digital,Personal,Grant of Administration,2519,3352
2023,2,Digital,Solicitor,Grant of Administration,1084,1590
2023,2,Digital,All,Grant of Administration with Will annexed,745,486
2023,2,Digital,Personal,Grant of Administration with Will annexed,245,121
2023,2,Digital,Solicitor,Grant of Administration with Will annexed,500,365
2023,2,Digital,All,Grant of Probate,43463,55299
2023,2,Digital,Personal,Grant of Probate,20322,19588
2023,2,Digital,Solicitor,Grant of Probate,23141,35711
2023,2,Digital,All,Standing Search,:,:
2023,2,Digital,Personal,Standing Search,:,:
2023,2,Digital,Solicitor,Standing Search,:,:
2023,2,Paper,All,All grant types,14072,14982
2023,2,Paper,Personal,All grant types,7380,6575
2023,2,Paper,Solicitor,All grant types,6692,8407
2023,2,Paper,All,Grant of Administration,5872,7095
2023,2,Paper,Personal,Grant of Administration,1739,2251
2023,2,Paper,Solicitor,Grant of Administration,4133,4844
2023,2,Paper,All,Grant of Administration with Will annexed,2032,2376
2023,2,Paper,Personal,Grant of Administration with Will annexed,671,510
2023,2,Paper,Solicitor,Grant of Administration with Will annexed,1361,1866
2023,2,Paper,All,Grant of Probate,6168,5511
2023,2,Paper,Personal,Grant of Probate,4970,3814
2023,2,Paper,Solicitor,Grant of Probate,1198,1697
2023,2,Paper,All,Standing Search,884,:
2023,2,Paper,Personal,Standing Search,:,:
2023,2,Paper,Solicitor,Standing Search,:,:
2023,3,All,All,All grant types,70610,76010
2023,3,All,Personal,All grant types,31020,31758
2023,3,All,Solicitor,All grant types,39590,44252
2023,3,All,All,Grant of Administration,11100,12898
2023,3,All,Personal,Grant of Administration,5334,6616
2023,3,All,Solicitor,Grant of Administration,5766,6282
2023,3,All,All,Grant of Administration with Will annexed,2792,3010
2023,3,All,Personal,Grant of Administration with Will annexed,627,847
2023,3,All,Solicitor,Grant of Administration with Will annexed,2165,2163
2023,3,All,All,Grant of Probate,56718,60102
2023,3,All,Personal,Grant of Probate,25059,24295
2023,3,All,Solicitor,Grant of Probate,31659,35807
2023,3,All,All,Standing Search,1409,:
2023,3,All,Personal,Standing Search,:,:
2023,3,All,Solicitor,Standing Search,:,:
2023,3,Digital,All,All grant types,55993,58568
2023,3,Digital,Personal,All grant types,23619,22463
2023,3,Digital,Solicitor,All grant types,32374,36105
2023,3,Digital,All,Grant of Administration,4827,4752
2023,3,Digital,Personal,Grant of Administration,2893,3220
2023,3,Digital,Solicitor,Grant of Administration,1934,1532
2023,3,Digital,All,Grant of Administration with Will annexed,556,484
2023,3,Digital,Personal,Grant of Administration with Will annexed,151,113
2023,3,Digital,Solicitor,Grant of Administration with Will annexed,405,371
2023,3,Digital,All,Grant of Probate,50610,53332
2023,3,Digital,Personal,Grant of Probate,20575,19130
2023,3,Digital,Solicitor,Grant of Probate,30035,34202
2023,3,Digital,All,Standing Search,:,:
2023,3,Digital,Personal,Standing Search,:,:
2023,3,Digital,Solicitor,Standing Search,:,:
2023,3,Paper,All,All grant types,14617,17439
2023,3,Paper,Personal,All grant types,7401,9292
2023,3,Paper,Solicitor,All grant types,7216,8147
2023,3,Paper,All,Grant of Administration,6273,8145
2023,3,Paper,Personal,Grant of Administration,2441,3395
2023,3,Paper,Solicitor,Grant of Administration,3832,4750
2023,3,Paper,All,Grant of Administration with Will annexed,2236,2526
2023,3,Paper,Personal,Grant of Administration with Will annexed,476,734
2023,3,Paper,Solicitor,Grant of Administration with Will annexed,1760,1792
2023,3,Paper,All,Grant of Probate,6108,6768
2023,3,Paper,Personal,Grant of Probate,4484,5163
2023,3,Paper,Solicitor,Grant of Probate,1624,1605
2023,3,Paper,All,Standing Search,1409,:
2023,3,Paper,Personal,Standing Search,:,:
2023,3,Paper,Solicitor,Standing Search,:,:
2023,4,All,All,All grant types,78687,65891
2023,4,All,Personal,All grant types,33922,28239
2023,4,All,Solicitor,All grant types,44765,37652
2023,4,All,All,Grant of Administration,12284,10856
2023,4,All,Personal,Grant of Administration,5523,5710
2023,4,All,Solicitor,Grant of Administration,6761,5146
2023,4,All,All,Grant of Administration with Will annexed,3235,2453
2023,4,All,Personal,Grant of Administration with Will annexed,937,744
2023,4,All,Solicitor,Grant of Administration with Will annexed,2298,1709
2023,4,All,All,Grant of Probate,63168,52582
2023,4,All,Personal,Grant of Probate,27462,21785
2023,4,All,Solicitor,Grant of Probate,35706,30797
2023,4,All,All,Standing Search,830,:
2023,4,All,Personal,Standing Search,:,:
2023,4,All,Solicitor,Standing Search,:,:
2023,4,Digital,All,All grant types,61376,52619
2023,4,Digital,Personal,All grant types,25664,21437
2023,4,Digital,Solicitor,All grant types,35712,31182
2023,4,Digital,All,Grant of Administration,4519,4501
2023,4,Digital,Personal,Grant of Administration,3171,3200
2023,4,Digital,Solicitor,Grant of Administration,1348,1301
2023,4,Digital,All,Grant of Administration with Will annexed,482,458
2023,4,Digital,Personal,Grant of Administration with Will annexed,156,104
2023,4,Digital,Solicitor,Grant of Administration with Will annexed,326,354
2023,4,Digital,All,Grant of Probate,56375,47660
2023,4,Digital,Personal,Grant of Probate,22337,18133
2023,4,Digital,Solicitor,Grant of Probate,34038,29527
2023,4,Digital,All,Standing Search,:,:
2023,4,Digital,Personal,Standing Search,:,:
2023,4,Digital,Solicitor,Standing Search,:,:
2023,4,Paper,All,All grant types,17311,13271
2023,4,Paper,Personal,All grant types,8258,6802
2023,4,Paper,Solicitor,All grant types,9053,6469
2023,4,Paper,All,Grant of Administration,7765,6354
2023,4,Paper,Personal,Grant of Administration,2352,2510
2023,4,Paper,Solicitor,Grant of Administration,5413,3844
2023,4,Paper,All,Grant of Administration with Will annexed,2753,1995
2023,4,Paper,Personal,Grant of Administration with Will annexed,781,640
2023,4,Paper,Solicitor,Grant of Administration with Will annexed,1972,1355
2023,4,Paper,All,Grant of Probate,6793,4922
2023,4,Paper,Personal,Grant of Probate,5125,3652
2023,4,Paper,Solicitor,Grant of Probate,1668,1270
2023,4,Paper,All,Standing Search,830,:
2023,4,Paper,Personal,Standing Search,:,:
2023,4,Paper,Solicitor,Standing Search,:,:
2024,,All,All,All grant types,328449,299423
2024,,All,Personal,All grant types,139033,132690
2024,,All,Solicitor,All grant types,189416,166733
2024,,All,All,Grant of Administration,51258,49432
2024,,All,Personal,Grant of Administration,24762,26128
2024,,All,Solicitor,Grant of Administration,26496,23304
2024,,All,All,Grant of Administration with Will annexed,11644,10937
2024,,All,Personal,Grant of Administration with Will annexed,3319,3038
2024,,All,Solicitor,Grant of Administration with Will annexed,8325,7899
2024,,All,All,Grant of Probate,265547,239054
2024,,All,Personal,Grant of Probate,110952,103524
2024,,All,Solicitor,Grant of Probate,154595,135530
2024,,All,All,Standing Search,3086,:
2024,,All,Personal,Standing Search,:,:
2024,,All,Solicitor,Standing Search,:,:
2024,,Digital,All,All grant types,265599,241396
2024,,Digital,Personal,All grant types,109383,104582
2024,,Digital,Solicitor,All grant types,156216,136814
2024,,Digital,All,Grant of Administration,19740,20389
2024,,Digital,Personal,Grant of Administration,13667,14631
2024,,Digital,Solicitor,Grant of Administration,6073,5758
2024,,Digital,All,Grant of Administration with Will annexed,1798,1692
2024,,Digital,Personal,Grant of Administration with Will annexed,489,438
2024,,Digital,Solicitor,Grant of Administration with Will annexed,1309,1254
2024,,Digital,All,Grant of Probate,244061,219315
2024,,Digital,Personal,Grant of Probate,95227,89513
2024,,Digital,Solicitor,Grant of Probate,148834,129802
2024,,Digital,All,Standing Search,:,:
2024,,Digital,Personal,Standing Search,:,:
2024,,Digital,Solicitor,Standing Search,:,:
2024,,Paper,All,All grant types,62848,58022
2024,,Paper,Personal,All grant types,29649,28103
2024,,Paper,Solicitor,All grant types,33199,29919
2024,,Paper,All,Grant of Administration,31517,29042
2024,,Paper,Personal,Grant of Administration,11095,11496
2024,,Paper,Solicitor,Grant of Administration,20422,17546
2024,,Paper,All,Grant of Administration with Will annexed,9846,9245
2024,,Paper,Personal,Grant of Administration with Will annexed,2830,2600
2024,,Paper,Solicitor,Grant of Administration with Will annexed,7016,6645
2024,,Paper,All,Grant of Probate,21485,19735
2024,,Paper,Personal,Grant of Probate,15724,14007
2024,,Paper,Solicitor,Grant of Probate,5761,5728
2024,,Paper,All,Standing Search,3086,:
2024,,Paper,Personal,Standing Search,:,:
2024,,Paper,Solicitor,Standing Search,:,:
2024,1,All,All,All grant types,83059,76301
2024,1,All,Personal,All grant types,33357,35649
2024,1,All,Solicitor,All grant types,49702,40652
2024,1,All,All,Grant of Administration,10086,12143
2024,1,All,Personal,Grant of Administration,4640,6740
2024,1,All,Solicitor,Grant of Administration,5446,5403
2024,1,All,All,Grant of Administration with Will annexed,2455,2412
2024,1,All,Personal,Grant of Administration with Will annexed,715,762
2024,1,All,Solicitor,Grant of Administration with Will annexed,1740,1650
2024,1,All,All,Grant of Probate,70518,61746
2024,1,All,Personal,Grant of Probate,28002,28147
2024,1,All,Solicitor,Grant of Probate,42516,33599
2024,1,All,All,Standing Search,852,:
2024,1,All,Personal,Standing Search,:,:
2024,1,All,Solicitor,Standing Search,:,:
2024,1,Digital,All,All grant types,68953,62921
2024,1,Digital,Personal,All grant types,26461,28818
2024,1,Digital,Solicitor,All grant types,42492,34103
2024,1,Digital,All,Grant of Administration,3336,5544
2024,1,Digital,Personal,Grant of Administration,2441,4071
2024,1,Digital,Solicitor,Grant of Administration,895,1473
2024,1,Digital,All,Grant of Administration with Will annexed,377,442
2024,1,Digital,Personal,Grant of Administration with Will annexed,136,115
2024,1,Digital,Solicitor,Grant of Administration with Will annexed,241,327
2024,1,Digital,All,Grant of Probate,65240,56935
2024,1,Digital,Personal,Grant of Probate,23884,24632
2024,1,Digital,Solicitor,Grant of Probate,41356,32303
2024,1,Digital,All,Standing Search,:,:
2024,1,Digital,Personal,Standing Search,:,:
2024,1,Digital,Solicitor,Standing Search,:,:
2024,1,Paper,All,All grant types,14105,13378
2024,1,Paper,Personal,All grant types,6896,6829
2024,1,Paper,Solicitor,All grant types,7209,6549
2024,1,Paper,All,Grant of Administration,6749,6598
2024,1,Paper,Personal,Grant of Administration,2199,2668
2024,1,Paper,Solicitor,Grant of Administration,4550,3930
2024,1,Paper,All,Grant of Administration with Will annexed,2078,1970
2024,1,Paper,Personal,Grant of Administration with Will annexed,579,647
2024,1,Paper,Solicitor,Grant of Administration with Will annexed,1499,1323
2024,1,Paper,All,Grant of Probate,5278,4810
2024,1,Paper,Personal,Grant of Probate,4118,3514
2024,1,Paper,Solicitor,Grant of Probate,1160,1296
2024,1,Paper,All,Standing Search,852,:
2024,1,Paper,Personal,Standing Search,:,:
