case_type,year,quarter,category,party,gender,representation,count
Public Law,2015,1,Party,Applicant,Other,N,4
Public Law,2015,1,Party,Applicant,Other,Y,795
Public Law,2015,1,Party,Respondent,Female,N,811
Public Law,2015,1,Party,Respondent,Female,Y,3128
Public Law,2015,1,Party,Respondent,Male,N,982
Public Law,2015,1,Party,Respondent,Male,Y,2382
Public Law,2015,1,Party,Respondent,Not specified,N,71
Public Law,2015,1,Party,Respondent,Not specified,Y,20
Public Law,2015,1,Party,Respondent,Other,N,55
Public Law,2015,1,Party,Respondent,Other,Y,15
Public Law,2015,2,Cases,NULL,NULL,NULL,3952
Public Law,2015,2,Cases with a hearing,NULL,NULL,NULL,3763
Public Law,2015,2,Party,Applicant,Female,N,26
Public Law,2015,2,Party,Applicant,Female,Y,96
Public Law,2015,2,Party,Applicant,Male,N,20
Public Law,2015,2,Party,Applicant,Male,Y,30
Public Law,2015,2,Party,Applicant,Not specified,N,26
Public Law,2015,2,Party,Applicant,Not specified,Y,2904
Public Law,2015,2,Party,Applicant,Other,N,4
Public Law,2015,2,Party,Applicant,Other,Y,779
Public Law,2015,2,Party,Respondent,Female,N,857
Public Law,2015,2,Party,Respondent,Female,Y,3186
Public Law,2015,2,Party,Respondent,Male,N,991
Public Law,2015,2,Party,Respondent,Male,Y,2314
Public Law,2015,2,Party,Respondent,Not specified,N,82
Public Law,2015,2,Party,Respondent,Not specified,Y,22
Public Law,2015,2,Party,Respondent,Other,N,52
Public Law,2015,2,Party,Respondent,Other,Y,12
Public Law,2015,3,Cases,NULL,NULL,NULL,4126
Public Law,2015,3,Cases with a hearing,NULL,NULL,NULL,3938
Public Law,2015,3,Party,Applicant,Female,N,41
Public Law,2015,3,Party,Applicant,Female,Y,111
Public Law,2015,3,Party,Applicant,Male,N,26
Public Law,2015,3,Party,Applicant,Male,Y,43
Public Law,2015,3,Party,Applicant,Not specified,N,40
Public Law,2015,3,Party,Applicant,Not specified,Y,3077
Public Law,2015,3,Party,Applicant,Other,N,2
Public Law,2015,3,Party,Applicant,Other,Y,733
Public Law,2015,3,Party,Respondent,Female,N,966
Public Law,2015,3,Party,Respondent,Female,Y,3172
Public Law,2015,3,Party,Respondent,Male,N,1046
Public Law,2015,3,Party,Respondent,Male,Y,2402
Public Law,2015,3,Party,Respondent,Not specified,N,108
Public Law,2015,3,Party,Respondent,Not specified,Y,47
Public Law,2015,3,Party,Respondent,Other,N,42
Public Law,2015,3,Party,Respondent,Other,Y,15
Public Law,2015,4,Cases,NULL,NULL,NULL,4273
Public Law,2015,4,Cases with a hearing,NULL,NULL,NULL,4094
Public Law,2015,4,Party,Applicant,Female,N,31
Public Law,2015,4,Party,Applicant,Female,Y,88
Public Law,2015,4,Party,Applicant,Male,N,22
Public Law,2015,4,Party,Applicant,Male,Y,48
Public Law,2015,4,Party,Applicant,Not specified,N,54
Public Law,2015,4,Party,Applicant,Not specified,Y,3184
Public Law,2015,4,Party,Applicant,Other,N,2
Public Law,2015,4,Party,Applicant,Other,Y,793
Public Law,2015,4,Party,Respondent,Female,N,1016
Public Law,2015,4,Party,Respondent,Female,Y,3402
Public Law,2015,4,Party,Respondent,Male,N,1125
Public Law,2015,4,Party,Respondent,Male,Y,2611
Public Law,2015,4,Party,Respondent,Not specified,N,69
Public Law,2015,4,Party,Respondent,Not specified,Y,25
Public Law,2015,4,Party,Respondent,Other,N,57
Public Law,2015,4,Party,Respondent,Other,Y,17
Public Law,2016,1,Cases,NULL,NULL,NULL,4574
Public Law,2016,1,Cases with a hearing,NULL,NULL,NULL,4357
Public Law,2016,1,Party,Applicant,Female,N,35
Public Law,2016,1,Party,Applicant,Female,Y,97
Public Law,2016,1,Party,Applicant,Male,N,30
Public Law,2016,1,Party,Applicant,Male,Y,49
Public Law,2016,1,Party,Applicant,Not specified,N,25
Public Law,2016,1,Party,Applicant,Not specified,Y,3325
Public Law,2016,1,Party,Applicant,Other,N,9
Public Law,2016,1,Party,Applicant,Other,Y,953
Public Law,2016,1,Party,Respondent,Female,N,1081
Public Law,2016,1,Party,Respondent,Female,Y,3566
Public Law,2016,1,Party,Respondent,Male,N,1175
Public Law,2016,1,Party,Respondent,Male,Y,2747
Public Law,2016,1,Party,Respondent,Not specified,N,83
Public Law,2016,1,Party,Respondent,Not specified,Y,21
Public Law,2016,1,Party,Respondent,Other,N,62
Public Law,2016,1,Party,Respondent,Other,Y,10
Public Law,2016,2,Cases,NULL,NULL,NULL,4893
Public Law,2016,2,Cases with a hearing,NULL,NULL,NULL,4654
Public Law,2016,2,Party,Applicant,Female,N,36
Public Law,2016,2,Party,Applicant,Female,Y,115
Public Law,2016,2,Party,Applicant,Male,N,28
Public Law,2016,2,Party,Applicant,Male,Y,47
Public Law,2016,2,Party,Applicant,Not specified,N,39
Public Law,2016,2,Party,Applicant,Not specified,Y,3561
Public Law,2016,2,Party,Applicant,Other,N,9
Public Law,2016,2,Party,Applicant,Other,Y,966
Public Law,2016,2,Party,Respondent,Female,N,1181
Public Law,2016,2,Party,Respondent,Female,Y,3799
Public Law,2016,2,Party,Respondent,Male,N,1332
Public Law,2016,2,Party,Respondent,Male,Y,2884
Public Law,2016,2,Party,Respondent,Not specified,N,75
Public Law,2016,2,Party,Respondent,Not specified,Y,22
Public Law,2016,2,Party,Respondent,Other,N,90
Public Law,2016,2,Party,Respondent,Other,Y,31
Public Law,2016,3,Cases,NULL,NULL,NULL,4991
Public Law,2016,3,Cases with a hearing,NULL,NULL,NULL,4760
Public Law,2016,3,Party,Applicant,Female,N,52
Public Law,2016,3,Party,Applicant,Female,Y,102
Public Law,2016,3,Party,Applicant,Male,N,25
Public Law,2016,3,Party,Applicant,Male,Y,41
Public Law,2016,3,Party,Applicant,Not specified,N,37
Public Law,2016,3,Party,Applicant,Not specified,Y,3733
Public Law,2016,3,Party,Applicant,Other,N,29
Public Law,2016,3,Party,Applicant,Other,Y,913
Public Law,2016,3,Party,Respondent,Female,N,1223
Public Law,2016,3,Party,Respondent,Female,Y,3827
Public Law,2016,3,Party,Respondent,Male,N,1414
Public Law,2016,3,Party,Respondent,Male,Y,2847
Public Law,2016,3,Party,Respondent,Not specified,N,84
Public Law,2016,3,Party,Respondent,Not specified,Y,31
Public Law,2016,3,Party,Respondent,Other,N,81
Public Law,2016,3,Party,Respondent,Other,Y,17
Public Law,2016,4,Cases,NULL,NULL,NULL,4751
Public Law,2016,4,Cases with a hearing,NULL,NULL,NULL,4501
Public Law,2016,4,Party,Applicant,Female,N,42
Public Law,2016,4,Party,Applicant,Female,Y,108
Public Law,2016,4,Party,Applicant,Male,N,21
Public Law,2016,4,Party,Applicant,Male,Y,41
Public Law,2016,4,Party,Applicant,Not specified,N,23
Public Law,2016,4,Party,Applicant,Not specified,Y,3512
Public Law,2016,4,Party,Applicant,Other,N,78
Public Law,2016,4,Party,Applicant,Other,Y,840
Public Law,2016,4,Party,Respondent,Female,N,1135
Public Law,2016,4,Party,Respondent,Female,Y,3627
Public Law,2016,4,Party,Respondent,Male,N,1340
Public Law,2016,4,Party,Respondent,Male,Y,2750
Public Law,2016,4,Party,Respondent,Not specified,N,73
Public Law,2016,4,Party,Respondent,Not specified,Y,28
Public Law,2016,4,Party,Respondent,Other,N,78
Public Law,2016,4,Party,Respondent,Other,Y,25
Public Law,2017,1,Cases,NULL,NULL,NULL,4842
Public Law,2017,1,Cases with a hearing,NULL,NULL,NULL,4608
Public Law,2017,1,Party,Applicant,Female,N,47
Public Law,2017,1,Party,Applicant,Female,Y,117
Public Law,2017,1,Party,Applicant,Male,N,26
Public Law,2017,1,Party,Applicant,Male,Y,24
Public Law,2017,1,Party,Applicant,Not specified,N,17
Public Law,2017,1,Party,Applicant,Not specified,Y,3611
Public Law,2017,1,Party,Applicant,Other,N,33
Public Law,2017,1,Party,Applicant,Other,Y,885
Public Law,2017,1,Party,Respondent,Female,N,1246
Public Law,2017,1,Party,Respondent,Female,Y,3660
Public Law,2017,1,Party,Respondent,Male,N,1434
Public Law,2017,1,Party,Respondent,Male,Y,2736
Public Law,2017,1,Party,Respondent,Not specified,N,109
Public Law,2017,1,Party,Respondent,Not specified,Y,36
Public Law,2017,1,Party,Respondent,Other,N,69
Public Law,2017,1,Party,Respondent,Other,Y,18
Public Law,2017,2,Cases,NULL,NULL,NULL,4867
Public Law,2017,2,Cases with a hearing,NULL,NULL,NULL,4648
Public Law,2017,2,Party,Applicant,Female,N,41
Public Law,2017,2,Party,Applicant,Female,Y,112
Public Law,2017,2,Party,Applicant,Male,N,30
Public Law,2017,2,Party,Applicant,Male,Y,38
Public Law,2017,2,Party,Applicant,Not specified,N,20
Public Law,2017,2,Party,Applicant,Not specified,Y,3692
Public Law,2017,2,Party,Applicant,Other,N,28
Public Law,2017,2,Party,Applicant,Other,Y,851
Public Law,2017,2,Party,Respondent,Female,N,1232
Public Law,2017,2,Party,Respondent,Female,Y,3700
Public Law,2017,2,Party,Respondent,Male,N,1398
Public Law,2017,2,Party,Respondent,Male,Y,2798
Public Law,2017,2,Party,Respondent,Not specified,N,101
Public Law,2017,2,Party,Respondent,Not specified,Y,24
Public Law,2017,2,Party,Respondent,Other,N,60
Public Law,2017,2,Party,Respondent,Other,Y,11
Public Law,2017,3,Cases,NULL,NULL,NULL,4940
Public Law,2017,3,Cases with a hearing,NULL,NULL,NULL,4707
Public Law,2017,3,Party,Applicant,Female,N,44
Public Law,2017,3,Party,Applicant,Female,Y,140
Public Law,2017,3,Party,Applicant,Male,N,20
Public Law,2017,3,Party,Applicant,Male,Y,43
Public Law,2017,3,Party,Applicant,Not specified,N,24
Public Law,2017,3,Party,Applicant,Not specified,Y,3776
Public Law,2017,3,Party,Applicant,Other,N,22
Public Law,2017,3,Party,Applicant,Other,Y,798
Public Law,2017,3,Party,Respondent,Female,N,1246
Public Law,2017,3,Party,Respondent,Female,Y,3753
Public Law,2017,3,Party,Respondent,Male,N,1445
Public Law,2017,3,Party,Respondent,Male,Y,2814
Public Law,2017,3,Party,Respondent,Not specified,N,112
Public Law,2017,3,Party,Respondent,Not specified,Y,40
Public Law,2017,3,Party,Respondent,Other,N,84
Public Law,2017,3,Party,Respondent,Other,Y,12
Public Law,2017,4,Cases,NULL,NULL,NULL,4740
Public Law,2017,4,Cases with a hearing,NULL,NULL,NULL,4481
Public Law,2017,4,Party,Applicant,Female,N,39
Public Law,2017,4,Party,Applicant,Female,Y,107
Public Law,2017,4,Party,Applicant,Male,N,21
Public Law,2017,4,Party,Applicant,Male,Y,33
Public Law,2017,4,Party,Applicant,Not specified,N,21
Public Law,2017,4,Party,Applicant,Not specified,Y,3614
Public Law,2017,4,Party,Applicant,Other,N,31
Public Law,2017,4,Party,Applicant,Other,Y,744
Public Law,2017,4,Party,Respondent,Female,N,1173
Public Law,2017,4,Party,Respondent,Female,Y,3572
Public Law,2017,4,Party,Respondent,Male,N,1385
Public Law,2017,4,Party,Respondent,Male,Y,2757
Public Law,2017,4,Party,Respondent,Not specified,N,107
Public Law,2017,4,Party,Respondent,Not specified,Y,37
Public Law,2017,4,Party,Respondent,Other,N,58
Public Law,2017,4,Party,Respondent,Other,Y,9
Public Law,2018,1,Cases,NULL,NULL,NULL,4960
Public Law,2018,1,Cases with a hearing,NULL,NULL,NULL,4682
Public Law,2018,1,Party,Applicant,Female,N,37
Public Law,2018,1,Party,Applicant,Female,Y,108
Public Law,2018,1,Party,Applicant,Male,N,21
Public Law,2018,1,Party,Applicant,Male,Y,33
Public Law,2018,1,Party,Applicant,Not specified,N,17
Public Law,2018,1,Party,Applicant,Not specified,Y,3807
Public Law,2018,1,Party,Applicant,Other,N,9
Public Law,2018,1,Party,Applicant,Other,Y,851
Public Law,2018,1,Party,Respondent,Female,N,1220
Public Law,2018,1,Party,Respondent,Female,Y,3798
Public Law,2018,1,Party,Respondent,Male,N,1425
Public Law,2018,1,Party,Respondent,Male,Y,2857
Public Law,2018,1,Party,Respondent,Not specified,N,78
Public Law,2018,1,Party,Respondent,Not specified,Y,55
Public Law,2018,1,Party,Respondent,Other,N,72
Public Law,2018,1,Party,Respondent,Other,Y,11
Public Law,2018,2,Cases,NULL,NULL,NULL,4891
Public Law,2018,2,Cases with a hearing,NULL,NULL,NULL,4673
Public Law,2018,2,Party,Applicant,Female,N,52
Public Law,2018,2,Party,Applicant,Female,Y,110
Public Law,2018,2,Party,Applicant,Male,N,23
Public Law,2018,2,Party,Applicant,Male,Y,38
Public Law,2018,2,Party,Applicant,Not specified,N,25
Public Law,2018,2,Party,Applicant,Not specified,Y,3667
Public Law,2018,2,Party,Applicant,Other,N,3
Public Law,2018,2,Party,Applicant,Other,Y,920
Public Law,2018,2,Party,Respondent,Female,N,1187
Public Law,2018,2,Party,Respondent,Female,Y,3737
Public Law,2018,2,Party,Respondent,Male,N,1431
Public Law,2018,2,Party,Respondent,Male,Y,2906
Public Law,2018,2,Party,Respondent,Not specified,N,87
Public Law,2018,2,Party,Respondent,Not specified,Y,38
Public Law,2018,2,Party,Respondent,Other,N,75
Public Law,2018,2,Party,Respondent,Other,Y,12
Public Law,2018,3,Cases,NULL,NULL,NULL,4722
Public Law,2018,3,Cases with a hearing,NULL,NULL,NULL,4520
Public Law,2018,3,Party,Applicant,Female,N,48
Public Law,2018,3,Party,Applicant,Female,Y,126
Public Law,2018,3,Party,Applicant,Male,N,34
Public Law,2018,3,Party,Applicant,Male,Y,36
Public Law,2018,3,Party,Applicant,Not specified,N,21
Public Law,2018,3,Party,Applicant,Not specified,Y,3462
Public Law,2018,3,Party,Applicant,Other,N,18
Public Law,2018,3,Party,Applicant,Other,Y,959
Public Law,2018,3,Party,Respondent,Female,N,1165
Public Law,2018,3,Party,Respondent,Female,Y,3598
Public Law,2018,3,Party,Respondent,Male,N,1424
Public Law,2018,3,Party,Respondent,Male,Y,2655
Public Law,2018,3,Party,Respondent,Not specified,N,80
Public Law,2018,3,Party,Respondent,Not specified,Y,33
Public Law,2018,3,Party,Respondent,Other,N,88
Public Law,2018,3,Party,Respondent,Other,Y,14
Public Law,2018,4,Cases,NULL,NULL,NULL,4734
Public Law,2018,4,Cases with a hearing,NULL,NULL,NULL,4503
Public Law,2018,4,Party,Applicant,Female,N,36
Public Law,2018,4,Party,Applicant,Female,Y,110
Public Law,2018,4,Party,Applicant,Male,N,17
Public Law,2018,4,Party,Applicant,Male,Y,29
Public Law,2018,4,Party,Applicant,Not specified,N,28
Public Law,2018,4,Party,Applicant,Not specified,Y,3651
Public Law,2018,4,Party,Applicant,Other,N,13
Public Law,2018,4,Party,Applicant,Other,Y,818
Public Law,2018,4,Party,Respondent,Female,N,1225
Public Law,2018,4,Party,Respondent,Female,Y,3545
Public Law,2018,4,Party,Respondent,Male,N,1400
Public Law,2018,4,Party,Respondent,Male,Y,2677
Public Law,2018,4,Party,Respondent,Not specified,N,85
Public Law,2018,4,Party,Respondent,Not specified,Y,55
Public Law,2018,4,Party,Respondent,Other,N,75
Public Law,2018,4,Party,Respondent,Other,Y,12
Public Law,2019,1,Cases,NULL,NULL,NULL,4508
Public Law,2019,1,Cases with a hearing,NULL,NULL,NULL,4294
Public Law,2019,1,Party,Applicant,Female,N,40
Public Law,2019,1,Party,Applicant,Female,Y,100
Public Law,2019,1,Party,Applicant,Male,N,21
Public Law,2019,1,Party,Applicant,Male,Y,37
Public Law,2019,1,Party,Applicant,Not specified,N,26
Public Law,2019,1,Party,Applicant,Not specified,Y,3524
Public Law,2019,1,Party,Applicant,Other,N,16
Public Law,2019,1,Party,Applicant,Other,Y,685
Public Law,2019,1,Party,Respondent,Female,N,1214
Public Law,2019,1,Party,Respondent,Female,Y,3318
Public Law,2019,1,Party,Respondent,Male,N,1370
Public Law,2019,1,Party,Respondent,Male,Y,2531
Public Law,2019,1,Party,Respondent,Not specified,N,89
Public Law,2019,1,Party,Respondent,Not specified,Y,51
Public Law,2019,1,Party,Respondent,Other,N,67
Public Law,2019,1,Party,Respondent,Other,Y,16
Public Law,2019,2,Cases,NULL,NULL,NULL,4700
Public Law,2019,2,Cases with a hearing,NULL,NULL,NULL,4472
Public Law,2019,2,Party,Applicant,Female,N,53
Public Law,2019,2,Party,Applicant,Female,Y,128
Public Law,2019,2,Party,Applicant,Male,N,29
Public Law,2019,2,Party,Applicant,Male,Y,49
Public Law,2019,2,Party,Applicant,Not specified,N,7
Public Law,2019,2,Party,Applicant,Not specified,Y,3620
Public Law,2019,2,Party,Applicant,Other,N,13
Public Law,2019,2,Party,Applicant,Other,Y,765
Public Law,2019,2,Party,Respondent,Female,N,1303
Public Law,2019,2,Party,Respondent,Female,Y,3391
Public Law,2019,2,Party,Respondent,Male,N,1445
Public Law,2019,2,Party,Respondent,Male,Y,2614
Public Law,2019,2,Party,Respondent,Not specified,N,102
Public Law,2019,2,Party,Respondent,Not specified,Y,68
Public Law,2019,2,Party,Respondent,Other,N,96
Public Law,2019,2,Party,Respondent,Other,Y,23
Public Law,2019,3,Cases,NULL,NULL,NULL,4773
Public Law,2019,3,Cases with a hearing,NULL,NULL,NULL,4536
Public Law,2019,3,Party,Applicant,Female,N,49
Public Law,2019,3,Party,Applicant,Female,Y,148
Public Law,2019,3,Party,Applicant,Male,N,36
Public Law,2019,3,Party,Applicant,Male,Y,49
Public Law,2019,3,Party,Applicant,Not specified,N,10
Public Law,2019,3,Party,Applicant,Not specified,Y,3616
Public Law,2019,3,Party,Applicant,Other,N,11
Public Law,2019,3,Party,Applicant,Other,Y,790
Public Law,2019,3,Party,Respondent,Female,N,1203
Public Law,2019,3,Party,Respondent,Female,Y,3546
Public Law,2019,3,Party,Respondent,Male,N,1446
Public Law,2019,3,Party,Respondent,Male,Y,2684
Public Law,2019,3,Party,Respondent,Not specified,N,129
Public Law,2019,3,Party,Respondent,Not specified,Y,72
Public Law,2019,3,Party,Respondent,Other,N,96
Public Law,2019,3,Party,Respondent,Other,Y,18
Public Law,2019,4,Cases,NULL,NULL,NULL,4653
Public Law,2019,4,Cases with a hearing,NULL,NULL,NULL,4426
Public Law,2019,4,Party,Applicant,Female,N,43
Public Law,2019,4,Party,Applicant,Female,Y,138
Public Law,2019,4,Party,Applicant,Male,N,18
Public Law,2019,4,Party,Applicant,Male,Y,52
Public Law,2019,4,Party,Applicant,Not specified,N,4
Public Law,2019,4,Party,Applicant,Not specified,Y,3583
Public Law,2019,4,Party,Applicant,Other,N,12
Public Law,2019,4,Party,Applicant,Other,Y,726
Public Law,2019,4,Party,Respondent,Female,N,1251
Public Law,2019,4,Party,Respondent,Female,Y,3357
Public Law,2019,4,Party,Respondent,Male,N,1420
Public Law,2019,4,Party,Respondent,Male,Y,2583
Public Law,2019,4,Party,Respondent,Not specified,N,98
Public Law,2019,4,Party,Respondent,Not specified,Y,68
Public Law,2019,4,Party,Respondent,Other,N,89
Public Law,2019,4,Party,Respondent,Other,Y,24
Public Law,2020,1,Cases,NULL,NULL,NULL,4457
Public Law,2020,1,Cases with a hearing,NULL,NULL,NULL,4226
Public Law,2020,1,Party,Applicant,Female,N,38
Public Law,2020,1,Party,Applicant,Female,Y,117
Public Law,2020,1,Party,Applicant,Male,N,25
Public Law,2020,1,Party,Applicant,Male,Y,39
Public Law,2020,1,Party,Applicant,Not specified,N,5
Public Law,2020,1,Party,Applicant,Not specified,Y,3396
Public Law,2020,1,Party,Applicant,Other,N,7
Public Law,2020,1,Party,Applicant,Other,Y,727
Public Law,2020,1,Party,Respondent,Female,N,1173
Public Law,2020,1,Party,Respondent,Female,Y,3267
Public Law,2020,1,Party,Respondent,Male,N,1373
Public Law,2020,1,Party,Respondent,Male,Y,2396
Public Law,2020,1,Party,Respondent,Not specified,N,93
Public Law,2020,1,Party,Respondent,Not specified,Y,55
Public Law,2020,1,Party,Respondent,Other,N,75
Public Law,2020,1,Party,Respondent,Other,Y,20
Public Law,2020,2,Cases,NULL,NULL,NULL,4510
Public Law,2020,2,Cases with a hearing,NULL,NULL,NULL,4303
Public Law,2020,2,Party,Applicant,Female,N,33
Public Law,2020,2,Party,Applicant,Female,Y,101
Public Law,2020,2,Party,Applicant,Male,N,6
Public Law,2020,2,Party,Applicant,Male,Y,31
Public Law,2020,2,Party,Applicant,Not specified,N,11
Public Law,2020,2,Party,Applicant,Not specified,Y,3387
Public Law,2020,2,Party,Applicant,Other,N,10
Public Law,2020,2,Party,Applicant,Other,Y,865
Public Law,2020,2,Party,Respondent,Female,N,1208
Public Law,2020,2,Party,Respondent,Female,Y,3298
Public Law,2020,2,Party,Respondent,Male,N,1363
Public Law,2020,2,Party,Respondent,Male,Y,2511
Public Law,2020,2,Party,Respondent,Not specified,N,68
Public Law,2020,2,Party,Respondent,Not specified,Y,58
Public Law,2020,2,Party,Respondent,Other,N,64
Public Law,2020,2,Party,Respondent,Other,Y,17
Public Law,2020,3,Cases,NULL,NULL,NULL,4800
Public Law,2020,3,Cases with a hearing,NULL,NULL,NULL,4583
Public Law,2020,3,Party,Applicant,Female,N,37
Public Law,2020,3,Party,Applicant,Female,Y,109
Public Law,2020,3,Party,Applicant,Male,N,18
Public Law,2020,3,Party,Applicant,Male,Y,39
Public Law,2020,3,Party,Applicant,Not specified,N,11
Public Law,2020,3,Party,Applicant,Not specified,Y,3685
Public Law,2020,3,Party,Applicant,Other,N,30
Public Law,2020,3,Party,Applicant,Other,Y,783
Public Law,2020,3,Party,Respondent,Female,N,1363
Public Law,2020,3,Party,Respondent,Female,Y,3449
Public Law,2020,3,Party,Respondent,Male,N,1542
Public Law,2020,3,Party,Respondent,Male,Y,2627
Public Law,2020,3,Party,Respondent,Not specified,N,82
Public Law,2020,3,Party,Respondent,Not specified,Y,41
Public Law,2020,3,Party,Respondent,Other,N,70
Public Law,2020,3,Party,Respondent,Other,Y,18
Public Law,2020,4,Cases,NULL,NULL,NULL,4494
Public Law,2020,4,Cases with a hearing,NULL,NULL,NULL,4233
Public Law,2020,4,Party,Applicant,Female,N,39
Public Law,2020,4,Party,Applicant,Female,Y,88
Public Law,2020,4,Party,Applicant,Male,N,21
Public Law,2020,4,Party,Applicant,Male,Y,32
Public Law,2020,4,Party,Applicant,Not specified,N,5
Public Law,2020,4,Party,Applicant,Not specified,Y,3431
Public Law,2020,4,Party,Applicant,Other,N,72
Public Law,2020,4,Party,Applicant,Other,Y,650
Public Law,2020,4,Party,Respondent,NULL,N,26
Public Law,2020,4,Party,Respondent,Female,N,1411
Public Law,2020,4,Party,Respondent,Female,Y,3012
Public Law,2020,4,Party,Respondent,Male,N,1516
Public Law,2020,4,Party,Respondent,Male,Y,2300
Public Law,2020,4,Party,Respondent,Not specified,N,71
Public Law,2020,4,Party,Respondent,Not specified,Y,47
Public Law,2020,4,Party,Respondent,Other,N,61
Public Law,2020,4,Party,Respondent,Other,Y,21
Public Law,2021,1,Cases,NULL,NULL,NULL,4132
Public Law,2021,1,Cases with a hearing,NULL,NULL,NULL,3964
Public Law,2021,1,Party,Applicant,Female,N,34
Public Law,2021,1,Party,Applicant,Female,Y,103
Public Law,2021,1,Party,Applicant,Male,N,10
Public Law,2021,1,Party,Applicant,Male,Y,24
Public Law,2021,1,Party,Applicant,Not specified,N,4
Public Law,2021,1,Party,Applicant,Not specified,Y,3133
Public Law,2021,1,Party,Applicant,Other,N,76
Public Law,2021,1,Party,Applicant,Other,Y,670
Public Law,2021,1,Party,Respondent,NULL,N,33
Public Law,2021,1,Party,Respondent,NULL,Y,2
Public Law,2021,1,Party,Respondent,Female,N,1347
Public Law,2021,1,Party,Respondent,Female,Y,2788
Public Law,2021,1,Party,Respondent,Male,N,1444
Public Law,2021,1,Party,Respondent,Male,Y,2134
Public Law,2021,1,Party,Respondent,Not specified,N,71
Public Law,2021,1,Party,Respondent,Not specified,Y,26
Public Law,2021,1,Party,Respondent,Other,N,76
Public Law,2021,1,Party,Respondent,Other,Y,14
Public Law,2021,2,Cases,NULL,NULL,NULL,4172
Public Law,2021,2,Cases with a hearing,NULL,NULL,NULL,3964
Public Law,2021,2,Party,Applicant,Female,N,55
Public Law,2021,2,Party,Applicant,Female,Y,102
Public Law,2021,2,Party,Applicant,Male,N,22
Public Law,2021,2,Party,Applicant,Male,Y,38
Public Law,2021,2,Party,Applicant,Not specified,N,5
Public Law,2021,2,Party,Applicant,Not specified,Y,3188
Public Law,2021,2,Party,Applicant,Other,N,12
Public Law,2021,2,Party,Applicant,Other,Y,627
Public Law,2021,2,Party,Respondent,NULL,N,65
Public Law,2021,2,Party,Respondent,NULL,Y,14
Public Law,2021,2,Party,Respondent,Female,N,1329
Public Law,2021,2,Party,Respondent,Female,Y,2761
Public Law,2021,2,Party,Respondent,Male,N,1475
Public Law,2021,2,Party,Respondent,Male,Y,2060
Public Law,2021,2,Party,Respondent,Not specified,N,71
Public Law,2021,2,Party,Respondent,Not specified,Y,30
Public Law,2021,2,Party,Respondent,Other,N,72
Public Law,2021,2,Party,Respondent,Other,Y,17
Public Law,2021,3,Cases with a hearing,NULL,NULL,NULL,3915
Public Law,2021,3,Cases,NULL,NULL,NULL,4125
Public Law,2021,3,Party,Applicant,Female,N,44
Public Law,2021,3,Party,Applicant,Female,Y,103
Public Law,2021,3,Party,Applicant,Male,N,24
Public Law,2021,3,Party,Applicant,Male,Y,35
Public Law,2021,3,Party,Applicant,Not specified,N,6
Public Law,2021,3,Party,Applicant,Not specified,Y,3082
Public Law,2021,3,Party,Applicant,Other,N,7
Public Law,2021,3,Party,Applicant,Other,Y,677
Public Law,2021,3,Party,Respondent,NULL,N,116
Public Law,2021,3,Party,Respondent,NULL,Y,58
Public Law,2021,3,Party,Respondent,Female,N,1269
Public Law,2021,3,Party,Respondent,Female,Y,2767
Public Law,2021,3,Party,Respondent,Male,N,1394
Public Law,2021,3,Party,Respondent,Male,Y,1973
Public Law,2021,3,Party,Respondent,Not specified,N,81
Public Law,2021,3,Party,Respondent,Not specified,Y,31
Public Law,2021,3,Party,Respondent,Other,N,71
Public Law,2021,3,Party,Respondent,Other,Y,16
Public Law,2021,4,Cases,NULL,NULL,NULL,4248
Public Law,2021,4,Cases with a hearing,NULL,NULL,NULL,4109
Public Law,2021,4,Party,Applicant,Female,N,32
Public Law,2021,4,Party,Applicant,Female,Y,89
Public Law,2021,4,Party,Applicant,Male,N,23
Public Law,2021,4,Party,Applicant,Male,Y,32
Public Law,2021,4,Party,Applicant,Not specified,N,4
Public Law,2021,4,Party,Applicant,Not specified,Y,3645
Public Law,2021,4,Party,Applicant,Other,N,9
Public Law,2021,4,Party,Applicant,Other,Y,312
Public Law,2021,4,Party,Respondent,NULL,N,200
Public Law,2021,4,Party,Respondent,NULL,Y,172
Public Law,2021,4,Party,Respondent,Female,N,1166
Public Law,2021,4,Party,Respondent,Female,Y,3191
Public Law,2021,4,Party,Respondent,Male,N,1362
Public Law,2021,4,Party,Respondent,Male,Y,2504
Public Law,2021,4,Party,Respondent,Not specified,N,50
Public Law,2021,4,Party,Respondent,Not specified,Y,20
Public Law,2021,4,Party,Respondent,Other,N,66
Public Law,2021,4,Party,Respondent,Other,Y,15
Public Law,2022,1,Cases,NULL,NULL,NULL,4259
Public Law,2022,1,Cases with a hearing,NULL,NULL,NULL,4156
Public Law,2022,1,Party,Applicant,Female,N,32
Public Law,2022,1,Party,Applicant,Female,Y,72
Public Law,2022,1,Party,Applicant,Male,N,12
Public Law,2022,1,Party,Applicant,Male,Y,16
Public Law,2022,1,Party,Applicant,Not specified,N,2
Public Law,2022,1,Party,Applicant,Not specified,Y,3928
Public Law,2022,1,Party,Applicant,Other,N,3
Public Law,2022,1,Party,Applicant,Other,Y,101
Public Law,2022,1,Party,Respondent,NULL,N,201
Public Law,2022,1,Party,Respondent,NULL,Y,253
Public Law,2022,1,Party,Respondent,Female,N,991
Public Law,2022,1,Party,Respondent,Female,Y,3535
Public Law,2022,1,Party,Respondent,Male,N,1155
