YEAR,QUARTER,DIGITAL_PAPER,APPLICATION_TYPE,STOPPED,GRANTS_ISSUED,SUB_TO_ISS_MEAN,SUB_TO_ISS_MEDIAN,DOC_TO_ISS_MEAN,DOC_TO_ISS_MEDIAN
2021,1,Paper,All grants,STOPPED,14183,15.92,13,15.92,13
2021,1,Paper,Letter of Administration,All,8466,9.197,5.714,9.197,5.714
2021,1,Paper,Letter of Administration,NOT STOPPED,5208,4.635,2.571,4.635,2.571
2021,1,Paper,Letter of Administration,STOPPED,3258,16.491,12.571,16.491,12.571
2021,1,Paper,Letter of Administration with will annexed,All,3244,13.02,9.143,13.02,9.143
2021,1,Paper,Letter of Administration with will annexed,NOT STOPPED,1472,7.294,5.143,7.294,5.143
2021,1,Paper,Letter of Administration with will annexed,STOPPED,1772,17.777,14.286,17.777,14.286
2021,1,Paper,Probate,All,21511,9.407,7.714,9.407,7.714
2021,1,Paper,Probate,NOT STOPPED,12358,5.001,3.429,5.001,3.429
2021,1,Paper,Probate,STOPPED,9153,15.357,12.857,15.357,12.857
2021,2,All,All grants,All,66358,7.423,4.429,5.384,2
2021,2,All,All grants,NOT STOPPED,44731,3.913,3.714,1.959,0.714
2021,2,All,All grants,STOPPED,21627,14.682,11.286,12.467,8.571
2021,2,All,Letter of Administration,All,9502,7.848,4.143,7.848,4.143
2021,2,All,Letter of Administration,NOT STOPPED,5797,3.791,3.286,3.791,3.286
2021,2,All,Letter of Administration,STOPPED,3705,14.196,8.286,14.196,8.286
2021,2,All,Letter of Administration with will annexed,All,2816,12.623,6,11.992,5.857
2021,2,All,Letter of Administration with will annexed,NOT STOPPED,1295,6.433,4.714,6.136,4.429
2021,2,All,Letter of Administration with will annexed,STOPPED,1521,17.893,11.714,16.977,10.714
2021,2,All,Probate,All,54040,7.077,4.429,4.607,1.429
2021,2,All,Probate,NOT STOPPED,37639,3.845,3.714,1.534,0.571
2021,2,All,Probate,STOPPED,16401,14.494,12,11.658,8.429
2021,2,Digital,All grants,All,45731,6.555,4.429,3.601,1.286
2021,2,Digital,All grants,NOT STOPPED,32392,3.998,3.857,1.303,0.429
2021,2,Digital,All grants,STOPPED,13339,12.766,10.857,9.182,6.714
2021,2,Digital,Letter of Administration,All,3028,5.931,3.286,5.931,3.286
2021,2,Digital,Letter of Administration,NOT STOPPED,1692,2.794,1.857,2.794,1.857
2021,2,Digital,Letter of Administration,STOPPED,1336,9.902,5.5,9.902,5.5
2021,2,Digital,Letter of Administration with will annexed,All,505,16.356,11.857,12.904,8
2021,2,Digital,Letter of Administration with will annexed,NOT STOPPED,120,6.974,5.714,3.876,2.571
2021,2,Digital,Letter of Administration with will annexed,STOPPED,385,19.28,16.714,15.717,11.571
2021,2,Digital,Probate,All,42198,6.483,4.429,3.323,1.143
2021,2,Digital,Probate,NOT STOPPED,30580,4.053,4,1.21,0.286
2021,2,Digital,Probate,STOPPED,11618,12.88,11.286,8.882,6.857
2021,2,Paper,All grants,All,20407,9.358,4.429,9.358,4.429
2021,2,Paper,All grants,NOT STOPPED,12217,3.689,2.857,3.689,2.857
2021,2,Paper,All grants,STOPPED,8190,17.814,12.357,17.814,12.357
2021,2,Paper,Letter of Administration,All,6359,8.804,4.429,8.804,4.429
2021,2,Paper,Letter of Administration,NOT STOPPED,4028,4.212,3.714,4.212,3.714
2021,2,Paper,Letter of Administration,STOPPED,2331,16.739,10,16.739,10
2021,2,Paper,Letter of Administration with will annexed,All,2298,11.792,5.714,11.792,5.714
2021,2,Paper,Letter of Administration with will annexed,NOT STOPPED,1170,6.363,4.571,6.363,4.571
2021,2,Paper,Letter of Administration with will annexed,STOPPED,1128,17.424,10.214,17.424,10.214
2021,2,Paper,Probate,All,11750,9.181,4,9.181,4
2021,2,Paper,Probate,NOT STOPPED,7019,2.942,1.286,2.942,1.286
2021,2,Paper,Probate,STOPPED,4731,18.437,14.143,18.437,14.143
2021,3,All,All grants,All,71785,9.261,6.571,7.995,5.857
2021,3,All,All grants,NOT STOPPED,43211,4.781,5,3.861,3.714
2021,3,All,All grants,STOPPED,28574,16.035,14.143,14.248,12.286
2021,3,All,Letter of Administration,All,10091,10.334,6.429,10.334,6.429
2021,3,All,Letter of Administration,NOT STOPPED,6478,5.482,5.857,5.482,5.857
2021,3,All,Letter of Administration,STOPPED,3613,19.034,15.714,19.034,15.714
2021,3,All,Letter of Administration with will annexed,All,3050,12.211,7.143,11.564,7
2021,3,All,Letter of Administration with will annexed,NOT STOPPED,1561,6.505,6.286,6.236,6.143
2021,3,All,Letter of Administration with will annexed,STOPPED,1489,18.193,13.857,17.15,13
2021,3,All,Probate,All,58644,8.922,6.429,7.407,5.429
2021,3,All,Probate,NOT STOPPED,35172,4.575,4.429,3.457,3
2021,3,All,Probate,STOPPED,23472,15.436,14,13.327,12
2021,3,Digital,All grants,All,51785,8.543,6.429,6.793,5
2021,3,Digital,All grants,NOT STOPPED,31714,4.452,4.429,3.2,3
2021,3,Digital,All grants,STOPPED,20071,15.006,14.143,12.469,11.714
2021,3,Digital,Letter of Administration,All,3242,8.255,4.714,8.255,4.714
2021,3,Digital,Letter of Administration,NOT STOPPED,2114,3.497,2.286,3.497,2.286
2021,3,Digital,Letter of Administration,STOPPED,1128,17.173,14.857,17.173,14.857
2021,3,Digital,Letter of Administration with will annexed,All,623,15.771,13.714,12.702,9.714
2021,3,Digital,Letter of Administration with will annexed,NOT STOPPED,221,6.547,5.286,4.723,3.571
2021,3,Digital,Letter of Administration with will annexed,STOPPED,402,20.843,19.643,17.088,15.571
2021,3,Digital,Probate,All,47920,8.468,6.429,6.617,5
2021,3,Digital,Probate,NOT STOPPED,29379,4.505,4.571,3.167,3
2021,3,Digital,Probate,STOPPED,18541,14.748,14,12.083,11.429
2021,3,Paper,All grants,All,19752,11.138,6.857,11.138,6.857
2021,3,Paper,All grants,NOT STOPPED,11350,5.707,6,5.707,6
2021,3,Paper,All grants,STOPPED,8402,18.475,14.143,18.475,14.143
2021,3,Paper,Letter of Administration,All,6726,11.399,6.857,11.399,6.857
2021,3,Paper,Letter of Administration,NOT STOPPED,4280,6.526,6.143,6.526,6.143
2021,3,Paper,Letter of Administration,STOPPED,2446,19.925,16,19.925,16
2021,3,Paper,Letter of Administration with will annexed,All,2403,11.248,7,11.248,7
2021,3,Paper,Letter of Administration with will annexed,NOT STOPPED,1328,6.505,6.286,6.505,6.286
2021,3,Paper,Letter of Administration with will annexed,STOPPED,1075,17.107,12,17.107,12
2021,3,Paper,Probate,All,10623,10.949,7,10.949,7
2021,3,Paper,Probate,NOT STOPPED,5742,4.912,3.143,4.912,3.143
2021,3,Paper,Probate,STOPPED,4881,18.05,14,18.05,14
2021,4,All,All grants,All,61685,9.027,6,8.063,5
2021,4,All,All grants,NOT STOPPED,41821,4.888,4.714,4.095,3.714
2021,4,All,All grants,STOPPED,19864,17.743,14.714,16.418,13.5
2021,4,All,Letter of Administration,All,9352,12.2,8.571,12.2,8.571
2021,4,All,Letter of Administration,NOT STOPPED,6163,7.161,7.857,7.161,7.857
2021,4,All,Letter of Administration,STOPPED,3189,21.939,17.714,21.939,17.714
2021,4,All,Letter of Administration with will annexed,All,2600,14.389,9.286,13.765,9.143
2021,4,All,Letter of Administration with will annexed,NOT STOPPED,1271,7.994,7.857,7.808,7.857
2021,4,All,Letter of Administration with will annexed,STOPPED,1329,20.505,16,19.463,14.714
2021,4,All,Probate,All,49733,8.15,5.429,6.987,4.429
2021,4,All,Probate,NOT STOPPED,34387,4.366,4.429,3.408,3.286
2021,4,All,Probate,STOPPED,15346,16.632,14.286,15.007,13
2021,4,Digital,All grants,All,45269,7.416,5,6.104,3.857
2021,4,Digital,All grants,NOT STOPPED,32086,3.907,3.857,2.876,2.714
2021,4,Digital,All grants,STOPPED,13183,15.955,14,13.962,12.143
2021,4,Digital,Letter of Administration,All,3310,8.729,3,8.729,3
2021,4,Digital,Letter of Administration,NOT STOPPED,2258,3.903,1.429,3.903,1.429
2021,4,Digital,Letter of Administration,STOPPED,1052,19.086,15.429,19.086,15.429
2021,4,Digital,Letter of Administration with will annexed,All,535,18.708,17.857,15.726,13.571
2021,4,Digital,Letter of Administration with will annexed,NOT STOPPED,166,6.35,6.143,5.043,4.714
2021,4,Digital,Letter of Administration with will annexed,STOPPED,369,24.268,23.714,20.532,19.857
2021,4,Digital,Probate,All,41424,7.165,5,5.77,3.857
2021,4,Digital,Probate,NOT STOPPED,29662,3.894,4,2.785,2.857
2021,4,Digital,Probate,STOPPED,11762,15.415,13.714,13.298,12
2021,4,Paper,All grants,All,16321,13.499,8.714,13.499,8.714
2021,4,Paper,All grants,NOT STOPPED,9677,8.133,7.571,8.133,7.571
2021,4,Paper,All grants,STOPPED,6644,21.315,16,21.315,16
2021,4,Paper,Letter of Administration,All,6003,14.148,9,14.148,9
2021,4,Paper,Letter of Administration,NOT STOPPED,3880,9.09,8.143,9.09,8.143
2021,4,Paper,Letter of Administration,STOPPED,2123,23.392,18.714,23.392,18.714
2021,4,Paper,Letter of Administration with will annexed,All,2053,13.298,9,13.298,9
2021,4,Paper,Letter of Administration with will annexed,NOT STOPPED,1099,8.26,8,8.26,8
2021,4,Paper,Letter of Administration with will annexed,STOPPED,954,19.101,13.429,19.101,13.429
2021,4,Paper,Probate,All,8265,13.078,8.286,13.078,8.286
2021,4,Paper,Probate,NOT STOPPED,4698,7.313,6.714,7.313,6.714
2021,4,Paper,Probate,STOPPED,3567,20.671,15.714,20.671,15.714
2022,,All,All grants,All,269812,8.78,6.143,7.45,4.571
2022,,All,All grants,NOT STOPPED,187462,5.168,4.286,3.916,2.429
2022,,All,All grants,STOPPED,82350,17.004,13.857,15.495,12.429
2022,,All,Letter of Administration,All,38243,13.469,10.143,13.469,10.143
2022,,All,Letter of Administration,NOT STOPPED,25868,9.439,9.286,9.439,9.286
2022,,All,Letter of Administration,STOPPED,12375,21.892,18,21.892,18
2022,,All,Letter of Administration with will annexed,All,9765,17.849,13.143,17.207,12.714
2022,,All,Letter of Administration with will annexed,NOT STOPPED,5029,11.299,9.857,10.981,9.714
2022,,All,Letter of Administration with will annexed,STOPPED,4736,24.804,19.786,23.817,19
2022,,All,Probate,All,221804,7.573,5.143,5.983,3.429
2022,,All,Probate,NOT STOPPED,156565,4.265,3.429,2.776,1.429
2022,,All,Probate,STOPPED,65239,15.511,13,13.677,11.143
2022,,Digital,All grants,All,212282,7.044,4.857,5.354,3
2022,,Digital,All grants,NOT STOPPED,151310,3.98,3.143,2.429,1.286
2022,,Digital,All grants,STOPPED,60972,14.649,12.286,12.611,10.286
2022,,Digital,Letter of Administration,All,15072,11.098,8.857,11.098,8.857
2022,,Digital,Letter of Administration,NOT STOPPED,9846,6.857,7.714,6.857,7.714
2022,,Digital,Letter of Administration,STOPPED,5226,19.089,15.143,19.089,15.143
2022,,Digital,Letter of Administration with will annexed,All,2300,18.406,14.929,15.68,12.857
2022,,Digital,Letter of Administration with will annexed,NOT STOPPED,955,9.835,9,8.161,7.143
2022,,Digital,Letter of Administration with will annexed,STOPPED,1345,24.492,20.857,21.018,18.143
2022,,Digital,Probate,All,194910,6.597,4.571,4.787,2.571
2022,,Digital,Probate,NOT STOPPED,140509,3.739,3,2.08,1
2022,,Digital,Probate,STOPPED,54401,13.979,11.857,11.781,9.714
2022,,Paper,All grants,All,57528,15.186,10.429,15.186,10.429
2022,,Paper,All grants,NOT STOPPED,36151,10.138,9.143,10.138,9.143
2022,,Paper,All grants,STOPPED,21377,23.721,18.143,23.721,18.143
2022,,Paper,Letter of Administration,All,23171,15.011,10.857,15.011,10.857
2022,,Paper,Letter of Administration,NOT STOPPED,16022,11.027,9.857,11.027,9.857
2022,,Paper,Letter of Administration,STOPPED,7149,23.94,19.143,23.94,19.143
2022,,Paper,Letter of Administration with will annexed,All,7465,17.677,12.714,17.677,12.714
2022,,Paper,Letter of Administration with will annexed,NOT STOPPED,4074,11.642,9.857,11.642,9.857
2022,,Paper,Letter of Administration with will annexed,STOPPED,3391,24.928,19.286,24.928,19.286
2022,,Paper,Probate,All,26892,14.645,9.429,14.645,9.429
2022,,Paper,Probate,NOT STOPPED,16055,8.87,7.714,8.87,7.714
2022,,Paper,Probate,STOPPED,10837,23.199,17.143,23.199,17.143
2022,1,All,All grants,All,68939,8.799,6,7.8,5.143
2022,1,All,All grants,NOT STOPPED,45903,5.176,5,4.327,3.714
2022,1,All,All grants,STOPPED,23036,16.018,13.714,14.721,12.286
2022,1,All,Letter of Administration,All,10655,11.891,9.143,11.891,9.143
2022,1,All,Letter of Administration,NOT STOPPED,7608,8.419,8.714,8.419,8.714
2022,1,All,Letter of Administration,STOPPED,3047,20.56,16,20.56,16
2022,1,All,Letter of Administration with will annexed,All,2808,15.228,10.143,14.765,10
2022,1,All,Letter of Administration with will annexed,NOT STOPPED,1500,9.515,8.857,9.358,8.857
2022,1,All,Letter of Administration with will annexed,STOPPED,1308,21.779,16.571,20.965,16
2022,1,All,Probate,All,55476,7.88,5.429,6.662,4.286
2022,1,All,Probate,NOT STOPPED,36795,4.329,4.429,3.276,3
2022,1,All,Probate,STOPPED,18681,14.874,13.143,13.331,11.286
2022,1,Digital,All grants,All,51224,7.335,5.143,5.991,3.857
2022,1,Digital,All grants,NOT STOPPED,34101,3.969,4,2.826,2.571
2022,1,Digital,All grants,STOPPED,17123,14.039,12.286,12.293,10.286
2022,1,Digital,Letter of Administration,All,3525,10.135,8.143,10.135,8.143
2022,1,Digital,Letter of Administration,NOT STOPPED,2321,5.885,4.429,5.885,4.429
2022,1,Digital,Letter of Administration,STOPPED,1204,18.328,14.286,18.328,14.286
2022,1,Digital,Letter of Administration with will annexed,All,539,18.351,15.286,15.94,13.571
2022,1,Digital,Letter of Administration with will annexed,NOT STOPPED,174,8.881,7.571,7.525,6.214
2022,1,Digital,Letter of Administration with will annexed,STOPPED,365,22.866,19.429,19.951,16.857
2022,1,Digital,Probate,All,47160,7,5,5.567,3.714
2022,1,Digital,Probate,NOT STOPPED,31606,3.801,3.857,2.576,2.429
2022,1,Digital,Probate,STOPPED,15554,13.5,12,11.646,9.857
2022,1,Paper,All grants,All,17715,13.032,9.143,13.032,9.143
2022,1,Paper,All grants,NOT STOPPED,11802,8.664,8.286,8.664,8.286
2022,1,Paper,All grants,STOPPED,5913,21.751,15.857,21.751,15.857
2022,1,Paper,Letter of Administration,All,7130,12.759,9.429,12.759,9.429
2022,1,Paper,Letter of Administration,NOT STOPPED,5287,9.532,9,9.532,9
2022,1,Paper,Letter of Administration,STOPPED,1843,22.018,17.143,22.018,17.143
2022,1,Paper,Letter of Administration with will annexed,All,2269,14.486,9.714,14.486,9.714
2022,1,Paper,Letter of Administration with will annexed,NOT STOPPED,1326,9.598,9,9.598,9
2022,1,Paper,Letter of Administration with will annexed,STOPPED,943,21.358,15.714,21.358,15.714
2022,1,Paper,Probate,All,8316,12.87,8.571,12.87,8.571
2022,1,Paper,Probate,NOT STOPPED,5189,7.541,6.857,7.541,6.857
2022,1,Paper,Probate,STOPPED,3127,21.713,15.714,21.713,15.714
2022,2,All,All grants,All,70159,8.15,6.143,6.555,4.143
2022,2,All,All grants,NOT STOPPED,49457,5.109,4.143,3.478,2
2022,2,All,All grants,STOPPED,20702,15.415,12.571,13.906,11.286
2022,2,All,Letter of Administration,All,9507,11.696,9.429,11.696,9.429
2022,2,All,Letter of Administration,NOT STOPPED,6554,8.219,9.071,8.219,9.071
2022,2,All,Letter of Administration,STOPPED,2953,19.413,13.714,19.413,13.714
2022,2,All,Letter of Administration with will annexed,All,2425,16.412,10.286,15.916,10.286
2022,2,All,Letter of Administration with will annexed,NOT STOPPED,1335,10.28,9.571,10.191,9.571
2022,2,All,Letter of Administration with will annexed,STOPPED,1090,23.922,18,22.929,17.071
2022,2,All,Probate,All,58227,7.227,5.143,5.326,3
2022,2,All,Probate,NOT STOPPED,41568,4.453,3.571,2.514,1
2022,2,All,Probate,STOPPED,16659,14.15,12.143,12.34,10.571
2022,2,Digital,All grants,All,55292,6.796,4.714,4.772,2.429
2022,2,Digital,All grants,NOT STOPPED,39387,4.117,3.286,2.069,0.857
2022,2,Digital,All grants,STOPPED,15905,13.431,11.429,11.467,9.714
2022,2,Digital,Letter of Administration,All,3908,10.044,8.571,10.044,8.571
2022,2,Digital,Letter of Administration,NOT STOPPED,2362,5.85,6.857,5.85,6.857
2022,2,Digital,Letter of Administration,STOPPED,1546,16.452,11,16.452,11
2022,2,Digital,Letter of Administration with will annexed,All,386,21.995,17.786,18.881,15.857
2022,2,Digital,Letter of Administration with will annexed,NOT STOPPED,108,13.149,12.571,12.048,11.5
2022,2,Digital,Letter of Administration with will annexed,STOPPED,278,25.432,23,21.535,19
2022,2,Digital,Probate,All,50998,6.432,4.429,4.261,2.143
2022,2,Digital,Probate,NOT STOPPED,36917,3.98,3.286,1.797,0.714
2022,2,Digital,Probate,STOPPED,14081,12.862,11.286,10.721,9.143
2022,2,Paper,All grants,All,14866,13.186,9.714,13.186,9.714
2022,2,Paper,All grants,NOT STOPPED,10069,8.989,9,8.989,9
2022,2,Paper,All grants,STOPPED,4797,21.994,15.714,21.994,15.714
2022,2,Paper,Letter of Administration,All,5599,12.85,9.714,12.85,9.714
2022,2,Paper,Letter of Administration,NOT STOPPED,4192,9.554,9.429,9.554,9.429
2022,2,Paper,Letter of Administration,STOPPED,1407,22.667,17.429,22.667,17.429
2022,2,Paper,Letter of Administration with will annexed,All,2039,15.355,10,15.355,10
2022,2,Paper,Letter of Administration with will annexed,NOT STOPPED,1227,10.028,9.571,10.028,9.571
2022,2,Paper,Letter of Administration with will annexed,STOPPED,812,23.406,16.714,23.406,16.714
2022,2,Paper,Probate,All,7228,12.834,9.143,12.834,9.143
2022,2,Paper,Probate,NOT STOPPED,4650,8.206,7.286,8.206,7.286
2022,2,Paper,Probate,STOPPED,2578,21.183,14.786,21.183,14.786
2022,3,All,All grants,All,66153,8.635,6,7.134,4
2022,3,All,All grants,NOT STOPPED,46823,5.049,3.857,3.649,1.857
2022,3,All,All grants,STOPPED,19330,17.321,13.714,15.576,12
2022,3,All,Letter of Administration,All,8587,14.883,11.857,14.883,11.857
2022,3,All,Letter of Administration,NOT STOPPED,5710,10.129,10.857,10.129,10.857
2022,3,All,Letter of Administration,STOPPED,2877,24.319,19.714,24.319,19.714
2022,3,All,Letter of Administration with will annexed,All,2272,19.002,14,18.073,13.571
2022,3,All,Letter of Administration with will annexed,NOT STOPPED,1050,11.129,10.857,10.415,10.571
2022,3,All,Letter of Administration with will annexed,STOPPED,1222,25.766,20.571,24.653,19.714
2022,3,All,Probate,All,55294,7.239,5,5.481,2.857
2022,3,All,Probate,NOT STOPPED,40063,4.166,3.143,2.548,1.143
2022,3,All,Probate,STOPPED,15231,15.322,11.857,13.196,9.571
2022,3,Digital,All grants,All,54034,6.827,4.571,4.99,2.429
2022,3,Digital,All grants,NOT STOPPED,39752,4.068,3,2.419,1.143
2022,3,Digital,All grants,STOPPED,14282,14.506,11.286,12.144,8.857
2022,3,Digital,Letter of Administration,All,3803,11.697,10.857,11.697,10.857
2022,3,Digital,Letter of Administration,NOT STOPPED,2658,8.149,10.286,8.149,10.286
2022,3,Digital,Letter of Administration,STOPPED,1145,19.933,16.714,19.933,16.714
2022,3,Digital,Letter of Administration with will annexed,All,738,17.27,14.143,14.412,11.714
2022,3,Digital,Letter of Administration with will annexed,NOT STOPPED,369,9.741,9,7.708,6.429
2022,3,Digital,Letter of Administration with will annexed,STOPPED,369,24.799,21,21.115,18.571
2022,3,Digital,Probate,All,49493,6.297,4.286,4.334,2.143
2022,3,Digital,Probate,NOT STOPPED,36725,3.716,2.857,1.951,0.857
2022,3,Digital,Probate,STOPPED,12768,13.721,10.429,11.186,8
2022,3,Paper,All grants,All,12118,16.697,12,16.697,12
2022,3,Paper,All grants,NOT STOPPED,7071,10.564,10,10.564,10
2022,3,Paper,All grants,STOPPED,5047,25.289,19.571,25.289,19.571
2022,3,Paper,Letter of Administration,All,4784,17.417,12.571,17.417,12.571
2022,3,Paper,Letter of Administration,NOT STOPPED,3052,11.854,11.429,11.854,11.429
2022,3,Paper,Letter of Administration,STOPPED,1732,27.218,22,27.218,22
2022,3,Paper,Letter of Administration with will annexed,All,1534,19.835,14,19.835,14
2022,3,Paper,Letter of Administration with will annexed,NOT STOPPED,681,11.881,11.571,11.881,11.571
2022,3,Paper,Letter of Administration with will annexed,STOPPED,853,26.184,20.143,26.184,20.143
2022,3,Paper,Probate,All,5800,15.273,9.429,15.273,9.429
2022,3,Paper,Probate,NOT STOPPED,3338,9.116,8.143,9.116,8.143
2022,3,Paper,Probate,STOPPED,2462,23.621,18,23.621,18
2022,4,All,All grants,All,64561,9.594,6.714,8.372,5
2022,4,All,All grants,NOT STOPPED,45279,5.345,3.429,4.253,1.857
2022,4,All,All grants,STOPPED,19282,19.57,17.286,18.044,15.857
2022,4,All,Letter of Administration,All,9494,15.735,13,15.735,13
2022,4,All,Letter of Administration,NOT STOPPED,5996,11.41,9.143,11.41,9.143
2022,4,All,Letter of Administration,STOPPED,3498,23.148,20,23.148,20
2022,4,All,Letter of Administration with will annexed,All,2260,21.488,18.714,20.754,18.571
2022,4,All,Letter of Administration with will annexed,NOT STOPPED,1144,14.982,16.714,14.55,16.714
2022,4,All,Letter of Administration with will annexed,STOPPED,1116,28.158,23.714,27.113,22.786
2022,4,All,Probate,All,52807,7.98,4.714,6.518,3.143
2022,4,All,Probate,NOT STOPPED,38139,4.102,2.429,2.819,0.857
2022,4,All,Probate,STOPPED,14668,18.064,16,16.137,14
2022,4,Digital,All grants,All,51732,7.249,4.286,5.724,2.857
2022,4,Digital,All grants,NOT STOPPED,38070,3.756,2.286,2.457,0.857
2022,4,Digital,All grants,STOPPED,13662,16.983,14.857,14.829,12.714
2022,4,Digital,Letter of Administration,All,3836,12.463,8.571,12.463,8.571
2022,4,Digital,Letter of Administration,NOT STOPPED,2505,7.334,7.571,7.334,7.571
2022,4,Digital,Letter of Administration,STOPPED,1331,22.116,20.429,22.116,20.429
2022,4,Digital,Letter of Administration with will annexed,All,637,17.593,13,14.988,11.286
2022,4,Digital,Letter of Administration with will annexed,NOT STOPPED,304,9.317,7.929,7.694,6.714
2022,4,Digital,Letter of Administration with will annexed,STOPPED,333,25.148,20.429,21.647,18.429
2022,4,Digital,Probate,All,47259,6.686,3.571,5.052,2
2022,4,Digital,Probate,NOT STOPPED,35261,3.453,2.143,2.065,0.571
2022,4,Digital,Probate,STOPPED,11998,16.187,14.143,13.831,11.857
2022,4,Paper,All grants,All,12829,19.049,17.429,19.049,17.429
2022,4,Paper,All grants,NOT STOPPED,7209,13.739,16.143,13.739,16.143
2022,4,Paper,All grants,STOPPED,5620,25.86,21,25.86,21
2022,4,Paper,Letter of Administration,All,5658,17.953,17.143,17.953,17.143
2022,4,Paper,Letter of Administration,NOT STOPPED,3491,14.335,16.571,14.335,16.571
2022,4,Paper,Letter of Administration,STOPPED,2167,23.782,19.857,23.782,19.857
2022,4,Paper,Letter of Administration with will annexed,All,1623,23.017,19.143,23.017,19.143
2022,4,Paper,Letter of Administration with will annexed,NOT STOPPED,840,17.032,17.857,17.032,17.857
2022,4,Paper,Letter of Administration with will annexed,STOPPED,783,29.438,24.286,29.438,24.286
2022,4,Paper,Probate,All,5548,19.005,16.857,19.005,16.857
2022,4,Paper,Probate,NOT STOPPED,2878,12.055,9.143,12.055,9.143
2022,4,Paper,Probate,STOPPED,2670,26.498,21.143,26.498,21.143
2023,,All,All grants,All,277738,13.944,11,11.981,8.714
2023,,All,All grants,NOT STOPPED,190844,9.846,10,7.897,7.571
2023,,All,All grants,STOPPED,86894,22.944,19.857,20.952,18
2023,,All,Letter of Administration,All,46387,15.789,15,15.789,15
2023,,All,Letter of Administration,NOT STOPPED,28337,11.329,9.714,11.329,9.714
2023,,All,Letter of Administration,STOPPED,18050,22.792,18.143,22.792,18.143
2023,,All,Letter of Administration with will annexed,All,11522,23.995,21.571,23.357,21.429
2023,,All,Letter of Administration with will annexed,NOT STOPPED,5876,17.312,19.143,16.94,19
2023,,All,Letter of Administration with will annexed,STOPPED,5646,30.949,26.429,30.035,26
2023,,All,Probate,All,219829,13.027,10.714,10.582,8.286
2023,,All,Probate,NOT STOPPED,156631,9.297,10,6.936,7.429
2023,,All,Probate,STOPPED,63198,22.272,19.714,19.616,17.143
2023,,Digital,All grants,All,217796,11.881,10.429,9.379,7.857
2023,,Digital,All grants,NOT STOPPED,155000,8.388,9.429,5.988,6.714
2023,,Digital,All grants,STOPPED,62796,20.503,18.429,17.748,15.714
2023,,Digital,Letter of Administration,All,19836,9.561,6.143,9.561,6.143
2023,,Digital,Letter of Administration,NOT STOPPED,11529,4.088,2.571,4.088,2.571
2023,,Digital,Letter of Administration,STOPPED,8307,17.158,13.429,17.158,13.429
2023,,Digital,Letter of Administration with will annexed,All,2255,20.909,17.714,17.65,13.429
2023,,Digital,Letter of Administration with will annexed,NOT STOPPED,822,7.494,3.714,4.835,0.714
2023,,Digital,Letter of Administration with will annexed,STOPPED,1433,28.604,25.857,25.001,22.714
2023,,Digital,Probate,All,195705,12.012,10.429,9.265,8
2023,,Digital,Probate,NOT STOPPED,142649,8.74,9.714,6.148,7
2023,,Digital,Probate,STOPPED,53056,20.808,19,17.644,15.857
2023,,Paper,All grants,All,59941,21.439,19.286,21.439,19.286
2023,,Paper,All grants,NOT STOPPED,35843,16.151,17.286,16.151,17.286
2023,,Paper,All grants,STOPPED,24098,29.304,24.429,29.304,24.429
2023,,Paper,Letter of Administration,All,26551,20.442,18.429,20.442,18.429
2023,,Paper,Letter of Administration,NOT STOPPED,16808,16.295,17.571,16.295,17.571
2023,,Paper,Letter of Administration,STOPPED,9743,27.595,23,27.595,23
2023,,Paper,Letter of Administration with will annexed,All,9267,24.745,21.857,24.745,21.857
2023,,Paper,Letter of Administration with will annexed,NOT STOPPED,5054,18.909,19.714,18.909,19.714
2023,,Paper,Letter of Administration with will annexed,STOPPED,4213,31.747,26.429,31.747,26.429
2023,,Paper,Probate,All,24123,21.265,19.143,21.265,19.143
2023,,Paper,Probate,NOT STOPPED,13981,14.98,12.857,14.98,12.857
2023,,Paper,Probate,STOPPED,10142,29.929,24.571,29.929,24.571
2023,1,All,All grants,All,66557,10.81,5.857,9.316,3.857
2023,1,All,All grants,NOT STOPPED,47658,6.733,4,5.244,2
2023,1,All,All grants,STOPPED,18899,21.09,18.571,19.585,17.286
2023,1,All,Letter of Administration,All,13528,13.989,11.286,13.989,11.286
2023,1,All,Letter of Administration,NOT STOPPED,8777,10.322,8.286,10.322,8.286
2023,1,All,Letter of Administration,STOPPED,4751,20.764,17.857,20.764,17.857
2023,1,All,Letter of Administration with will annexed,All,2718,25.237,21.286,24.775,21.143
2023,1,All,Letter of Administration with will annexed,NOT STOPPED,1369,18.603,19.286,18.455,19.286
2023,1,All,Letter of Administration with will annexed,STOPPED,1349,31.97,28,31.19,27.429
2023,1,All,Probate,All,50311,9.176,4.714,7.224,2.571
2023,1,All,Probate,NOT STOPPED,37512,5.46,3.571,3.573,1.286
2023,1,All,Probate,STOPPED,12799,20.065,17.571,17.924,15.857
2023,1,Digital,All grants,All,52616,8.032,4.429,6.142,2.429
2023,1,Digital,All grants,NOT STOPPED,39104,4.582,3.286,2.767,1.143
2023,1,Digital,All grants,STOPPED,13512,18.018,15.429,15.912,13.429
2023,1,Digital,Letter of Administration,All,6887,9.056,6.857,9.056,6.857
2023,1,Digital,Letter of Administration,NOT STOPPED,4370,4.704,3.571,4.704,3.571
2023,1,Digital,Letter of Administration,STOPPED,2517,16.611,12.857,16.611,12.857
2023,1,Digital,Letter of Administration with will annexed,All,472,27.436,25.429,24.775,23.429
