year,quarter,stage,quarters_after_application,number
2005,2,Decree Absolute,0 to 1,742
2005,2,Decree Absolute,1 to 2,13441
2005,2,Decree Absolute,2 to 3,7321
2005,2,Decree Absolute,3 to 4,4270
2005,2,Decree Absolute,4 to 5,2781
2005,2,Decree Absolute,5 to 6,1720
2005,2,Decree Absolute,6 to 7,1212
2005,2,Decree Absolute,7 to 8,890
2005,2,Decree Absolute,8 to 9,616
2005,2,Decree Absolute,9 to 10,361
2005,2,Decree Absolute,10 to 11,280
2005,2,Decree Absolute,11 to 12,241
2005,2,Decree Absolute,12 to 13,185
2005,2,Decree Absolute,13 to 14,137
2005,2,Decree Absolute,14 to 15,95
2005,2,Decree Absolute,15 to 16,78
2005,2,Decree Absolute,16 to 17,82
2005,2,Decree Absolute,17 to 18,45
2005,2,Decree Absolute,18 to 19,38
2005,2,Decree Absolute,19 to 20,40
2005,2,Decree Absolute,20 to 21,33
2005,2,Decree Absolute,21 to 22,36
2005,2,Decree Absolute,22 to 23,22
2005,2,Decree Absolute,23 to 24,24
2005,2,Decree Absolute,24 to 25,21
2005,2,Decree Absolute,25 to 26,22
2005,2,Decree Absolute,26 to 27,17
2005,2,Decree Absolute,27 to 28,19
2005,2,Decree Absolute,28 to 29,16
2005,2,Decree Absolute,29 to 30,11
2005,2,Decree Absolute,30 to 31,12
2005,2,Decree Absolute,31 to 32,8
2005,2,Decree Absolute,32 to 33,17
2005,2,Decree Absolute,33 to 34,14
2005,2,Decree Absolute,34 to 35,5
2005,2,Decree Absolute,35 to 36,7
2005,2,Decree Absolute,36 to 37,10
2005,2,Decree Absolute,37 to 38,3
2005,2,Decree Absolute,38 to 39,4
2005,2,Decree Absolute,39 to 40,7
2005,2,Decree Absolute,40 to 41,4
2005,2,Decree Absolute,41 to 42,6
2005,2,Decree Absolute,42 to 43,2
2005,2,Decree Absolute,43 to 44,5
2005,2,Decree Absolute,44 to 45,4
2005,2,Decree Absolute,45 to 46,7
2005,2,Decree Absolute,46 to 47,8
2005,2,Decree Absolute,47 to 48,4
2005,2,Decree Absolute,48 to 49,2
2005,2,Decree Absolute,49 to 50,5
2005,2,Decree Absolute,50 to 51,2
2005,2,Decree Absolute,51 to 52,6
2005,2,Decree Absolute,52 to 53,1
2005,2,Decree Absolute,53 to 54,3
2005,2,Decree Absolute,54 to 55,7
2005,2,Decree Absolute,55 to 56,3
2005,2,Decree Absolute,56 to 57,4
2005,2,Decree Absolute,57 to 58,2
2005,2,Decree Absolute,58 to 59,3
2005,2,Decree Absolute,59 to 60,1
2005,2,Decree Absolute,60 to 61,1
2005,2,Decree Absolute,61 to 62,2
2005,2,Decree Absolute,62 to 63,1
2005,2,Decree Absolute,63 to 64,1
2005,2,Decree Absolute,64 to 65,1
2005,2,Decree Absolute,65 to 66,2
2005,2,Decree Absolute,66 to 67,2
2005,2,Decree Absolute,67 to 68,3
2005,2,Decree Absolute,68 to 69,3
2005,2,Decree Absolute,69 to 70,1
2005,2,Decree Absolute,70 to 71,3
2005,2,Decree Absolute,72 to 73,2
2005,2,Decree Absolute,73 to 74,1
2005,2,Decree Absolute,75 to 76,1
2005,2,Decree Absolute,78 to 79,1
2005,2,Decree Absolute,79 to 80,2
2005,2,Decree Absolute,81 to 82,1
2005,2,Decree Absolute,82 to 83,1
2005,2,Decree Nisi,33 to 34,3
2005,2,Decree Nisi,58 to 59,1
2005,2,Decree Nisi,35 to 36,1
2005,2,Decree Nisi,60 to 61,1
2005,2,Decree Nisi,36 to 37,2
2005,2,Decree Nisi,61 to 62,1
2005,2,Decree Nisi,37 to 38,2
2005,2,Decree Nisi,64 to 65,1
2005,2,Decree Nisi,0 to 1,12630
2005,2,Decree Nisi,67 to 68,2
2005,2,Decree Nisi,1 to 2,14347
2005,2,Decree Nisi,68 to 69,1
2005,2,Decree Nisi,2 to 3,3991
2005,2,Decree Nisi,78 to 79,1
2005,2,Decree Nisi,3 to 4,1832
2005,2,Decree Nisi,51 to 52,3
2005,2,Decree Nisi,4 to 5,933
2005,2,Decree Nisi,53 to 54,1
2005,2,Decree Nisi,5 to 6,559
2005,2,Decree Nisi,55 to 56,1
2005,2,Decree Nisi,6 to 7,299
2005,2,Decree Nisi,57 to 58,1
2005,2,Decree Nisi,7 to 8,228
2005,2,Decree Nisi,39 to 40,4
2005,2,Decree Nisi,8 to 9,172
2005,2,Decree Nisi,40 to 41,1
2005,2,Decree Nisi,9 to 10,129
2005,2,Decree Nisi,41 to 42,1
2005,2,Decree Nisi,10 to 11,90
2005,2,Decree Nisi,43 to 44,1
2005,2,Decree Nisi,11 to 12,65
2005,2,Decree Nisi,44 to 45,1
2005,2,Decree Nisi,12 to 13,49
2005,2,Decree Nisi,46 to 47,1
2005,2,Decree Nisi,13 to 14,44
2005,2,Decree Nisi,14 to 15,21
2005,2,Decree Nisi,15 to 16,22
2005,2,Decree Nisi,16 to 17,15
2005,2,Decree Nisi,17 to 18,19
2005,2,Decree Nisi,18 to 19,14
2005,2,Decree Nisi,19 to 20,16
2005,2,Decree Nisi,20 to 21,14
2005,2,Decree Nisi,21 to 22,11
2005,2,Decree Nisi,22 to 23,6
2005,2,Decree Nisi,23 to 24,13
2005,2,Decree Nisi,24 to 25,11
2005,2,Decree Nisi,25 to 26,9
2005,2,Decree Nisi,26 to 27,3
2005,2,Decree Nisi,27 to 28,5
2005,2,Decree Nisi,28 to 29,4
2005,2,Decree Nisi,29 to 30,5
2005,2,Decree Nisi,30 to 31,2
2005,2,Decree Nisi,31 to 32,1
2005,2,Decree Nisi,32 to 33,4
2005,2,Hearing,37 to 38,3
2005,2,Hearing,38 to 39,3
2005,2,Hearing,39 to 40,2
2005,2,Hearing,40 to 41,2
2005,2,Hearing,41 to 42,2
2005,2,Hearing,42 to 43,4
2005,2,Hearing,43 to 44,3
2005,2,Hearing,44 to 45,1
2005,2,Hearing,45 to 46,2
2005,2,Hearing,46 to 47,4
2005,2,Hearing,47 to 48,3
2005,2,Hearing,48 to 49,1
2005,2,Hearing,49 to 50,4
2005,2,Hearing,50 to 51,2
2005,2,Hearing,51 to 52,4
2005,2,Hearing,52 to 53,1
2005,2,Hearing,54 to 55,2
2005,2,Hearing,55 to 56,2
2005,2,Hearing,56 to 57,3
2005,2,Hearing,57 to 58,4
2005,2,Hearing,58 to 59,1
2005,2,Hearing,59 to 60,2
2005,2,Hearing,63 to 64,3
2005,2,Hearing,65 to 66,1
2005,2,Hearing,66 to 67,1
2005,2,Hearing,67 to 68,1
2005,2,Hearing,70 to 71,2
2005,2,Hearing,71 to 72,2
2005,2,Hearing,75 to 76,1
2005,2,Hearing,77 to 78,1
2005,2,Hearing,78 to 79,1
2005,2,Hearing,79 to 80,1
2005,2,Hearing,80 to 81,1
2005,2,Hearing,4 to 5,754
2005,2,Hearing,3 to 4,1119
2005,2,Hearing,2 to 3,1632
2005,2,Hearing,1 to 2,1956
2005,2,Hearing,0 to 1,531
2005,2,Hearing,5 to 6,535
2005,2,Hearing,6 to 7,319
2005,2,Hearing,7 to 8,231
2005,2,Hearing,8 to 9,192
2005,2,Hearing,9 to 10,131
2005,2,Hearing,10 to 11,93
2005,2,Hearing,11 to 12,69
2005,2,Hearing,12 to 13,57
2005,2,Hearing,13 to 14,38
2005,2,Hearing,14 to 15,34
2005,2,Hearing,15 to 16,39
2005,2,Hearing,16 to 17,23
2005,2,Hearing,17 to 18,21
2005,2,Hearing,18 to 19,17
2005,2,Hearing,19 to 20,12
2005,2,Hearing,20 to 21,16
2005,2,Hearing,21 to 22,18
2005,2,Hearing,22 to 23,8
2005,2,Hearing,23 to 24,16
2005,2,Hearing,24 to 25,12
2005,2,Hearing,25 to 26,6
2005,2,Hearing,26 to 27,6
2005,2,Hearing,27 to 28,7
2005,2,Hearing,28 to 29,4
2005,2,Hearing,29 to 30,4
2005,2,Hearing,30 to 31,10
2005,2,Hearing,31 to 32,8
2005,2,Hearing,32 to 33,7
2005,2,Hearing,33 to 34,4
2005,2,Hearing,34 to 35,8
2005,2,Hearing,35 to 36,1
2005,2,Hearing,36 to 37,4
2005,2,Petition,0 to 1,38927
2005,3,AR Application,17 to 18,25
2005,3,AR Application,18 to 19,15
2005,3,AR Application,19 to 20,27
2005,3,AR Application,20 to 21,17
2005,3,AR Application,21 to 22,9
2005,3,AR Application,22 to 23,7
2005,3,AR Application,23 to 24,7
2005,3,AR Application,24 to 25,9
2005,3,AR Application,25 to 26,13
2005,3,AR Application,26 to 27,2
2005,3,AR Application,27 to 28,4
2005,3,AR Application,28 to 29,5
2005,3,AR Application,29 to 30,7
2005,3,AR Application,30 to 31,5
2005,3,AR Application,31 to 32,6
2005,3,AR Application,32 to 33,7
2005,3,AR Application,33 to 34,3
2005,3,AR Application,34 to 35,3
2005,3,AR Application,35 to 36,3
2005,3,AR Application,36 to 37,4
2005,3,AR Application,37 to 38,2
2005,3,AR Application,38 to 39,5
2005,3,AR Application,39 to 40,4
2005,3,AR Application,40 to 41,7
2005,3,AR Application,41 to 42,2
2005,3,AR Application,42 to 43,4
2005,3,AR Application,43 to 44,2
2005,3,AR Application,44 to 45,3
2005,3,AR Application,45 to 46,2
2005,3,AR Application,46 to 47,3
2005,3,AR Application,47 to 48,4
2005,3,AR Application,48 to 49,2
2005,3,AR Application,49 to 50,1
2005,3,AR Application,50 to 51,2
2005,3,AR Application,51 to 52,1
2005,3,AR Application,52 to 53,2
2005,3,AR Application,53 to 54,4
2005,3,AR Application,55 to 56,2
2005,3,AR Application,56 to 57,2
2005,3,AR Application,57 to 58,1
2005,3,AR Application,62 to 63,2
2005,3,AR Application,63 to 64,1
2005,3,AR Application,64 to 65,2
2005,3,AR Application,65 to 66,2
2005,3,AR Application,66 to 67,2
2005,3,AR Application,67 to 68,2
2005,3,AR Application,71 to 72,1
2005,3,AR Application,73 to 74,1
2005,3,AR Application,74 to 75,1
2005,3,AR Application,75 to 76,1
2005,3,AR Application,76 to 77,1
2005,3,AR Application,78 to 79,1
2005,3,AR Application,80 to 81,1
2005,3,AR Application,0 to 1,2723
2005,3,AR Application,1 to 2,3521
2005,3,AR Application,2 to 3,3043
2005,3,AR Application,3 to 4,2041
2005,3,AR Application,4 to 5,1305
2005,3,AR Application,5 to 6,758
2005,3,AR Application,6 to 7,619
2005,3,AR Application,7 to 8,385
2005,3,AR Application,8 to 9,211
2005,3,AR Application,9 to 10,150
2005,3,AR Application,10 to 11,142
2005,3,AR Application,11 to 12,104
2005,3,AR Application,12 to 13,70
2005,3,AR Application,13 to 14,58
2005,3,AR Application,14 to 15,50
2005,3,AR Application,15 to 16,27
2005,3,AR Application,16 to 17,35
2005,3,AR Order,3 to 4,1815
2005,3,AR Order,81 to 82,1
2005,3,AR Order,80 to 81,1
2005,3,AR Order,78 to 79,1
2005,3,AR Order,77 to 78,1
2005,3,AR Order,76 to 77,1
2005,3,AR Order,75 to 76,2
2005,3,AR Order,73 to 74,5
2005,3,AR Order,71 to 72,1
2005,3,AR Order,69 to 70,1
2005,3,AR Order,67 to 68,1
2005,3,AR Order,66 to 67,2
2005,3,AR Order,65 to 66,2
2005,3,AR Order,64 to 65,1
2005,3,AR Order,63 to 64,2
2005,3,AR Order,59 to 60,1
2005,3,AR Order,58 to 59,1
2005,3,AR Order,57 to 58,2
2005,3,AR Order,56 to 57,4
2005,3,AR Order,55 to 56,2
2005,3,AR Order,54 to 55,1
2005,3,AR Order,53 to 54,2
2005,3,AR Order,52 to 53,4
2005,3,AR Order,51 to 52,4
2005,3,AR Order,50 to 51,1
2005,3,AR Order,49 to 50,3
2005,3,AR Order,48 to 49,3
2005,3,AR Order,47 to 48,2
2005,3,AR Order,46 to 47,1
2005,3,AR Order,45 to 46,5
2005,3,AR Order,44 to 45,5
2005,3,AR Order,43 to 44,4
2005,3,AR Order,42 to 43,8
2005,3,AR Order,41 to 42,2
2005,3,AR Order,40 to 41,4
2005,3,AR Order,39 to 40,4
2005,3,AR Order,38 to 39,4
2005,3,AR Order,37 to 38,6
2005,3,AR Order,36 to 37,4
2005,3,AR Order,35 to 36,6
2005,3,AR Order,34 to 35,4
2005,3,AR Order,33 to 34,6
2005,3,AR Order,32 to 33,7
2005,3,AR Order,31 to 32,3
2005,3,AR Order,30 to 31,9
2005,3,AR Order,29 to 30,5
2005,3,AR Order,28 to 29,11
2005,3,AR Order,27 to 28,6
2005,3,AR Order,26 to 27,13
2005,3,AR Order,25 to 26,11
2005,3,AR Order,24 to 25,10
2005,3,AR Order,23 to 24,7
2005,3,AR Order,22 to 23,19
2005,3,AR Order,21 to 22,11
2005,3,AR Order,20 to 21,29
2005,3,AR Order,19 to 20,24
2005,3,AR Order,18 to 19,26
2005,3,AR Order,17 to 18,31
2005,3,AR Order,16 to 17,40
2005,3,AR Order,15 to 16,43
2005,3,AR Order,14 to 15,54
2005,3,AR Order,13 to 14,63
2005,3,AR Order,12 to 13,99
2005,3,AR Order,11 to 12,138
2005,3,AR Order,10 to 11,200
2005,3,AR Order,9 to 10,236
2005,3,AR Order,8 to 9,375
2005,3,AR Order,7 to 8,535
2005,3,AR Order,6 to 7,819
2005,3,AR Order,2 to 3,2325
2005,3,AR Order,1 to 2,1972
2005,3,AR Order,5 to 6,1041
2005,3,AR Order,4 to 5,1463
2005,3,AR Order,0 to 1,374
2005,3,Decree Absolute,77 to 78,3
2005,3,Decree Absolute,76 to 77,2
2005,3,Decree Absolute,75 to 76,1
2005,3,Decree Absolute,74 to 75,2
2005,3,Decree Absolute,73 to 74,1
2005,3,Decree Absolute,72 to 73,1
2005,3,Decree Absolute,70 to 71,2
2005,3,Decree Absolute,67 to 68,1
2005,3,Decree Absolute,66 to 67,2
2005,3,Decree Absolute,65 to 66,1
2005,3,Decree Absolute,63 to 64,1
2005,3,Decree Absolute,53 to 54,3
2005,3,Decree Absolute,52 to 53,5
2005,3,Decree Absolute,51 to 52,4
2005,3,Decree Absolute,50 to 51,4
2005,3,Decree Absolute,49 to 50,3
2005,3,Decree Absolute,48 to 49,5
2005,3,Decree Absolute,47 to 48,2
2005,3,Decree Absolute,46 to 47,3
2005,3,Decree Absolute,45 to 46,7
2005,3,Decree Absolute,44 to 45,4
2005,3,Decree Absolute,43 to 44,5
2005,3,Decree Absolute,42 to 43,3
2005,3,Decree Absolute,41 to 42,5
2005,3,Decree Absolute,40 to 41,5
2005,3,Decree Absolute,39 to 40,4
2005,3,Decree Absolute,38 to 39,3
2005,3,Decree Absolute,37 to 38,7
2005,3,Decree Absolute,36 to 37,5
2005,3,Decree Absolute,35 to 36,4
2005,3,Decree Absolute,34 to 35,6
2005,3,Decree Absolute,33 to 34,12
2005,3,Decree Absolute,32 to 33,6
2005,3,Decree Absolute,31 to 32,14
2005,3,Decree Absolute,30 to 31,13
2005,3,Decree Absolute,29 to 30,7
2005,3,Decree Absolute,28 to 29,11
2005,3,Decree Absolute,27 to 28,15
2005,3,Decree Absolute,26 to 27,24
2005,3,Decree Absolute,25 to 26,16
2005,3,Decree Absolute,24 to 25,18
2005,3,Decree Absolute,23 to 24,14
2005,3,Decree Absolute,22 to 23,22
2005,3,Decree Absolute,21 to 22,35
2005,3,Decree Absolute,20 to 21,39
2005,3,Decree Absolute,19 to 20,49
2005,3,Decree Absolute,18 to 19,55
2005,3,Decree Absolute,17 to 18,44
2005,3,Decree Absolute,16 to 17,80
2005,3,Decree Absolute,15 to 16,88
2005,3,Decree Absolute,14 to 15,89
2005,3,Decree Absolute,13 to 14,118
2005,3,Decree Absolute,12 to 13,161
2005,3,Decree Absolute,11 to 12,226
2005,3,Decree Absolute,10 to 11,317
2005,3,Decree Absolute,9 to 10,374
2005,3,Decree Absolute,8 to 9,521
2005,3,Decree Absolute,7 to 8,816
2005,3,Decree Absolute,6 to 7,1248
2005,3,Decree Absolute,5 to 6,1647
2005,3,Decree Absolute,4 to 5,2666
2005,3,Decree Absolute,3 to 4,4160
2005,3,Decree Absolute,2 to 3,7502
2005,3,Decree Absolute,1 to 2,12580
2005,3,Decree Absolute,0 to 1,792
2005,3,Decree Absolute,60 to 61,4
2005,3,Decree Absolute,58 to 59,2
2005,3,Decree Absolute,57 to 58,2
2005,3,Decree Absolute,56 to 57,5
2005,3,Decree Absolute,55 to 56,4
2005,3,Decree Absolute,54 to 55,4
2005,3,Decree Nisi,0 to 1,12057
2005,3,Decree Nisi,1 to 2,13624
2005,3,Decree Nisi,2 to 3,4388
2005,3,Decree Nisi,3 to 4,1789
2005,3,Decree Nisi,4 to 5,944
2005,3,Decree Nisi,5 to 6,495
2005,3,Decree Nisi,6 to 7,339
2005,3,Decree Nisi,7 to 8,200
2005,3,Decree Nisi,8 to 9,142
2005,3,Decree Nisi,9 to 10,106
2005,3,Decree Nisi,10 to 11,59
2005,3,Decree Nisi,11 to 12,58
2005,3,Decree Nisi,12 to 13,57
2005,3,Decree Nisi,13 to 14,37
2005,3,Decree Nisi,14 to 15,26
2005,3,Decree Nisi,15 to 16,29
2005,3,Decree Nisi,16 to 17,24
2005,3,Decree Nisi,17 to 18,18
2005,3,Decree Nisi,18 to 19,25
2005,3,Decree Nisi,19 to 20,14
2005,3,Decree Nisi,20 to 21,14
2005,3,Decree Nisi,21 to 22,7
2005,3,Decree Nisi,22 to 23,8
2005,3,Decree Nisi,23 to 24,5
2005,3,Decree Nisi,24 to 25,7
2005,3,Decree Nisi,25 to 26,2
2005,3,Decree Nisi,26 to 27,6
2005,3,Decree Nisi,27 to 28,4
2005,3,Decree Nisi,28 to 29,6
2005,3,Decree Nisi,29 to 30,4
2005,3,Decree Nisi,30 to 31,1
2005,3,Decree Nisi,31 to 32,3
2005,3,Decree Nisi,32 to 33,1
2005,3,Decree Nisi,33 to 34,1
2005,3,Decree Nisi,34 to 35,1
2005,3,Decree Nisi,35 to 36,5
2005,3,Decree Nisi,36 to 37,1
2005,3,Decree Nisi,37 to 38,2
2005,3,Decree Nisi,38 to 39,1
2005,3,Decree Nisi,39 to 40,1
2005,3,Decree Nisi,40 to 41,1
2005,3,Decree Nisi,41 to 42,1
2005,3,Decree Nisi,43 to 44,3
2005,3,Decree Nisi,44 to 45,5
2005,3,Decree Nisi,45 to 46,1
2005,3,Decree Nisi,46 to 47,1
2005,3,Decree Nisi,47 to 48,2
2005,3,Decree Nisi,48 to 49,1
2005,3,Decree Nisi,49 to 50,1
2005,3,Decree Nisi,50 to 51,1
2005,3,Decree Nisi,52 to 53,1
2005,3,Decree Nisi,54 to 55,1
2005,3,Decree Nisi,60 to 61,1
2005,3,Decree Nisi,67 to 68,1
2005,3,Hearing,0 to 1,546
2005,3,Hearing,1 to 2,1856
2005,3,Hearing,2 to 3,1393
2005,3,Hearing,3 to 4,1111
2005,3,Hearing,4 to 5,744
2005,3,Hearing,5 to 6,538
2005,3,Hearing,6 to 7,336
2005,3,Hearing,7 to 8,247
2005,3,Hearing,8 to 9,171
2005,3,Hearing,9 to 10,122
2005,3,Hearing,10 to 11,72
2005,3,Hearing,11 to 12,62
2005,3,Hearing,12 to 13,50
2005,3,Hearing,13 to 14,36
2005,3,Hearing,14 to 15,33
2005,3,Hearing,15 to 16,34
2005,3,Hearing,16 to 17,26
2005,3,Hearing,17 to 18,19
2005,3,Hearing,18 to 19,22
2005,3,Hearing,19 to 20,18
2005,3,Hearing,20 to 21,26
2005,3,Hearing,21 to 22,11
2005,3,Hearing,22 to 23,8
2005,3,Hearing,23 to 24,8
2005,3,Hearing,24 to 25,9
2005,3,Hearing,25 to 26,11
2005,3,Hearing,26 to 27,13
2005,3,Hearing,27 to 28,5
2005,3,Hearing,28 to 29,5
2005,3,Hearing,30 to 31,9
2005,3,Hearing,31 to 32,6
2005,3,Hearing,32 to 33,5
2005,3,Hearing,33 to 34,5
2005,3,Hearing,34 to 35,8
2005,3,Hearing,35 to 36,3
2005,3,Hearing,36 to 37,3
2005,3,Hearing,37 to 38,3
2005,3,Hearing,38 to 39,2
2005,3,Hearing,40 to 41,6
2005,3,Hearing,41 to 42,7
2005,3,Hearing,42 to 43,3
2005,3,Hearing,43 to 44,2
2005,3,Hearing,45 to 46,1
2005,3,Hearing,46 to 47,2
2005,3,Hearing,47 to 48,2
2005,3,Hearing,48 to 49,4
2005,3,Hearing,49 to 50,1
2005,3,Hearing,50 to 51,1
2005,3,Hearing,51 to 52,3
2005,3,Hearing,52 to 53,1
2005,3,Hearing,53 to 54,2
2005,3,Hearing,54 to 55,2
2005,3,Hearing,55 to 56,2
2005,3,Hearing,56 to 57,2
2005,3,Hearing,57 to 58,1
2005,3,Hearing,58 to 59,2
2005,3,Hearing,59 to 60,1
2005,3,Hearing,60 to 61,1
2005,3,Hearing,62 to 63,1
2005,3,Hearing,63 to 64,2
2005,3,Hearing,64 to 65,1
2005,3,Hearing,65 to 66,1
2005,3,Hearing,68 to 69,2
2005,3,Hearing,69 to 70,1
2005,3,Hearing,70 to 71,1
2005,3,Hearing,72 to 73,1
2005,3,Hearing,76 to 77,1
2005,3,Hearing,78 to 79,1
2005,3,Hearing,80 to 81,1
2005,3,Hearing,81 to 82,1
2005,3,Petition,0 to 1,37937
2005,4,AR Application,79 to 80,2
2005,4,AR Application,67 to 68,1
2005,4,AR Application,66 to 67,1
2005,4,AR Application,65 to 66,2
2005,4,AR Application,64 to 65,1
2005,4,AR Application,63 to 64,3
2005,4,AR Application,62 to 63,1
2005,4,AR Application,60 to 61,2
2005,4,AR Application,57 to 58,1
2005,4,AR Application,56 to 57,1
2005,4,AR Application,55 to 56,1
2005,4,AR Application,53 to 54,1
2005,4,AR Application,51 to 52,1
2005,4,AR Application,49 to 50,1
2005,4,AR Application,48 to 49,2
2005,4,AR Application,47 to 48,3
2005,4,AR Application,46 to 47,1
2005,4,AR Application,45 to 46,2
2005,4,AR Application,44 to 45,3
2005,4,AR Application,43 to 44,4
2005,4,AR Application,42 to 43,7
2005,4,AR Application,41 to 42,2
2005,4,AR Application,40 to 41,3
2005,4,AR Application,39 to 40,3
2005,4,AR Application,38 to 39,2
2005,4,AR Application,37 to 38,2
2005,4,AR Application,36 to 37,4
2005,4,AR Application,35 to 36,3
2005,4,AR Application,34 to 35,2
2005,4,AR Application,33 to 34,5
2005,4,AR Application,32 to 33,4
2005,4,AR Application,31 to 32,5
2005,4,AR Application,30 to 31,7
2005,4,AR Application,29 to 30,4
2005,4,AR Application,28 to 29,7
2005,4,AR Application,27 to 28,10
2005,4,AR Application,26 to 27,3
2005,4,AR Application,25 to 26,8
2005,4,AR Application,24 to 25,11
2005,4,AR Application,23 to 24,10
2005,4,AR Application,22 to 23,10
2005,4,AR Application,21 to 22,15
2005,4,AR Application,20 to 21,13
2005,4,AR Application,19 to 20,17
2005,4,AR Application,18 to 19,20
2005,4,AR Application,17 to 18,32
2005,4,AR Application,16 to 17,22
2005,4,AR Application,15 to 16,36
2005,4,AR Application,14 to 15,35
2005,4,AR Application,13 to 14,41
2005,4,AR Application,12 to 13,60
2005,4,AR Application,11 to 12,82
2005,4,AR Application,10 to 11,129
2005,4,AR Application,9 to 10,210
2005,4,AR Application,8 to 9,234
2005,4,AR Application,7 to 8,348
2005,4,AR Application,6 to 7,543
2005,4,AR Application,5 to 6,889
2005,4,AR Application,4 to 5,1155
2005,4,AR Application,3 to 4,1876
2005,4,AR Application,2 to 3,2908
2005,4,AR Application,1 to 2,3644
2005,4,AR Application,0 to 1,2318
2005,4,AR Order,1 to 2,1926
2005,4,AR Order,0 to 1,315
2005,4,AR Order,79 to 80,1
2005,4,AR Order,77 to 78,2
2005,4,AR Order,74 to 75,1
2005,4,AR Order,72 to 73,1
2005,4,AR Order,70 to 71,1
2005,4,AR Order,67 to 68,2
2005,4,AR Order,66 to 67,1
2005,4,AR Order,65 to 66,1
2005,4,AR Order,64 to 65,4
2005,4,AR Order,62 to 63,1
2005,4,AR Order,61 to 62,2
2005,4,AR Order,60 to 61,1
2005,4,AR Order,59 to 60,3
2005,4,AR Order,56 to 57,1
2005,4,AR Order,53 to 54,2
2005,4,AR Order,52 to 53,1
2005,4,AR Order,51 to 52,2
2005,4,AR Order,50 to 51,1
2005,4,AR Order,49 to 50,3
2005,4,AR Order,48 to 49,2
2005,4,AR Order,47 to 48,4
2005,4,AR Order,46 to 47,1
2005,4,AR Order,45 to 46,2
2005,4,AR Order,44 to 45,3
2005,4,AR Order,43 to 44,4
2005,4,AR Order,42 to 43,2
2005,4,AR Order,41 to 42,4
2005,4,AR Order,40 to 41,7
2005,4,AR Order,39 to 40,2
2005,4,AR Order,38 to 39,7
2005,4,AR Order,37 to 38,1
2005,4,AR Order,36 to 37,5
2005,4,AR Order,35 to 36,5
2005,4,AR Order,34 to 35,3
2005,4,AR Order,33 to 34,7
2005,4,AR Order,32 to 33,4
2005,4,AR Order,31 to 32,8
2005,4,AR Order,30 to 31,6
2005,4,AR Order,29 to 30,4
2005,4,AR Order,28 to 29,8
2005,4,AR Order,27 to 28,10
2005,4,AR Order,26 to 27,10
2005,4,AR Order,25 to 26,12
2005,4,AR Order,24 to 25,12
2005,4,AR Order,23 to 24,18
2005,4,AR Order,22 to 23,14
2005,4,AR Order,21 to 22,14
2005,4,AR Order,20 to 21,20
2005,4,AR Order,19 to 20,24
2005,4,AR Order,18 to 19,21
2005,4,AR Order,17 to 18,42
2005,4,AR Order,16 to 17,28
2005,4,AR Order,15 to 16,43
2005,4,AR Order,14 to 15,47
2005,4,AR Order,13 to 14,54
2005,4,AR Order,12 to 13,97
2005,4,AR Order,11 to 12,142
2005,4,AR Order,10 to 11,182
2005,4,AR Order,9 to 10,273
2005,4,AR Order,8 to 9,339
2005,4,AR Order,7 to 8,527
2005,4,AR Order,6 to 7,718
2005,4,AR Order,5 to 6,1053
2005,4,AR Order,4 to 5,1365
2005,4,AR Order,3 to 4,1791
2005,4,AR Order,2 to 3,2150
2005,4,Decree Absolute,38 to 39,7
2005,4,Decree Absolute,39 to 40,2
2005,4,Decree Absolute,40 to 41,3
2005,4,Decree Absolute,41 to 42,5
2005,4,Decree Absolute,42 to 43,6
2005,4,Decree Absolute,43 to 44,5
2005,4,Decree Absolute,44 to 45,3
2005,4,Decree Absolute,45 to 46,3
2005,4,Decree Absolute,46 to 47,1
2005,4,Decree Absolute,47 to 48,4
2005,4,Decree Absolute,48 to 49,4
2005,4,Decree Absolute,49 to 50,3
2005,4,Decree Absolute,50 to 51,5
2005,4,Decree Absolute,51 to 52,1
2005,4,Decree Absolute,52 to 53,3
2005,4,Decree Absolute,53 to 54,4
2005,4,Decree Absolute,56 to 57,1
2005,4,Decree Absolute,57 to 58,1
2005,4,Decree Absolute,58 to 59,3
2005,4,Decree Absolute,60 to 61,3
2005,4,Decree Absolute,61 to 62,1
2005,4,Decree Absolute,62 to 63,1
2005,4,Decree Absolute,65 to 66,1
2005,4,Decree Absolute,66 to 67,1
2005,4,Decree Absolute,67 to 68,1
2005,4,Decree Absolute,70 to 71,2
2005,4,Decree Absolute,71 to 72,1
2005,4,Decree Absolute,76 to 77,2
2005,4,Decree Absolute,68 to 69,2
2005,4,Decree Absolute,0 to 1,447
2005,4,Decree Absolute,1 to 2,11779
2005,4,Decree Absolute,2 to 3,7301
2005,4,Decree Absolute,3 to 4,3961
2005,4,Decree Absolute,4 to 5,2527
2005,4,Decree Absolute,5 to 6,1651
2005,4,Decree Absolute,6 to 7,1121
2005,4,Decree Absolute,7 to 8,696
2005,4,Decree Absolute,8 to 9,552
2005,4,Decree Absolute,9 to 10,408
2005,4,Decree Absolute,10 to 11,299
2005,4,Decree Absolute,11 to 12,214
2005,4,Decree Absolute,12 to 13,149
2005,4,Decree Absolute,13 to 14,114
2005,4,Decree Absolute,14 to 15,105
2005,4,Decree Absolute,15 to 16,74
2005,4,Decree Absolute,16 to 17,54
2005,4,Decree Absolute,17 to 18,46
2005,4,Decree Absolute,18 to 19,45
