case,stage,year,quarter,applicant,main_applicant_gender,other_applicant_gender,count,mean_weeks,median_weeks
Divorce,Application,2022,,Joint,Female,Unknown,1,,
Divorce,Application,2022,,Joint,Male,Female,7911,,
Divorce,Application,2022,,All,All,All,91056,,
Divorce,Application,2022,,Joint,All,All,19565,,
Divorce,Application,2022,,Sole,All,All,71491,,
Divorce,Application,2022,,All,Female,Female,1016,,
Divorce,Application,2022,,All,Male,Unknown,11,,
Divorce,Application,2022,,All,Male,Female,33029,,
Divorce,Application,2022,,All,Unknown,Unknown,3441,,
Divorce,Application,2022,,All,Unknown,Female,19,,
Divorce,Application,2022,,All,Female,Male,52937,,
Divorce,Application,2022,,All,Male,Male,574,,
Divorce,Application,2022,,All,Female,Unknown,8,,
Divorce,Application,2022,,Joint,Female,Female,301,,
Divorce,Application,2022,,Joint,Male,Unknown,3,,
Divorce,Application,2022,,Joint,Male,Male,222,,
Divorce,Application,2022,,Sole,Female,N/A,43320,,
Divorce,Application,2022,,All,Unknown,Male,21,,
Divorce,Application,2022,,Joint,Unknown,Unknown,785,,
Divorce,Application,2023,,Joint,Male,Male,236,,
Divorce,Application,2023,,Joint,Female,Male,13308,,
Divorce,Application,2023,,Joint,Female,Unknown,3,,
Divorce,Application,2023,,All,All,All,112119,,
Divorce,Application,2023,,Joint,All,All,26025,,
Divorce,Application,2023,,Sole,All,All,86094,,
Divorce,Application,2023,,All,Female,Unknown,14,,
Divorce,Application,2023,,All,Unknown,Female,15,,
Divorce,Application,2023,,All,Unknown,Unknown,5491,,
Divorce,Application,2023,,All,Female,Female,1380,,
Divorce,Application,2023,,All,Male,Unknown,11,,
Divorce,Application,2023,,All,Unknown,Male,13,,
Divorce,Application,2023,,All,Male,Male,677,,
Divorce,Application,2023,,All,Female,Male,64426,,
Divorce,Application,2023,,Joint,Unknown,Unknown,1692,,
Divorce,Application,2023,,Joint,Female,Female,440,,
Divorce,Application,2023,,Joint,Male,Unknown,3,,
Divorce,Application,2023,,Joint,Unknown,Male,1,,
Divorce,Application,2023,,Sole,Unknown,N/A,3826,,
Divorce,Application,2023,,Sole,Male,N/A,30199,,
Divorce,Application,2023,,Sole,Female,N/A,52069,,
Divorce,Application,2023,,All,Male,Female,40092,,
Divorce,Application,2023,,Joint,Male,Female,10342,,
Divorce,Application,2024,,Joint,Female,Male,14336,,
Divorce,Application,2024,,Joint,Male,Male,259,,
Divorce,Application,2024,,Joint,Male,Unknown,2,,
Divorce,Application,2024,,Sole,Male,N/A,29017,,
Divorce,Application,2024,,Joint,Unknown,Unknown,1159,,
Divorce,Application,2024,,Joint,Female,Female,479,,
Divorce,Application,2024,,All,All,All,109513,,
Divorce,Application,2024,,Joint,All,All,27038,,
Divorce,Application,2024,,Sole,All,All,82475,,
Divorce,Application,2024,,All,Unknown,Female,6,,
Divorce,Application,2024,,All,Female,Male,64207,,
Divorce,Application,2024,,All,Unknown,Male,6,,
Divorce,Application,2024,,All,Unknown,Unknown,3775,,
Divorce,Application,2024,,All,Female,Unknown,12,,
Divorce,Application,2024,,All,Male,Male,680,,
Divorce,Application,2024,,All,Female,Female,1429,,
Divorce,Application,2024,,All,Male,Female,39394,,
Divorce,Application,2024,,Joint,Male,Female,10800,,
Divorce,Application,2024,,Joint,Female,Unknown,2,,
Divorce,Application,2024,,Joint,Unknown,Male,1,,
Divorce,Application,2024,,Sole,Female,N/A,50831,,
Divorce,Application,2024,,Sole,Unknown,N/A,2627,,
Divorce,Application,2024,,All,Male,Unknown,4,,
Divorce,Application,2025,,Sole,Unknown,N/A,1513,,
Divorce,Application,2025,,Joint,Female,Unknown,6,,
Divorce,Application,2025,,Joint,Male,Unknown,1,,
Divorce,Application,2025,,All,All,All,108243,,
Divorce,Application,2025,,Joint,All,All,28931,,
Divorce,Application,2025,,Sole,All,All,79312,,
Divorce,Application,2025,,All,Female,Male,64016,,
Divorce,Application,2025,,All,Unknown,Unknown,2329,,
Divorce,Application,2025,,All,Male,Female,39467,,
Divorce,Application,2025,,All,Unknown,Male,2,,
Divorce,Application,2025,,All,Male,Unknown,4,,
Divorce,Application,2025,,All,Female,Female,1587,,
Divorce,Application,2025,,All,Male,Male,824,,
Divorce,Application,2025,,All,Unknown,Female,2,,
Divorce,Application,2025,,All,Female,Unknown,12,,
Divorce,Application,2025,,Joint,Female,Male,15319,,
Divorce,Application,2025,,Joint,Female,Female,565,,
Divorce,Application,2025,,Joint,Male,Female,11928,,
Divorce,Application,2025,,Joint,Male,Male,292,,
Divorce,Application,2025,,Joint,Unknown,Unknown,820,,
Divorce,Application,2025,,Sole,Male,N/A,28074,,
Divorce,Application,2025,,Sole,Female,N/A,49725,,
Divorce,Application,,2022 Q2,All,Unknown,Male,11,,
Divorce,Application,,2022 Q2,All,Female,Unknown,1,,
Divorce,Application,,2022 Q2,Joint,Female,Male,4020,,
Divorce,Application,,2022 Q2,Joint,Male,Female,2941,,
Divorce,Application,,2022 Q2,All,All,All,34810,,
Divorce,Application,,2022 Q2,All,Male,Female,12427,,
Divorce,Application,,2022 Q2,All,Male,Unknown,2,,
Divorce,Application,,2022 Q2,Sole,Unknown,N/A,859,,
Divorce,Application,,2022 Q2,All,Unknown,Female,8,,
Divorce,Application,,2022 Q2,All,Male,Male,231,,
Divorce,Application,,2022 Q2,Sole,Female,N/A,16939,,
Divorce,Application,,2022 Q2,All,Female,Male,20681,,
Divorce,Application,,2022 Q2,All,Female,Female,408,,
Divorce,Application,,2022 Q2,All,Unknown,Unknown,1041,,
Divorce,Application,,2022 Q2,Joint,Female,Female,131,,
Divorce,Application,,2022 Q2,Joint,Unknown,Unknown,201,,
Divorce,Application,,2022 Q2,Sole,Male,N/A,9631,,
Divorce,Application,,2022 Q2,Joint,Male,Male,88,,
Divorce,Application,,2022 Q2,Joint,All,All,7381,,
Divorce,Application,,2022 Q2,Sole,All,All,27429,,
Divorce,Application,,2022 Q3,All,Unknown,Female,7,,
Divorce,Application,,2022 Q3,All,Female,Female,320,,
Divorce,Application,,2022 Q3,Joint,Male,Female,2713,,
Divorce,Application,,2022 Q3,Joint,Female,Unknown,1,,
Divorce,Application,,2022 Q3,Joint,Unknown,Male,2,,
Divorce,Application,,2022 Q3,Joint,Female,Female,85,,
Divorce,Application,,2022 Q3,Joint,Male,Unknown,1,,
Divorce,Application,,2022 Q3,All,All,All,30750,,
Divorce,Application,,2022 Q3,All,Male,Unknown,4,,
Divorce,Application,,2022 Q3,All,Female,Unknown,3,,
Divorce,Application,,2022 Q3,All,Unknown,Male,6,,
Divorce,Application,,2022 Q3,All,Unknown,Unknown,1299,,
Divorce,Application,,2022 Q3,All,Male,Male,190,,
Divorce,Application,,2022 Q3,Sole,Female,N/A,14578,,
Divorce,Application,,2022 Q3,Sole,Unknown,N/A,997,,
Divorce,Application,,2022 Q3,All,Female,Male,17792,,
Divorce,Application,,2022 Q3,All,Male,Female,11129,,
Divorce,Application,,2022 Q3,Joint,Female,Male,3451,,
Divorce,Application,,2022 Q3,Sole,Male,N/A,8538,,
Divorce,Application,,2022 Q3,Joint,Male,Male,71,,
Divorce,Application,,2022 Q3,Joint,Unknown,Unknown,313,,
Divorce,Application,,2022 Q3,Joint,All,All,6637,,
Divorce,Application,,2022 Q3,Sole,All,All,24113,,
Divorce,Application,,2022 Q4,All,Male,Male,153,,
Divorce,Application,,2022 Q4,All,Female,Male,14464,,
Divorce,Application,,2022 Q4,Joint,Female,Female,85,,
Divorce,Application,,2022 Q4,Joint,Unknown,Unknown,271,,
Divorce,Application,,2022 Q4,Joint,Male,Unknown,2,,
Divorce,Application,,2022 Q4,Joint,Male,Male,63,,
Divorce,Application,,2022 Q4,All,All,All,25496,,
Divorce,Application,,2022 Q4,All,Unknown,Male,4,,
Divorce,Application,,2022 Q4,All,Male,Unknown,5,,
Divorce,Application,,2022 Q4,All,Male,Female,9473,,
Divorce,Application,,2022 Q4,All,Female,Unknown,4,,
Divorce,Application,,2022 Q4,All,Female,Female,288,,
Divorce,Application,,2022 Q4,Sole,Male,N/A,7309,,
Divorce,Application,,2022 Q4,All,Unknown,Unknown,1101,,
Divorce,Application,,2022 Q4,Sole,Female,N/A,11803,,
Divorce,Application,,2022 Q4,All,Unknown,Female,4,,
Divorce,Application,,2022 Q4,Joint,Female,Male,2868,,
Divorce,Application,,2022 Q4,Sole,Unknown,N/A,837,,
Divorce,Application,,2022 Q4,Joint,Male,Female,2257,,
Divorce,Application,,2022 Q4,Joint,Unknown,Male,1,,
Divorce,Application,,2022 Q4,Joint,All,All,5547,,
Divorce,Application,,2022 Q4,Sole,All,All,19949,,
Divorce,Application,,2023 Q1,All,Male,Female,11134,,
Divorce,Application,,2023 Q1,All,Female,Unknown,2,,
Divorce,Application,,2023 Q1,All,Unknown,Female,3,,
Divorce,Application,,2023 Q1,Joint,Female,Male,3740,,
Divorce,Application,,2023 Q1,Joint,Unknown,Unknown,422,,
Divorce,Application,,2023 Q1,Joint,Male,Female,2857,,
Divorce,Application,,2023 Q1,All,All,All,31155,,
Divorce,Application,,2023 Q1,All,Female,Female,377,,
Divorce,Application,,2023 Q1,All,Male,Unknown,3,,
Divorce,Application,,2023 Q1,All,Unknown,Unknown,1379,,
Divorce,Application,,2023 Q1,All,Male,Male,191,,
Divorce,Application,,2023 Q1,Sole,Unknown,N/A,962,,
Divorce,Application,,2023 Q1,All,Unknown,Male,3,,
Divorce,Application,,2023 Q1,All,Female,Male,18063,,
Divorce,Application,,2023 Q1,Joint,Male,Male,72,,
Divorce,Application,,2023 Q1,Sole,Male,N/A,8398,,
Divorce,Application,,2023 Q1,Sole,Female,N/A,14579,,
Divorce,Application,,2023 Q1,Joint,Female,Female,123,,
Divorce,Application,,2023 Q1,Joint,Unknown,Male,1,,
Divorce,Application,,2023 Q1,Joint,Male,Unknown,1,,
Divorce,Application,,2023 Q1,Joint,All,All,7216,,
Divorce,Application,,2023 Q1,Sole,All,All,23939,,
Divorce,Application,,2023 Q2,All,Unknown,Unknown,1442,,
Divorce,Application,,2023 Q2,All,Female,Unknown,3,,
Divorce,Application,,2023 Q2,All,Male,Female,9996,,
Divorce,Application,,2023 Q2,All,Male,Unknown,2,,
Divorce,Application,,2023 Q2,Joint,Female,Unknown,2,,
Divorce,Application,,2023 Q2,Joint,Female,Male,3308,,
Divorce,Application,,2023 Q2,All,All,All,27973,,
Divorce,Application,,2023 Q2,All,Unknown,Male,2,,
Divorce,Application,,2023 Q2,All,Female,Male,16036,,
Divorce,Application,,2023 Q2,Sole,Female,N/A,12959,,
Divorce,Application,,2023 Q2,Sole,Male,N/A,7568,,
Divorce,Application,,2023 Q2,All,Male,Male,146,,
Divorce,Application,,2023 Q2,All,Unknown,Female,5,,
Divorce,Application,,2023 Q2,All,Female,Female,341,,
Divorce,Application,,2023 Q2,Sole,Unknown,N/A,1008,,
Divorce,Application,,2023 Q2,Joint,Unknown,Unknown,441,,
Divorce,Application,,2023 Q2,Joint,Male,Female,2530,,
Divorce,Application,,2023 Q2,Joint,Female,Female,111,,
Divorce,Application,,2023 Q2,Joint,Male,Male,46,,
Divorce,Application,,2023 Q2,Joint,All,All,6438,,
Divorce,Application,,2023 Q2,Sole,All,All,21535,,
Divorce,Application,,2023 Q3,Joint,Male,Unknown,1,,
Divorce,Application,,2023 Q3,Joint,Unknown,Unknown,437,,
Divorce,Application,,2023 Q3,Joint,Male,Male,79,,
Divorce,Application,,2023 Q3,All,All,All,28540,,
Divorce,Application,,2023 Q3,All,Female,Unknown,4,,
Divorce,Application,,2023 Q3,Sole,Unknown,N/A,971,,
Divorce,Application,,2023 Q3,All,Male,Unknown,3,,
Divorce,Application,,2023 Q3,All,Male,Female,10216,,
Divorce,Application,,2023 Q3,All,Unknown,Female,3,,
Divorce,Application,,2023 Q3,Sole,Female,N/A,13236,,
Divorce,Application,,2023 Q3,All,Female,Male,16341,,
Divorce,Application,,2023 Q3,All,Male,Male,204,,
Divorce,Application,,2023 Q3,All,Unknown,Unknown,1401,,
Divorce,Application,,2023 Q3,All,Unknown,Male,4,,
Divorce,Application,,2023 Q3,All,Female,Female,364,,
Divorce,Application,,2023 Q3,Sole,Male,N/A,7678,,
Divorce,Application,,2023 Q3,Joint,Female,Male,3356,,
Divorce,Application,,2023 Q3,Joint,Female,Female,117,,
Divorce,Application,,2023 Q3,Joint,Male,Female,2665,,
Divorce,Application,,2023 Q3,Joint,All,All,6655,,
Divorce,Application,,2023 Q3,Sole,All,All,21885,,
Divorce,Application,,2023 Q4,Joint,Female,Female,89,,
Divorce,Application,,2023 Q4,Joint,Unknown,Unknown,392,,
Divorce,Application,,2023 Q4,Joint,Male,Female,2290,,
Divorce,Application,,2023 Q4,All,All,All,24451,,
Divorce,Application,,2023 Q4,All,Female,Female,298,,
Divorce,Application,,2023 Q4,All,Unknown,Male,4,,
Divorce,Application,,2023 Q4,All,Male,Female,8746,,
Divorce,Application,,2023 Q4,All,Male,Male,136,,
Divorce,Application,,2023 Q4,All,Female,Unknown,5,,
Divorce,Application,,2023 Q4,Sole,Male,N/A,6555,,
Divorce,Application,,2023 Q4,All,Female,Male,13986,,
Divorce,Application,,2023 Q4,All,Male,Unknown,3,,
Divorce,Application,,2023 Q4,All,Unknown,Unknown,1269,,
Divorce,Application,,2023 Q4,All,Unknown,Female,4,,
Divorce,Application,,2023 Q4,Joint,Female,Unknown,1,,
Divorce,Application,,2023 Q4,Joint,Male,Unknown,1,,
Divorce,Application,,2023 Q4,Joint,Male,Male,39,,
Divorce,Application,,2023 Q4,Sole,Female,N/A,11295,,
Divorce,Application,,2023 Q4,Sole,Unknown,N/A,885,,
Divorce,Application,,2023 Q4,Joint,Female,Male,2904,,
Divorce,Application,,2023 Q4,Joint,All,All,5716,,
Divorce,Application,,2023 Q4,Sole,All,All,18735,,
Divorce,Application,,2024 Q1,Joint,Male,Female,2750,,
Divorce,Application,,2024 Q1,All,All,All,29577,,
Divorce,Application,,2024 Q1,All,Unknown,Female,3,,
Divorce,Application,,2024 Q1,All,Female,Unknown,5,,
Divorce,Application,,2024 Q1,All,Unknown,Male,4,,
Divorce,Application,,2024 Q1,All,Unknown,Unknown,1373,,
Divorce,Application,,2024 Q1,Sole,Unknown,N/A,987,,
Divorce,Application,,2024 Q1,All,Male,Male,182,,
Divorce,Application,,2024 Q1,All,Female,Female,387,,
Divorce,Application,,2024 Q1,All,Female,Male,17204,,
Divorce,Application,,2024 Q1,All,Male,Unknown,3,,
Divorce,Application,,2024 Q1,All,Male,Female,10416,,
Divorce,Application,,2024 Q1,Joint,Female,Male,3862,,
Divorce,Application,,2024 Q1,Joint,Male,Male,74,,
Divorce,Application,,2024 Q1,Sole,Female,N/A,13602,,
Divorce,Application,,2024 Q1,Joint,Female,Female,131,,
Divorce,Application,,2024 Q1,Joint,Unknown,Unknown,393,,
Divorce,Application,,2024 Q1,Joint,Female,Unknown,1,,
Divorce,Application,,2024 Q1,Joint,Male,Unknown,1,,
Divorce,Application,,2024 Q1,Joint,All,All,7212,,
Divorce,Application,,2024 Q1,Sole,All,All,22365,,
Divorce,Application,,2024 Q1,Sole,Male,N/A,7776,,
Divorce,Application,,2024 Q2,All,Male,Female,9874,,
Divorce,Application,,2024 Q2,All,Unknown,Unknown,942,,
Divorce,Application,,2024 Q2,All,Unknown,Male,1,,
Divorce,Application,,2024 Q2,Joint,Unknown,Unknown,304,,
Divorce,Application,,2024 Q2,Joint,Male,Male,67,,
Divorce,Application,,2024 Q2,Joint,Female,Unknown,1,,
Divorce,Application,,2024 Q2,All,All,All,27209,,
Divorce,Application,,2024 Q2,All,Female,Unknown,4,,
Divorce,Application,,2024 Q2,All,Male,Unknown,1,,
Divorce,Application,,2024 Q2,All,Male,Male,164,,
Divorce,Application,,2024 Q2,All,Female,Male,15857,,
Divorce,Application,,2024 Q2,All,Female,Female,365,,
Divorce,Application,,2024 Q2,All,Unknown,Female,1,,
Divorce,Application,,2024 Q2,Joint,Male,Unknown,1,,
Divorce,Application,,2024 Q2,Sole,Female,N/A,12608,,
Divorce,Application,,2024 Q2,Sole,Male,N/A,7223,,
Divorce,Application,,2024 Q2,Sole,Unknown,N/A,639,,
Divorce,Application,,2024 Q2,Joint,Female,Male,3484,,
Divorce,Application,,2024 Q2,Joint,Male,Female,2748,,
Divorce,Application,,2024 Q2,Joint,Unknown,Male,1,,
Divorce,Application,,2024 Q2,Joint,Female,Female,133,,
Divorce,Application,,2024 Q2,Joint,All,All,6739,,
Divorce,Application,,2024 Q2,Sole,All,All,20470,,
Divorce,Application,,2024 Q3,All,Male,Male,169,,
Divorce,Application,,2024 Q3,Joint,Female,Female,105,,
Divorce,Application,,2024 Q3,Joint,Unknown,Unknown,253,,
Divorce,Application,,2024 Q3,Joint,Male,Male,65,,
Divorce,Application,,2024 Q3,All,All,All,27821,,
Divorce,Application,,2024 Q3,All,Unknown,Female,1,,
Divorce,Application,,2024 Q3,All,Female,Male,16546,,
Divorce,Application,,2024 Q3,All,Female,Female,367,,
Divorce,Application,,2024 Q3,Sole,Female,N/A,13096,,
Divorce,Application,,2024 Q3,Sole,Male,N/A,7299,,
Divorce,Application,,2024 Q3,All,Unknown,Male,1,,
Divorce,Application,,2024 Q3,All,Female,Unknown,1,,
Divorce,Application,,2024 Q3,All,Unknown,Unknown,799,,
Divorce,Application,,2024 Q3,All,Male,Female,9937,,
Divorce,Application,,2024 Q3,Joint,Female,Male,3713,,
Divorce,Application,,2024 Q3,Sole,Unknown,N/A,548,,
Divorce,Application,,2024 Q3,Joint,Male,Female,2742,,
Divorce,Application,,2024 Q3,Joint,All,All,6878,,
Divorce,Application,,2024 Q3,Sole,All,All,20943,,
Divorce,Application,,2024 Q4,All,Male,Female,9167,,
Divorce,Application,,2024 Q4,Joint,Female,Female,110,,
Divorce,Application,,2024 Q4,All,All,All,24906,,
Divorce,Application,,2024 Q4,Sole,Unknown,N/A,453,,
Divorce,Application,,2024 Q4,All,Unknown,Unknown,661,,
Divorce,Application,,2024 Q4,All,Male,Male,165,,
Divorce,Application,,2024 Q4,All,Female,Unknown,2,,
Divorce,Application,,2024 Q4,All,Female,Female,310,,
Divorce,Application,,2024 Q4,Sole,Female,N/A,11525,,
Divorce,Application,,2024 Q4,All,Female,Male,14600,,
Divorce,Application,,2024 Q4,All,Unknown,Female,1,,
Divorce,Application,,2024 Q4,Joint,Male,Female,2560,,
Divorce,Application,,2024 Q4,Joint,Unknown,Unknown,209,,
Divorce,Application,,2024 Q4,Joint,Male,Male,53,,
Divorce,Application,,2024 Q4,Sole,Male,N/A,6719,,
Divorce,Application,,2024 Q4,Joint,Female,Male,3277,,
Divorce,Application,,2024 Q4,Joint,All,All,6209,,
Divorce,Application,,2024 Q4,Sole,All,All,18697,,
Divorce,Application,,2025 Q1,All,Male,Male,208,,
Divorce,Application,,2025 Q1,Joint,Unknown,Unknown,219,,
Divorce,Application,,2025 Q1,Joint,Male,Male,79,,
Divorce,Application,,2025 Q1,Joint,Male,Female,3215,,
Divorce,Application,,2025 Q1,Joint,Female,Male,4151,,
Divorce,Application,,2025 Q1,All,All,All,29923,,
Divorce,Application,,2025 Q1,All,Male,Female,10800,,
Divorce,Application,,2025 Q1,Sole,Unknown,N/A,451,,
Divorce,Application,,2025 Q1,All,Unknown,Unknown,670,,
Divorce,Application,,2025 Q1,All,Female,Male,17809,,
Divorce,Application,,2025 Q1,Sole,Female,N/A,13929,,
Divorce,Application,,2025 Q1,All,Female,Unknown,2,,
Divorce,Application,,2025 Q1,All,Male,Unknown,2,,
Divorce,Application,,2025 Q1,All,Female,Female,432,,
Divorce,Application,,2025 Q1,Joint,Female,Female,161,,
Divorce,Application,,2025 Q1,Joint,Male,Unknown,1,,
Divorce,Application,,2025 Q1,Sole,Male,N/A,7715,,
Divorce,Application,,2025 Q1,Joint,Female,Unknown,2,,
Divorce,Application,,2025 Q1,Joint,All,All,7828,,
Divorce,Application,,2025 Q1,Sole,All,All,22095,,
Divorce,Application,,2025 Q2,Joint,Female,Female,146,,
Divorce,Application,,2025 Q2,Joint,Female,Unknown,1,,
Divorce,Application,,2025 Q2,All,All,All,27390,,
Divorce,Application,,2025 Q2,All,Male,Unknown,1,,
Divorce,Application,,2025 Q2,All,Unknown,Unknown,624,,
Divorce,Application,,2025 Q2,All,Male,Male,212,,
Divorce,Application,,2025 Q2,All,Female,Unknown,5,,
Divorce,Application,,2025 Q2,Sole,Male,N/A,7151,,
Divorce,Application,,2025 Q2,All,Female,Female,406,,
Divorce,Application,,2025 Q2,All,Female,Male,16167,,
Divorce,Application,,2025 Q2,All,Male,Female,9975,,
Divorce,Application,,2025 Q2,Joint,Unknown,Unknown,225,,
Divorce,Application,,2025 Q2,Joint,Female,Male,3816,,
Divorce,Application,,2025 Q2,Joint,Male,Female,2964,,
Divorce,Application,,2025 Q2,Sole,Female,N/A,12615,,
Divorce,Application,,2025 Q2,Sole,Unknown,N/A,399,,
Divorce,Application,,2025 Q2,Joint,Male,Male,73,,
Divorce,Application,,2025 Q2,Joint,All,All,7225,,
Divorce,Application,,2025 Q2,Sole,All,All,20165,,
Divorce,Application,,2025 Q3,All,Female,Male,16080,,
Divorce,Application,,2025 Q3,All,Male,Female,10036,,
Divorce,Application,,2025 Q3,Joint,Male,Male,71,,
Divorce,Application,,2025 Q3,Joint,Female,Male,4024,,
Divorce,Application,,2025 Q3,Joint,Female,Unknown,2,,
Divorce,Application,,2025 Q3,Joint,Unknown,Unknown,203,,
Divorce,Application,,2025 Q3,All,All,All,27243,,
Divorce,Application,,2025 Q3,All,Female,Unknown,3,,
Divorce,Application,,2025 Q3,All,Unknown,Male,2,,
Divorce,Application,,2025 Q3,Sole,Unknown,N/A,321,,
Divorce,Application,,2025 Q3,All,Male,Male,213,,
Divorce,Application,,2025 Q3,All,Female,Female,387,,
Divorce,Application,,2025 Q3,Sole,Female,N/A,12311,,
Divorce,Application,,2025 Q3,Sole,Male,N/A,7105,,
Divorce,Application,,2025 Q3,All,Unknown,Unknown,522,,
Divorce,Application,,2025 Q3,Joint,Male,Female,3073,,
Divorce,Application,,2025 Q3,Joint,Female,Female,133,,
Divorce,Application,,2025 Q3,Joint,All,All,7506,,
Divorce,Application,,2025 Q3,Sole,All,All,19737,,
Divorce,Application,,2025 Q4,All,Unknown,Female,2,,
Divorce,Application,,2025 Q4,All,Female,Unknown,2,,
Divorce,Application,,2025 Q4,All,Male,Female,8656,,
Divorce,Application,,2025 Q4,All,Female,Male,13960,,
Divorce,Application,,2025 Q4,All,Male,Male,191,,
Divorce,Application,,2025 Q4,Joint,Female,Male,3328,,
Divorce,Application,,2025 Q4,Joint,Unknown,Unknown,173,,
Divorce,Application,,2025 Q4,Joint,Male,Male,69,,
Divorce,Application,,2025 Q4,All,All,All,23687,,
Divorce,Application,,2025 Q4,All,Female,Female,362,,
Divorce,Application,,2025 Q4,Sole,Female,N/A,10870,,
Divorce,Application,,2025 Q4,All,Male,Unknown,1,,
Divorce,Application,,2025 Q4,All,Unknown,Unknown,513,,
Divorce,Application,,2025 Q4,Joint,Female,Unknown,1,,
Divorce,Application,,2025 Q4,Sole,Male,N/A,6103,,
Divorce,Application,,2025 Q4,Sole,Unknown,N/A,342,,
Divorce,Application,,2025 Q4,Joint,Female,Female,125,,
Divorce,Application,,2025 Q4,Joint,Male,Female,2676,,
Divorce,Application,,2025 Q4,Joint,All,All,6372,,
Divorce,Application,,2025 Q4,Sole,All,All,17315,,
Divorce,Conditional Order,2022,,All,All,All,21331,27.487,27
Divorce,Conditional Order,2022,,Sole,All,All,15663,27.58,27
Divorce,Conditional Order,2022,,Joint,All,All,5668,27.231,26.857
Divorce,Conditional Order,2023,,All,All,All,94335,30.895,28.143
Divorce,Conditional Order,2023,,Sole,All,All,70224,31.808,29
Divorce,Conditional Order,2023,,Joint,All,All,24111,28.236,26.143
Divorce,Conditional Order,2024,,All,All,All,102400,34.512,29.143
Divorce,Conditional Order,2024,,Joint,All,All,24664,30.247,27
Divorce,Conditional Order,2024,,Sole,All,All,77736,35.865,30
Divorce,Conditional Order,2025,,All,All,All,114841,36.843,30.286
Divorce,Conditional Order,2025,,Joint,All,All,29277,32.191,29.143
Divorce,Conditional Order,2025,,Sole,All,All,85564,38.435,31
Divorce,Conditional Order,,2022 Q3,Joint,All,All,108,24.692,24.857
Divorce,Conditional Order,,2022 Q3,Sole,All,All,537,24.542,24.143
Divorce,Conditional Order,,2022 Q3,All,All,All,645,24.567,24.143
Divorce,Conditional Order,,2022 Q4,Joint,All,All,5560,27.28,26.857
Divorce,Conditional Order,,2022 Q4,Sole,All,All,15126,27.688,27.143
Divorce,Conditional Order,,2022 Q4,All,All,All,20686,27.578,27
Divorce,Conditional Order,,2023 Q1,Joint,All,All,7187,28.439,27.429
Divorce,Conditional Order,,2023 Q1,Sole,All,All,22190,30.062,28.286
Divorce,Conditional Order,,2023 Q1,All,All,All,29377,29.665,28.143
Divorce,Conditional Order,,2023 Q2,Joint,All,All,5780,27.004,24.857
Divorce,Conditional Order,,2023 Q2,Sole,All,All,17454,29.759,26.429
Divorce,Conditional Order,,2023 Q2,All,All,All,23234,29.073,26.143
Divorce,Conditional Order,,2023 Q3,Sole,All,All,15194,32.264,27.714
Divorce,Conditional Order,,2023 Q3,Joint,All,All,5568,27.972,25.286
Divorce,Conditional Order,,2023 Q3,All,All,All,20762,31.113,27
Divorce,Conditional Order,,2023 Q4,Joint,All,All,5576,29.514,26.143
Divorce,Conditional Order,,2023 Q4,Sole,All,All,15386,36.202,31
Divorce,Conditional Order,,2023 Q4,All,All,All,20962,34.423,30
Divorce,Conditional Order,,2024 Q1,Sole,All,All,25245,36.289,30.857
Divorce,Conditional Order,,2024 Q1,Joint,All,All,6584,30.475,27.429
Divorce,Conditional Order,,2024 Q1,All,All,All,31829,35.087,30.286
Divorce,Conditional Order,,2024 Q2,Joint,All,All,6973,30.731,26.714
Divorce,Conditional Order,,2024 Q2,Sole,All,All,21119,35.654,28.857
Divorce,Conditional Order,,2024 Q2,All,All,All,28092,34.432,28.143
Divorce,Conditional Order,,2024 Q3,Joint,All,All,6447,28.591,25
Divorce,Conditional Order,,2024 Q3,Sole,All,All,21168,34.355,26.429
Divorce,Conditional Order,,2024 Q3,All,All,All,27615,33.009,26
Divorce,Conditional Order,,2024 Q4,Joint,All,All,4660,31.49,28.571
Divorce,Conditional Order,,2024 Q4,Sole,All,All,10204,38.388,31.286
Divorce,Conditional Order,,2024 Q4,All,All,All,14864,36.226,30.857
Divorce,Conditional Order,,2025 Q1,Joint,All,All,5883,33.45,30
Divorce,Conditional Order,,2025 Q1,Sole,All,All,20313,39.751,32.857
Divorce,Conditional Order,,2025 Q1,All,All,All,26196,38.336,32.429
Divorce,Conditional Order,,2025 Q2,Joint,All,All,7852,33.266,29.857
Divorce,Conditional Order,,2025 Q2,Sole,All,All,22270,38.643,30.714
Divorce,Conditional Order,,2025 Q2,All,All,All,30122,37.241,30.286
Divorce,Conditional Order,,2025 Q3,Sole,All,All,21356,37.845,28.571
Divorce,Conditional Order,,2025 Q3,Joint,All,All,7456,31.488,27.714
Divorce,Conditional Order,,2025 Q3,All,All,All,28812,36.2,28.286
Divorce,Conditional Order,,2025 Q4,Joint,All,All,8086,30.879,27.429
Divorce,Conditional Order,,2025 Q4,Sole,All,All,21625,37.568,28.286
Divorce,Conditional Order,,2025 Q4,All,All,All,29711,35.748,28
Divorce,Final Order,2022,,All,All,All,7394,32.835,32.571
Divorce,Final Order,2022,,Sole,All,All,5267,32.83,32.571
Divorce,Final Order,2022,,Joint,All,All,2127,32.845,32.571
Divorce,Final Order,2023,,All,All,All,76151,39.313,35.286
Divorce,Final Order,2023,,Sole,All,All,55784,40.08,35.857
Divorce,Final Order,2023,,Joint,All,All,20367,37.211,33.857
