type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
Cases started,2015,4,n/a,n/a,n/a,n/a,n/a,3149
Cases started,2016,1,n/a,n/a,n/a,n/a,n/a,3158
Cases started,2016,2,n/a,n/a,n/a,n/a,n/a,3106
Cases started,2016,3,n/a,n/a,n/a,n/a,n/a,2953
Cases started,2016,4,n/a,n/a,n/a,n/a,n/a,2972
Cases started,2017,1,n/a,n/a,n/a,n/a,n/a,3161
Cases started,2017,2,n/a,n/a,n/a,n/a,n/a,2898
Cases started,2017,3,n/a,n/a,n/a,n/a,n/a,2841
Cases started,2017,4,n/a,n/a,n/a,n/a,n/a,2844
Cases started,2018,1,n/a,n/a,n/a,n/a,n/a,2843
Cases started,2018,2,n/a,n/a,n/a,n/a,n/a,2742
Cases started,2018,3,n/a,n/a,n/a,n/a,n/a,2728
Cases started,2018,4,n/a,n/a,n/a,n/a,n/a,2790
Cases started,2019,1,n/a,n/a,n/a,n/a,n/a,2780
Cases started,2019,2,n/a,n/a,n/a,n/a,n/a,2600
Cases started,2019,3,n/a,n/a,n/a,n/a,n/a,2525
Cases started,2019,4,n/a,n/a,n/a,n/a,n/a,2493
Cases started,2020,1,n/a,n/a,n/a,n/a,n/a,2419
Cases started,2020,2,n/a,n/a,n/a,n/a,n/a,2029
Cases started,2020,3,n/a,n/a,n/a,n/a,n/a,2269
Cases started,2020,4,n/a,n/a,n/a,n/a,n/a,2515
Cases started,2021,1,n/a,n/a,n/a,n/a,n/a,2451
Cases started,2021,2,n/a,n/a,n/a,n/a,n/a,2250
Cases started,2021,3,n/a,n/a,n/a,n/a,n/a,2008
Cases started,2021,4,n/a,n/a,n/a,n/a,n/a,2082
Cases started,2022,1,n/a,n/a,n/a,n/a,n/a,2045
Cases started,2022,2,n/a,n/a,n/a,n/a,n/a,2137
Cases started,2022,3,n/a,n/a,n/a,n/a,n/a,2087
Cases started,2022,4,n/a,n/a,n/a,n/a,n/a,1901
Cases started,2023,1,n/a,n/a,n/a,n/a,n/a,2233
Cases started,2023,2,n/a,n/a,n/a,n/a,n/a,2126
Cases started,2023,3,n/a,n/a,n/a,n/a,n/a,2053
Cases started,2023,4,n/a,n/a,n/a,n/a,n/a,2064
Cases started,2024,1,n/a,n/a,n/a,n/a,n/a,2015
Cases started,2024,2,n/a,n/a,n/a,n/a,n/a,2090
Cases started,2024,3,n/a,n/a,n/a,n/a,n/a,1946
Cases started,2024,4,n/a,n/a,n/a,n/a,n/a,1921
Cases started,2025,1,n/a,n/a,n/a,n/a,n/a,2040
Cases started,2025,2,n/a,n/a,n/a,n/a,n/a,1901
Cases started,2025,3,n/a,n/a,n/a,n/a,n/a,1901
Cases started,2025,4,n/a,n/a,n/a,n/a,n/a,1966
No order granted,2011,1,No order made,Application Withdrawn,n/a,n/a,n/a,29
No order granted,2011,2,No order made,Application Withdrawn,n/a,n/a,n/a,35
No order granted,2011,3,No order made,Application Withdrawn,n/a,n/a,n/a,37
No order granted,2011,4,No order made,Application Withdrawn,n/a,n/a,n/a,27
No order granted,2012,1,No order made,Application Withdrawn,n/a,n/a,n/a,40
No order granted,2012,2,No order made,Application Withdrawn,n/a,n/a,n/a,29
No order granted,2012,3,No order made,Application Withdrawn,n/a,n/a,n/a,47
No order granted,2012,4,No order made,Application Withdrawn,n/a,n/a,n/a,59
No order granted,2013,1,No order made,Application Withdrawn,n/a,n/a,n/a,69
No order granted,2013,2,No order made,Application Withdrawn,n/a,n/a,n/a,75
No order granted,2013,3,No order made,Application Withdrawn,n/a,n/a,n/a,90
No order granted,2013,4,No order made,Application Withdrawn,n/a,n/a,n/a,90
No order granted,2014,1,No order made,Application Withdrawn,n/a,n/a,n/a,144
No order granted,2014,2,No order made,Application Withdrawn,n/a,n/a,n/a,98
No order granted,2014,3,No order made,Application Withdrawn,n/a,n/a,n/a,132
No order granted,2014,4,No order made,Application Withdrawn,n/a,n/a,n/a,108
No order granted,2015,1,No order made,Application Withdrawn,n/a,n/a,n/a,122
No order granted,2015,2,No order made,Application Withdrawn,n/a,n/a,n/a,119
No order granted,2015,3,No order made,Application Withdrawn,n/a,n/a,n/a,150
No order granted,2015,4,No order made,Application Withdrawn,n/a,n/a,n/a,97
No order granted,2016,1,No order made,Application Withdrawn,n/a,n/a,n/a,111
No order granted,2016,2,No order made,Application Withdrawn,n/a,n/a,n/a,82
No order granted,2016,3,No order made,Application Withdrawn,n/a,n/a,n/a,77
No order granted,2016,4,No order made,Application Withdrawn,n/a,n/a,n/a,84
No order granted,2017,1,No order made,Application Withdrawn,n/a,n/a,n/a,94
No order granted,2017,2,No order made,Application Withdrawn,n/a,n/a,n/a,69
No order granted,2017,3,No order made,Application Withdrawn,n/a,n/a,n/a,81
No order granted,2017,4,No order made,Application Withdrawn,n/a,n/a,n/a,113
No order granted,2018,1,No order made,Application Withdrawn,n/a,n/a,n/a,93
No order granted,2018,2,No order made,Application Withdrawn,n/a,n/a,n/a,88
No order granted,2018,3,No order made,Application Withdrawn,n/a,n/a,n/a,85
No order granted,2018,4,No order made,Application Withdrawn,n/a,n/a,n/a,108
No order granted,2019,1,No order made,Application Withdrawn,n/a,n/a,n/a,79
No order granted,2019,2,No order made,Application Withdrawn,n/a,n/a,n/a,100
No order granted,2019,3,No order made,Application Withdrawn,n/a,n/a,n/a,85
No order granted,2019,4,No order made,Application Withdrawn,n/a,n/a,n/a,89
No order granted,2020,1,No order made,Application Withdrawn,n/a,n/a,n/a,74
No order granted,2020,2,No order made,Application Withdrawn,n/a,n/a,n/a,52
No order granted,2020,3,No order made,Application Withdrawn,n/a,n/a,n/a,96
No order granted,2020,4,No order made,Application Withdrawn,n/a,n/a,n/a,102
No order granted,2021,1,No order made,Application Withdrawn,n/a,n/a,n/a,115
No order granted,2021,2,No order made,Application Withdrawn,n/a,n/a,n/a,66
No order granted,2021,3,No order made,Application Withdrawn,n/a,n/a,n/a,80
No order granted,2021,4,No order made,Application Withdrawn,n/a,n/a,n/a,94
No order granted,2022,1,No order made,Application Withdrawn,n/a,n/a,n/a,135
No order granted,2022,2,No order made,Application Withdrawn,n/a,n/a,n/a,76
No order granted,2022,3,No order made,Application Withdrawn,n/a,n/a,n/a,77
No order granted,2022,4,No order made,Application Withdrawn,n/a,n/a,n/a,70
No order granted,2023,1,No order made,Application Withdrawn,n/a,n/a,n/a,64
No order granted,2023,2,No order made,Application Withdrawn,n/a,n/a,n/a,71
No order granted,2023,3,No order made,Application Withdrawn,n/a,n/a,n/a,57
No order granted,2023,4,No order made,Application Withdrawn,n/a,n/a,n/a,32
No order granted,2024,1,No order made,Application Withdrawn,n/a,n/a,n/a,38
No order granted,2024,2,No order made,Application Withdrawn,n/a,n/a,n/a,46
No order granted,2024,3,No order made,Application Withdrawn,n/a,n/a,n/a,32
No order granted,2024,4,No order made,Application Withdrawn,n/a,n/a,n/a,31
No order granted,2025,1,No order made,Application Withdrawn,n/a,n/a,n/a,18
No order granted,2025,2,No order made,Application Withdrawn,n/a,n/a,n/a,15
No order granted,2025,3,No order made,Application Withdrawn,n/a,n/a,n/a,18
No order granted,2025,4,No order made,Application Withdrawn,n/a,n/a,n/a,19
No order granted,2011,1,No order made,No Order Made,n/a,n/a,n/a,7
No order granted,2011,2,No order made,No Order Made,n/a,n/a,n/a,3
No order granted,2011,3,No order made,No Order Made,n/a,n/a,n/a,6
No order granted,2011,4,No order made,No Order Made,n/a,n/a,n/a,5
No order granted,2012,1,No order made,No Order Made,n/a,n/a,n/a,15
No order granted,2012,2,No order made,No Order Made,n/a,n/a,n/a,8
No order granted,2012,3,No order made,No Order Made,n/a,n/a,n/a,10
No order granted,2012,4,No order made,No Order Made,n/a,n/a,n/a,12
No order granted,2013,1,No order made,No Order Made,n/a,n/a,n/a,19
No order granted,2013,2,No order made,No Order Made,n/a,n/a,n/a,16
No order granted,2013,3,No order made,No Order Made,n/a,n/a,n/a,12
No order granted,2013,4,No order made,No Order Made,n/a,n/a,n/a,25
No order granted,2014,1,No order made,No Order Made,n/a,n/a,n/a,22
No order granted,2014,2,No order made,No Order Made,n/a,n/a,n/a,17
No order granted,2014,3,No order made,No Order Made,n/a,n/a,n/a,20
No order granted,2014,4,No order made,No Order Made,n/a,n/a,n/a,26
No order granted,2015,1,No order made,No Order Made,n/a,n/a,n/a,19
No order granted,2015,2,No order made,No Order Made,n/a,n/a,n/a,33
No order granted,2015,3,No order made,No Order Made,n/a,n/a,n/a,31
No order granted,2015,4,No order made,No Order Made,n/a,n/a,n/a,18
No order granted,2016,1,No order made,No Order Made,n/a,n/a,n/a,14
No order granted,2016,2,No order made,No Order Made,n/a,n/a,n/a,19
No order granted,2016,3,No order made,No Order Made,n/a,n/a,n/a,22
No order granted,2016,4,No order made,No Order Made,n/a,n/a,n/a,29
No order granted,2017,1,No order made,No Order Made,n/a,n/a,n/a,47
No order granted,2017,2,No order made,No Order Made,n/a,n/a,n/a,32
No order granted,2017,3,No order made,No Order Made,n/a,n/a,n/a,13
No order granted,2017,4,No order made,No Order Made,n/a,n/a,n/a,18
No order granted,2018,1,No order made,No Order Made,n/a,n/a,n/a,15
No order granted,2018,2,No order made,No Order Made,n/a,n/a,n/a,19
No order granted,2018,3,No order made,No Order Made,n/a,n/a,n/a,23
No order granted,2018,4,No order made,No Order Made,n/a,n/a,n/a,11
No order granted,2019,1,No order made,No Order Made,n/a,n/a,n/a,11
No order granted,2019,2,No order made,No Order Made,n/a,n/a,n/a,24
No order granted,2019,3,No order made,No Order Made,n/a,n/a,n/a,6
No order granted,2019,4,No order made,No Order Made,n/a,n/a,n/a,18
No order granted,2020,1,No order made,No Order Made,n/a,n/a,n/a,6
No order granted,2020,2,No order made,No Order Made,n/a,n/a,n/a,2
No order granted,2020,3,No order made,No Order Made,n/a,n/a,n/a,16
No order granted,2020,4,No order made,No Order Made,n/a,n/a,n/a,27
No order granted,2021,1,No order made,No Order Made,n/a,n/a,n/a,31
No order granted,2021,2,No order made,No Order Made,n/a,n/a,n/a,23
No order granted,2021,3,No order made,No Order Made,n/a,n/a,n/a,11
No order granted,2021,4,No order made,No Order Made,n/a,n/a,n/a,24
No order granted,2022,1,No order made,No Order Made,n/a,n/a,n/a,24
No order granted,2022,2,No order made,No Order Made,n/a,n/a,n/a,25
No order granted,2022,3,No order made,No Order Made,n/a,n/a,n/a,12
No order granted,2022,4,No order made,No Order Made,n/a,n/a,n/a,26
No order granted,2023,1,No order made,No Order Made,n/a,n/a,n/a,12
No order granted,2023,2,No order made,No Order Made,n/a,n/a,n/a,8
No order granted,2023,3,No order made,No Order Made,n/a,n/a,n/a,3
No order granted,2023,4,No order made,No Order Made,n/a,n/a,n/a,4
No order granted,2024,1,No order made,No Order Made,n/a,n/a,n/a,25
No order granted,2024,2,No order made,No Order Made,n/a,n/a,n/a,25
No order granted,2024,3,No order made,No Order Made,n/a,n/a,n/a,2
No order granted,2024,4,No order made,No Order Made,n/a,n/a,n/a,3
No order granted,2025,1,No order made,No Order Made,n/a,n/a,n/a,5
No order granted,2025,2,No order made,No Order Made,n/a,n/a,n/a,2
No order granted,2025,3,No order made,No Order Made,n/a,n/a,n/a,2
No order granted,2025,4,No order made,No Order Made,n/a,n/a,n/a,1
No order granted,2011,1,No order made,Order Refused,n/a,n/a,n/a,8
No order granted,2011,2,No order made,Order Refused,n/a,n/a,n/a,14
No order granted,2011,3,No order made,Order Refused,n/a,n/a,n/a,7
No order granted,2011,4,No order made,Order Refused,n/a,n/a,n/a,8
No order granted,2012,1,No order made,Order Refused,n/a,n/a,n/a,15
No order granted,2012,2,No order made,Order Refused,n/a,n/a,n/a,6
No order granted,2012,3,No order made,Order Refused,n/a,n/a,n/a,4
No order granted,2012,4,No order made,Order Refused,n/a,n/a,n/a,9
No order granted,2013,1,No order made,Order Refused,n/a,n/a,n/a,12
No order granted,2013,2,No order made,Order Refused,n/a,n/a,n/a,22
No order granted,2013,3,No order made,Order Refused,n/a,n/a,n/a,21
No order granted,2013,4,No order made,Order Refused,n/a,n/a,n/a,14
No order granted,2014,1,No order made,Order Refused,n/a,n/a,n/a,26
No order granted,2014,2,No order made,Order Refused,n/a,n/a,n/a,23
No order granted,2014,3,No order made,Order Refused,n/a,n/a,n/a,26
No order granted,2014,4,No order made,Order Refused,n/a,n/a,n/a,10
No order granted,2015,1,No order made,Order Refused,n/a,n/a,n/a,8
No order granted,2015,2,No order made,Order Refused,n/a,n/a,n/a,20
No order granted,2015,3,No order made,Order Refused,n/a,n/a,n/a,21
No order granted,2015,4,No order made,Order Refused,n/a,n/a,n/a,27
No order granted,2016,1,No order made,Order Refused,n/a,n/a,n/a,14
No order granted,2016,2,No order made,Order Refused,n/a,n/a,n/a,22
No order granted,2016,3,No order made,Order Refused,n/a,n/a,n/a,35
No order granted,2016,4,No order made,Order Refused,n/a,n/a,n/a,24
No order granted,2017,1,No order made,Order Refused,n/a,n/a,n/a,33
No order granted,2017,2,No order made,Order Refused,n/a,n/a,n/a,39
No order granted,2017,3,No order made,Order Refused,n/a,n/a,n/a,21
No order granted,2017,4,No order made,Order Refused,n/a,n/a,n/a,16
No order granted,2018,1,No order made,Order Refused,n/a,n/a,n/a,14
No order granted,2018,2,No order made,Order Refused,n/a,n/a,n/a,17
No order granted,2018,3,No order made,Order Refused,n/a,n/a,n/a,13
No order granted,2018,4,No order made,Order Refused,n/a,n/a,n/a,21
No order granted,2019,1,No order made,Order Refused,n/a,n/a,n/a,22
No order granted,2019,2,No order made,Order Refused,n/a,n/a,n/a,28
No order granted,2019,3,No order made,Order Refused,n/a,n/a,n/a,36
No order granted,2019,4,No order made,Order Refused,n/a,n/a,n/a,28
No order granted,2020,1,No order made,Order Refused,n/a,n/a,n/a,15
No order granted,2020,2,No order made,Order Refused,n/a,n/a,n/a,13
No order granted,2020,3,No order made,Order Refused,n/a,n/a,n/a,28
No order granted,2020,4,No order made,Order Refused,n/a,n/a,n/a,15
No order granted,2021,1,No order made,Order Refused,n/a,n/a,n/a,21
No order granted,2021,2,No order made,Order Refused,n/a,n/a,n/a,8
No order granted,2021,3,No order made,Order Refused,n/a,n/a,n/a,13
No order granted,2021,4,No order made,Order Refused,n/a,n/a,n/a,15
No order granted,2022,1,No order made,Order Refused,n/a,n/a,n/a,19
No order granted,2022,2,No order made,Order Refused,n/a,n/a,n/a,10
No order granted,2022,3,No order made,Order Refused,n/a,n/a,n/a,3
No order granted,2022,4,No order made,Order Refused,n/a,n/a,n/a,10
No order granted,2023,1,No order made,Order Refused,n/a,n/a,n/a,4
No order granted,2023,2,No order made,Order Refused,n/a,n/a,n/a,11
No order granted,2023,3,No order made,Order Refused,n/a,n/a,n/a,9
No order granted,2023,4,No order made,Order Refused,n/a,n/a,n/a,7
No order granted,2024,1,No order made,Order Refused,n/a,n/a,n/a,16
No order granted,2024,2,No order made,Order Refused,n/a,n/a,n/a,11
No order granted,2024,3,No order made,Order Refused,n/a,n/a,n/a,11
No order granted,2024,4,No order made,Order Refused,n/a,n/a,n/a,9
No order granted,2025,1,No order made,Order Refused,n/a,n/a,n/a,8
No order granted,2025,2,No order made,Order Refused,n/a,n/a,n/a,13
No order granted,2025,3,No order made,Order Refused,n/a,n/a,n/a,8
No order granted,2025,4,No order made,Order Refused,n/a,n/a,n/a,19
Order granted,2011,1,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2011,2,Adoption,Convention,Sole applicant,Female,10-14 years,1
Order granted,2011,3,Adoption,Convention,M/F couple,Female,1-4 years,1
Order granted,2011,3,Adoption,Convention,M/F couple,Female,10-14 years,1
Order granted,2011,3,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2011,3,Adoption,Convention,M/F couple,Male,10-14 years,1
Order granted,2011,4,Adoption,Convention,M/F couple,Female,1-4 years,1
Order granted,2012,3,Adoption,Convention,M/F couple,Female,1-4 years,2
Order granted,2012,3,Adoption,Convention,M/F couple,Female,10-14 years,2
Order granted,2012,4,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2012,4,Adoption,Convention,Sole applicant,Female,1-4 years,1
Order granted,2012,4,Adoption,Convention,Sole applicant,Male,1-4 years,1
Order granted,2013,2,Adoption,Convention,M/F couple,Female,15-17 years,1
Order granted,2013,2,Adoption,Convention,M/F couple,Female,5-9 years,2
Order granted,2013,2,Adoption,Convention,M/F couple,Male,5-9 years,1
Order granted,2013,3,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2013,3,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2013,4,Adoption,Convention,M/F couple,Male,10-14 years,1
Order granted,2013,4,Adoption,Convention,Sole applicant,Male,1-4 years,1
Order granted,2013,4,Adoption,Convention,Sole applicant,Male,5-9 years,1
Order granted,2014,2,Adoption,Convention,Sole applicant,Male,10-14 years,1
Order granted,2014,3,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2014,3,Adoption,Convention,Step parent,Male,10-14 years,1
Order granted,2015,2,Adoption,Convention,M/F couple,Male,5-9 years,1
Order granted,2015,3,Adoption,Convention,M/F couple,Female,1-4 years,1
Order granted,2015,3,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2015,3,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2015,4,Adoption,Convention,M/F couple,Male,5-9 years,1
Order granted,2016,1,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2016,1,Adoption,Convention,M/F couple,Male,5-9 years,1
Order granted,2016,4,Adoption,Convention,M/F couple,Female,1-4 years,1
Order granted,2016,4,Adoption,Convention,M/F couple,Female,15-17 years,1
Order granted,2017,1,Adoption,Convention,M/F couple,Male,1-4 years,2
Order granted,2017,1,Adoption,Convention,Other or not stated,Male,1-4 years,1
Order granted,2017,2,Adoption,Convention,Sole applicant,Female,5-9 years,1
Order granted,2017,2,Adoption,Convention,Sole applicant,Male,5-9 years,1
Order granted,2017,3,Adoption,Convention,M/F couple,Female,1-4 years,3
Order granted,2017,3,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2017,3,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2018,1,Adoption,Convention,M/F couple,Female,1-4 years,2
Order granted,2018,2,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2018,2,Adoption,Convention,Sole applicant,Male,1-4 years,1
Order granted,2019,2,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2019,2,Adoption,Convention,Other or not stated,Female,1-4 years,1
Order granted,2019,4,Adoption,Convention,M/F couple,Female,5-9 years,2
Order granted,2020,3,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2020,3,Adoption,Convention,Sole applicant,Male,1-4 years,1
Order granted,2020,4,Adoption,Convention,M/F couple,Female,10-14 years,1
Order granted,2020,4,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2020,4,Adoption,Convention,Sole applicant,Female,1-4 years,1
Order granted,2021,1,Adoption,Convention,Sole applicant,Female,1-4 years,2
Order granted,2021,2,Adoption,Convention,M/F couple,Female,5-9 years,2
Order granted,2021,2,Adoption,Convention,M/F couple,Male,5-9 years,2
Order granted,2021,4,Adoption,Convention,M/F couple,Female,1-4 years,1
Order granted,2021,4,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2021,4,Adoption,Convention,M/F couple,Male,5-9 years,1
Order granted,2021,4,Adoption,Convention,Same sex couple,Female,5-9 years,1
Order granted,2021,4,Adoption,Convention,Sole applicant,Male,1-4 years,1
Order granted,2022,1,Adoption,Convention,M/F couple,Female,1-4 years,1
Order granted,2022,2,Adoption,Convention,M/F couple,Female,10-14 years,1
Order granted,2022,3,Adoption,Convention,M/F couple,Female,15-17 years,1
Order granted,2022,3,Adoption,Convention,M/F couple,Male,5-9 years,1
Order granted,2022,4,Adoption,Convention,Sole applicant,Female,5-9 years,1
Order granted,2023,1,Adoption,Convention,Sole applicant,Female,10-14 years,1
Order granted,2023,1,Adoption,Convention,Sole applicant,Female,15-17 years,1
Order granted,2023,2,Adoption,Convention,Other or not stated,Female,1-4 years,1
Order granted,2023,3,Adoption,Convention,Same sex couple,Male,10-14 years,1
Order granted,2023,3,Adoption,Convention,Sole applicant,Male,15-17 years,2
Order granted,2023,4,Adoption,Convention,M/F couple,Female,1-4 years,1
Order granted,2023,4,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2023,4,Adoption,Convention,M/F couple,Male,5-9 years,1
Order granted,2023,4,Adoption,Convention,Sole applicant,Female,5-9 years,1
Order granted,2023,4,Adoption,Convention,Sole applicant,Male,5-9 years,1
Order granted,2024,1,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2024,1,Adoption,Convention,Same sex couple,Female,15-17 years,1
Order granted,2024,2,Adoption,Convention,Other or not stated,Female,15-17 years,1
Order granted,2024,3,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2024,3,Adoption,Convention,Sole applicant,Female,1-4 years,1
Order granted,2025,1,Adoption,Convention,M/F couple,Male,5-9 years,1
Order granted,2025,2,Adoption,Convention,Other or not stated,Male,1-4 years,1
Order granted,2025,3,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2025,3,Adoption,Convention,Sole applicant,Female,15-17 years,1
Order granted,2025,4,Adoption,Convention,M/F couple,Male,5-9 years,1
Order granted,2025,4,Adoption,Convention,Other or not stated,Female,1-4 years,1
Order granted,2025,4,Adoption,Convention,Sole applicant,Female,5-9 years,1
Order granted,2025,4,Adoption,Convention,Sole applicant,Male,5-9 years,1
Order granted,2011,1,Adoption,Foreign,M/F couple,Female,1-4 years,5
Order granted,2011,1,Adoption,Foreign,M/F couple,Female,10-14 years,1
Order granted,2011,1,Adoption,Foreign,M/F couple,Female,5-9 years,2
Order granted,2011,1,Adoption,Foreign,M/F couple,Male,1-4 years,13
Order granted,2011,1,Adoption,Foreign,Other or not stated,Male,1-4 years,1
Order granted,2011,1,Adoption,Foreign,Other or not stated,Male,5-9 years,1
Order granted,2011,1,Adoption,Foreign,Sole applicant,Female,1-4 years,2
Order granted,2011,1,Adoption,Foreign,Sole applicant,Female,10-14 years,1
Order granted,2011,1,Adoption,Foreign,Sole applicant,Female,15-17 years,2
Order granted,2011,1,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2011,1,Adoption,Foreign,Sole applicant,Male,1-4 years,3
Order granted,2011,1,Adoption,Foreign,Sole applicant,Male,15-17 years,2
Order granted,2011,1,Adoption,Foreign,Sole applicant,Male,5-9 years,2
Order granted,2011,1,Adoption,Foreign,Step parent,Female,10-14 years,3
Order granted,2011,1,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2011,1,Adoption,Foreign,Step parent,Female,Other,1
Order granted,2011,1,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2011,1,Adoption,Foreign,Step parent,Male,5-9 years,1
Order granted,2011,2,Adoption,Foreign,M/F couple,Female,1-4 years,5
Order granted,2011,2,Adoption,Foreign,M/F couple,Female,10-14 years,2
Order granted,2011,2,Adoption,Foreign,M/F couple,Female,5-9 years,2
Order granted,2011,2,Adoption,Foreign,M/F couple,Male,1-4 years,8
Order granted,2011,2,Adoption,Foreign,M/F couple,Male,10-14 years,1
Order granted,2011,2,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2011,2,Adoption,Foreign,M/F couple,Male,<1 year,1
Order granted,2011,2,Adoption,Foreign,Sole applicant,Female,1-4 years,3
Order granted,2011,2,Adoption,Foreign,Sole applicant,Female,10-14 years,4
Order granted,2011,2,Adoption,Foreign,Sole applicant,Female,15-17 years,2
Order granted,2011,2,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2011,2,Adoption,Foreign,Sole applicant,Male,1-4 years,3
Order granted,2011,2,Adoption,Foreign,Sole applicant,Male,10-14 years,3
Order granted,2011,2,Adoption,Foreign,Sole applicant,Male,15-17 years,1
Order granted,2011,2,Adoption,Foreign,Sole applicant,Male,5-9 years,6
Order granted,2011,2,Adoption,Foreign,Step parent,Female,10-14 years,6
Order granted,2011,2,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2011,2,Adoption,Foreign,Step parent,Male,1-4 years,1
Order granted,2011,2,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2011,2,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2011,2,Adoption,Foreign,Step parent,Male,5-9 years,3
Order granted,2011,2,Adoption,Foreign,Step parent,Male,Other,1
Order granted,2011,3,Adoption,Foreign,M/F couple,Female,1-4 years,11
Order granted,2011,3,Adoption,Foreign,M/F couple,Female,15-17 years,1
Order granted,2011,3,Adoption,Foreign,M/F couple,Female,5-9 years,3
Order granted,2011,3,Adoption,Foreign,M/F couple,Male,1-4 years,11
Order granted,2011,3,Adoption,Foreign,M/F couple,Male,10-14 years,4
Order granted,2011,3,Adoption,Foreign,M/F couple,Male,5-9 years,7
Order granted,2011,3,Adoption,Foreign,Other or not stated,Female,1-4 years,3
Order granted,2011,3,Adoption,Foreign,Same sex couple,Female,10-14 years,1
Order granted,2011,3,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2011,3,Adoption,Foreign,Sole applicant,Female,10-14 years,3
Order granted,2011,3,Adoption,Foreign,Sole applicant,Female,5-9 years,1
Order granted,2011,3,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2011,3,Adoption,Foreign,Sole applicant,Male,15-17 years,1
Order granted,2011,3,Adoption,Foreign,Sole applicant,Male,5-9 years,2
Order granted,2011,3,Adoption,Foreign,Step parent,Female,10-14 years,5
Order granted,2011,3,Adoption,Foreign,Step parent,Female,15-17 years,4
Order granted,2011,3,Adoption,Foreign,Step parent,Female,5-9 years,3
Order granted,2011,3,Adoption,Foreign,Step parent,Female,Other,1
Order granted,2011,3,Adoption,Foreign,Step parent,Male,10-14 years,8
Order granted,2011,3,Adoption,Foreign,Step parent,Male,15-17 years,3
Order granted,2011,3,Adoption,Foreign,Step parent,Male,5-9 years,4
Order granted,2011,4,Adoption,Foreign,M/F couple,Female,1-4 years,13
Order granted,2011,4,Adoption,Foreign,M/F couple,Female,5-9 years,3
Order granted,2011,4,Adoption,Foreign,M/F couple,Female,<1 year,1
Order granted,2011,4,Adoption,Foreign,M/F couple,Male,1-4 years,12
Order granted,2011,4,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2011,4,Adoption,Foreign,M/F couple,Male,<1 year,1
Order granted,2011,4,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2011,4,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2011,4,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2011,4,Adoption,Foreign,Sole applicant,Female,5-9 years,3
Order granted,2011,4,Adoption,Foreign,Sole applicant,Male,1-4 years,2
Order granted,2011,4,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2011,4,Adoption,Foreign,Sole applicant,Male,15-17 years,6
Order granted,2011,4,Adoption,Foreign,Sole applicant,Male,5-9 years,2
Order granted,2011,4,Adoption,Foreign,Step parent,Female,1-4 years,1
Order granted,2011,4,Adoption,Foreign,Step parent,Female,10-14 years,5
Order granted,2011,4,Adoption,Foreign,Step parent,Female,15-17 years,3
Order granted,2011,4,Adoption,Foreign,Step parent,Female,5-9 years,1
Order granted,2011,4,Adoption,Foreign,Step parent,Male,10-14 years,3
Order granted,2011,4,Adoption,Foreign,Step parent,Male,15-17 years,2
Order granted,2012,1,Adoption,Foreign,M/F couple,Female,1-4 years,13
Order granted,2012,1,Adoption,Foreign,M/F couple,Female,10-14 years,2
Order granted,2012,1,Adoption,Foreign,M/F couple,Female,5-9 years,2
Order granted,2012,1,Adoption,Foreign,M/F couple,Female,<1 year,1
Order granted,2012,1,Adoption,Foreign,M/F couple,Male,1-4 years,4
