category,stage,year,quarter,dfj_new,region,count,cases
Adoption,Start,2011,2,Newcastle upon Tyne DFJ,NORTH EAST,63,63
Adoption,Start,2011,2,Northampton DFJ,MIDLANDS,11,11
Adoption,Start,2011,2,Norwich DFJ,SOUTH EAST,35,35
Adoption,Start,2011,2,Nottingham DFJ,MIDLANDS,25,25
Adoption,Start,2011,2,Oxford DFJ,SOUTH EAST,8,8
Adoption,Start,2011,2,Peterborough DFJ,SOUTH EAST,16,16
Adoption,Start,2011,2,Plymouth DFJ,SOUTH WEST,1,1
Adoption,Start,2011,2,Portsmouth DFJ,SOUTH WEST,28,28
Adoption,Start,2011,2,Preston DFJ,NORTH WEST,29,29
Adoption,Start,2011,2,Reading DFJ,SOUTH EAST,15,15
Adoption,Start,2011,2,Sheffield DFJ,NORTH EAST,33,33
Adoption,Start,2011,2,South East Wales DFJ,WALES,26,26
Adoption,Start,2011,2,Stoke on Trent DFJ,MIDLANDS,15,15
Adoption,Start,2011,2,Swansea DFJ,WALES,32,32
Adoption,Start,2011,2,Swindon DFJ,SOUTH WEST,16,16
Adoption,Start,2011,2,Taunton DFJ,SOUTH WEST,14,14
Adoption,Start,2011,2,Truro DFJ,SOUTH WEST,18,18
Adoption,Start,2011,2,Watford DFJ,SOUTH EAST,11,11
Adoption,Start,2011,2,West London Family Court,LONDON,18,18
Adoption,Start,2011,2,Wolverhampton DFJ,MIDLANDS,26,26
Adoption,Start,2011,2,Worcester DFJ,MIDLANDS,9,9
Adoption,Start,2011,2,Wrexham DFJ,WALES,7,7
Adoption,Start,2011,2,York DFJ,NORTH EAST,9,9
Adoption,Start,2011,3,Batley & Dewsbury,NORTH EAST,3,3
Adoption,Start,2011,3,Birmingham DJF,MIDLANDS,22,22
Adoption,Start,2011,3,Bournemouth and Poole DFJ,SOUTH WEST,15,15
Adoption,Start,2011,3,Brighton DFJ,SOUTH EAST,26,26
Adoption,Start,2011,3,Bristol DFJ,SOUTH WEST,25,25
Adoption,Start,2011,3,Caernarfon DFJ,WALES,1,1
Adoption,Start,2011,3,Cardiff DFJ,WALES,8,8
Adoption,Start,2011,3,Carlisle DFJ,NORTH WEST,5,5
Adoption,Start,2011,3,Central Family Court,LONDON,128,128
Adoption,Start,2011,3,Chelmsford DFJ,SOUTH EAST,53,53
Adoption,Start,2011,3,Cleveland and South Durham DFJ,NORTH EAST,22,22
Adoption,Start,2011,3,Coventry DFJ,MIDLANDS,22,22
Adoption,Start,2011,3,Derby DFJ,MIDLANDS,31,31
Adoption,Start,2011,3,Devon DFJ,SOUTH WEST,22,22
Adoption,Start,2011,3,East London Family Court,LONDON,14,14
Adoption,Start,2011,3,Guildford DFJ,SOUTH EAST,12,12
Adoption,Start,2011,3,Kingston-upon-Hull DFJ,NORTH EAST,34,34
Adoption,Start,2011,3,Leeds DFJ,NORTH EAST,48,48
Adoption,Start,2011,3,Leicester DFJ,MIDLANDS,16,16
Adoption,Start,2011,3,Lincoln DFJ,MIDLANDS,10,10
Adoption,Start,2011,3,Liverpool DFJ,NORTH WEST,68,68
Adoption,Start,2011,3,Luton DFJ,SOUTH EAST,4,4
Adoption,Start,2011,3,Manchester DFJ,NORTH WEST,72,72
Adoption,Start,2011,3,Medway DFJ,SOUTH EAST,33,33
Adoption,Start,2011,3,Milton Keynes DFJ,SOUTH EAST,11,11
Adoption,Start,2011,3,Newcastle upon Tyne DFJ,NORTH EAST,59,59
Adoption,Start,2011,3,Northampton DFJ,MIDLANDS,13,13
Adoption,Start,2011,3,Norwich DFJ,SOUTH EAST,25,25
Adoption,Start,2011,3,Nottingham DFJ,MIDLANDS,28,28
Adoption,Start,2011,3,Oxford DFJ,SOUTH EAST,9,9
Adoption,Start,2011,3,Peterborough DFJ,SOUTH EAST,21,21
Adoption,Start,2011,3,Plymouth DFJ,SOUTH WEST,1,1
Adoption,Start,2011,3,Portsmouth DFJ,SOUTH WEST,35,35
Adoption,Start,2011,3,Preston DFJ,NORTH WEST,22,22
Adoption,Start,2011,3,Reading DFJ,SOUTH EAST,13,13
Adoption,Start,2011,3,Sheffield DFJ,NORTH EAST,43,43
Adoption,Start,2011,3,South East Wales DFJ,WALES,48,48
Adoption,Start,2011,3,Stoke on Trent DFJ,MIDLANDS,10,10
Adoption,Start,2011,3,Swansea DFJ,WALES,12,12
Adoption,Start,2011,3,Swindon DFJ,SOUTH WEST,3,3
Adoption,Start,2011,3,Taunton DFJ,SOUTH WEST,11,11
Adoption,Start,2011,3,Truro DFJ,SOUTH WEST,4,4
Adoption,Start,2011,3,Watford DFJ,SOUTH EAST,8,8
Adoption,Start,2011,3,West London Family Court,LONDON,16,16
Adoption,Start,2011,3,Wolverhampton DFJ,MIDLANDS,39,39
Adoption,Start,2011,3,Worcester DFJ,MIDLANDS,14,14
Adoption,Start,2011,3,Wrexham DFJ,WALES,3,3
Adoption,Start,2011,3,York DFJ,NORTH EAST,21,21
Adoption,Start,2011,4,Batley & Dewsbury,NORTH EAST,1,1
Adoption,Start,2011,4,Birmingham DJF,MIDLANDS,34,34
Adoption,Start,2011,4,Bournemouth and Poole DFJ,SOUTH WEST,18,18
Adoption,Start,2011,4,Brighton DFJ,SOUTH EAST,37,37
Adoption,Start,2011,4,Bristol DFJ,SOUTH WEST,37,37
Adoption,Start,2011,4,Caernarfon DFJ,WALES,5,5
Adoption,Start,2011,4,Cardiff DFJ,WALES,7,7
Adoption,Start,2011,4,Carlisle DFJ,NORTH WEST,11,11
Adoption,Start,2011,4,Central Family Court,LONDON,132,131
Adoption,Start,2011,4,Chelmsford DFJ,SOUTH EAST,35,35
Adoption,Start,2011,4,Cleveland and South Durham DFJ,NORTH EAST,21,21
Adoption,Start,2011,4,Coventry DFJ,MIDLANDS,18,18
Adoption,Start,2011,4,Derby DFJ,MIDLANDS,35,35
Adoption,Start,2011,4,Devon DFJ,SOUTH WEST,23,23
Adoption,Start,2011,4,East London Family Court,LONDON,17,17
Adoption,Start,2011,4,Exeter DFJ,SOUTH WEST,4,4
Adoption,Start,2011,4,Guildford DFJ,SOUTH EAST,13,13
Adoption,Start,2011,4,Kingston-upon-Hull DFJ,NORTH EAST,31,31
Adoption,Start,2011,4,Leeds DFJ,NORTH EAST,43,43
Adoption,Start,2011,4,Leicester DFJ,MIDLANDS,18,18
Adoption,Start,2011,4,Lincoln DFJ,MIDLANDS,16,16
Adoption,Start,2011,4,Liverpool DFJ,NORTH WEST,51,51
Adoption,Start,2011,4,Luton DFJ,SOUTH EAST,2,2
Adoption,Start,2011,4,Manchester DFJ,NORTH WEST,75,75
Adoption,Start,2011,4,Medway DFJ,SOUTH EAST,27,27
Adoption,Start,2011,4,Milton Keynes DFJ,SOUTH EAST,18,18
Adoption,Start,2011,4,Newcastle upon Tyne DFJ,NORTH EAST,55,55
Adoption,Start,2011,4,Northampton DFJ,MIDLANDS,14,14
Adoption,Start,2011,4,Norwich DFJ,SOUTH EAST,32,32
Adoption,Start,2011,4,Nottingham DFJ,MIDLANDS,18,18
Adoption,Start,2011,4,Oxford DFJ,SOUTH EAST,15,15
Adoption,Start,2011,4,Peterborough DFJ,SOUTH EAST,12,12
Adoption,Start,2011,4,Portsmouth DFJ,SOUTH WEST,42,42
Adoption,Start,2011,4,Preston DFJ,NORTH WEST,22,22
Adoption,Start,2011,4,Reading DFJ,SOUTH EAST,16,16
Adoption,Start,2011,4,Sheffield DFJ,NORTH EAST,30,30
Adoption,Start,2011,4,South East Wales DFJ,WALES,32,32
Adoption,Start,2011,4,Stoke on Trent DFJ,MIDLANDS,20,20
Adoption,Start,2011,4,Swansea DFJ,WALES,33,33
Adoption,Start,2011,4,Swindon DFJ,SOUTH WEST,14,14
Adoption,Start,2011,4,Taunton DFJ,SOUTH WEST,9,9
Adoption,Start,2011,4,Truro DFJ,SOUTH WEST,6,6
Adoption,Start,2011,4,Watford DFJ,SOUTH EAST,16,16
Adoption,Start,2011,4,West London Family Court,LONDON,18,18
Adoption,Start,2011,4,Wolverhampton DFJ,MIDLANDS,33,33
Adoption,Start,2011,4,Worcester DFJ,MIDLANDS,13,13
Adoption,Start,2011,4,Wrexham DFJ,WALES,8,8
Adoption,Start,2011,4,York DFJ,NORTH EAST,8,8
Adoption,Start,2012,1,Batley & Dewsbury,NORTH EAST,2,2
Adoption,Start,2012,1,Birmingham DJF,MIDLANDS,40,40
Adoption,Start,2012,1,Bournemouth and Poole DFJ,SOUTH WEST,20,20
Adoption,Start,2012,1,Brighton DFJ,SOUTH EAST,52,52
Adoption,Start,2012,1,Bristol DFJ,SOUTH WEST,36,36
Adoption,Start,2012,1,Caernarfon DFJ,WALES,7,7
Adoption,Start,2012,1,Cardiff DFJ,WALES,5,5
Adoption,Start,2012,1,Carlisle DFJ,NORTH WEST,14,14
Adoption,Start,2012,1,Central Family Court,LONDON,131,131
Adoption,Start,2012,1,Chelmsford DFJ,SOUTH EAST,59,59
Adoption,Start,2012,1,Cleveland and South Durham DFJ,NORTH EAST,27,27
Adoption,Start,2012,1,Coventry DFJ,MIDLANDS,31,31
Adoption,Start,2012,1,Derby DFJ,MIDLANDS,18,18
Adoption,Start,2012,1,Devon DFJ,SOUTH WEST,24,24
Adoption,Start,2012,1,East London Family Court,LONDON,19,19
Adoption,Start,2012,1,Guildford DFJ,SOUTH EAST,19,19
Adoption,Start,2012,1,Kingston-upon-Hull DFJ,NORTH EAST,24,24
Adoption,Start,2012,1,Leeds DFJ,NORTH EAST,65,65
Adoption,Start,2012,1,Leicester DFJ,MIDLANDS,21,21
Adoption,Start,2012,1,Lincoln DFJ,MIDLANDS,16,16
Adoption,Start,2012,1,Liverpool DFJ,NORTH WEST,59,59
Adoption,Start,2012,1,Luton DFJ,SOUTH EAST,4,4
Adoption,Start,2012,1,Manchester DFJ,NORTH WEST,111,111
Adoption,Start,2012,1,Medway DFJ,SOUTH EAST,54,54
Adoption,Start,2012,1,Milton Keynes DFJ,SOUTH EAST,6,6
Adoption,Start,2012,1,Newcastle upon Tyne DFJ,NORTH EAST,61,61
Adoption,Start,2012,1,Northampton DFJ,MIDLANDS,5,5
Adoption,Start,2012,1,Norwich DFJ,SOUTH EAST,40,40
Adoption,Start,2012,1,Nottingham DFJ,MIDLANDS,28,28
Adoption,Start,2012,1,Oxford DFJ,SOUTH EAST,17,17
Adoption,Start,2012,1,Peterborough DFJ,SOUTH EAST,10,10
Adoption,Start,2012,1,Portsmouth DFJ,SOUTH WEST,33,33
Adoption,Start,2012,1,Preston DFJ,NORTH WEST,26,26
Adoption,Start,2012,1,Reading DFJ,SOUTH EAST,14,14
Adoption,Start,2012,1,Sheffield DFJ,NORTH EAST,40,40
Adoption,Start,2012,1,South East Wales DFJ,WALES,52,52
Adoption,Start,2012,1,Stoke on Trent DFJ,MIDLANDS,17,17
Adoption,Start,2012,1,Swansea DFJ,WALES,26,26
Adoption,Start,2012,1,Swindon DFJ,SOUTH WEST,15,15
Adoption,Start,2012,1,Taunton DFJ,SOUTH WEST,6,6
Adoption,Start,2012,1,Truro DFJ,SOUTH WEST,21,21
Adoption,Start,2012,1,Watford DFJ,SOUTH EAST,27,27
Adoption,Start,2012,1,West London Family Court,LONDON,17,17
Adoption,Start,2012,1,Wolverhampton DFJ,MIDLANDS,54,54
Adoption,Start,2012,1,Worcester DFJ,MIDLANDS,24,24
Adoption,Start,2012,1,Wrexham DFJ,WALES,13,13
Adoption,Start,2012,1,York DFJ,NORTH EAST,18,18
Adoption,Start,2012,2,Birmingham DJF,MIDLANDS,38,38
Adoption,Start,2012,2,Bournemouth and Poole DFJ,SOUTH WEST,22,22
Adoption,Start,2012,2,Brighton DFJ,SOUTH EAST,42,42
Adoption,Start,2012,2,Bristol DFJ,SOUTH WEST,25,25
Adoption,Start,2012,2,Caernarfon DFJ,WALES,4,4
Adoption,Start,2012,2,Cardiff DFJ,WALES,12,12
Adoption,Start,2012,2,Carlisle DFJ,NORTH WEST,8,8
Adoption,Start,2012,2,Central Family Court,LONDON,123,123
Adoption,Start,2012,2,Chelmsford DFJ,SOUTH EAST,37,37
Adoption,Start,2012,2,Cleveland and South Durham DFJ,NORTH EAST,27,27
Adoption,Start,2012,2,Coventry DFJ,MIDLANDS,20,20
Adoption,Start,2012,2,Derby DFJ,MIDLANDS,34,34
Adoption,Start,2012,2,Devon DFJ,SOUTH WEST,21,21
Adoption,Start,2012,2,East London Family Court,LONDON,26,26
Adoption,Start,2012,2,Guildford DFJ,SOUTH EAST,14,14
Adoption,Start,2012,2,Kingston-upon-Hull DFJ,NORTH EAST,26,26
Adoption,Start,2012,2,Leeds DFJ,NORTH EAST,66,66
Adoption,Start,2012,2,Leicester DFJ,MIDLANDS,14,14
Adoption,Start,2012,2,Lincoln DFJ,MIDLANDS,13,13
Adoption,Start,2012,2,Liverpool DFJ,NORTH WEST,60,60
Adoption,Start,2012,2,Luton DFJ,SOUTH EAST,5,5
Adoption,Start,2012,2,Manchester DFJ,NORTH WEST,81,81
Adoption,Start,2012,2,Medway DFJ,SOUTH EAST,31,31
Adoption,Start,2012,2,Milton Keynes DFJ,SOUTH EAST,11,11
Adoption,Start,2012,2,Newcastle upon Tyne DFJ,NORTH EAST,63,63
Adoption,Start,2012,2,Northampton DFJ,MIDLANDS,18,18
Adoption,Start,2012,2,Norwich DFJ,SOUTH EAST,30,30
Adoption,Start,2012,2,Nottingham DFJ,MIDLANDS,20,20
Adoption,Start,2012,2,Oxford DFJ,SOUTH EAST,25,25
Adoption,Start,2012,2,Peterborough DFJ,SOUTH EAST,15,15
Adoption,Start,2012,2,Portsmouth DFJ,SOUTH WEST,32,32
Adoption,Start,2012,2,Preston DFJ,NORTH WEST,18,18
Adoption,Start,2012,2,Reading DFJ,SOUTH EAST,15,15
Adoption,Start,2012,2,Sheffield DFJ,NORTH EAST,40,40
Adoption,Start,2012,2,South East Wales DFJ,WALES,52,52
Adoption,Start,2012,2,Stoke on Trent DFJ,MIDLANDS,14,14
Adoption,Start,2012,2,Swansea DFJ,WALES,33,33
Adoption,Start,2012,2,Swindon DFJ,SOUTH WEST,10,10
Adoption,Start,2012,2,Taunton DFJ,SOUTH WEST,13,13
Adoption,Start,2012,2,Truro DFJ,SOUTH WEST,6,6
Adoption,Start,2012,2,Watford DFJ,SOUTH EAST,20,20
Adoption,Start,2012,2,West London Family Court,LONDON,24,24
Adoption,Start,2012,2,Wolverhampton DFJ,MIDLANDS,43,43
Adoption,Start,2012,2,Worcester DFJ,MIDLANDS,13,13
Adoption,Start,2012,2,Wrexham DFJ,WALES,12,12
Adoption,Start,2012,2,York DFJ,NORTH EAST,19,19
Adoption,Start,2012,3,Birmingham DJF,MIDLANDS,26,26
Adoption,Start,2012,3,Bournemouth and Poole DFJ,SOUTH WEST,14,14
Adoption,Start,2012,3,Brighton DFJ,SOUTH EAST,40,40
Adoption,Start,2012,3,Bristol DFJ,SOUTH WEST,35,35
Adoption,Start,2012,3,Caernarfon DFJ,WALES,1,1
Adoption,Start,2012,3,Cardiff DFJ,WALES,11,11
Adoption,Start,2012,3,Carlisle DFJ,NORTH WEST,20,20
Adoption,Start,2012,3,Central Family Court,LONDON,124,123
Adoption,Start,2012,3,Chelmsford DFJ,SOUTH EAST,55,55
Adoption,Start,2012,3,Cleveland and South Durham DFJ,NORTH EAST,22,22
Adoption,Start,2012,3,Coventry DFJ,MIDLANDS,33,33
Adoption,Start,2012,3,Derby DFJ,MIDLANDS,37,37
Adoption,Start,2012,3,Devon DFJ,SOUTH WEST,26,26
Adoption,Start,2012,3,East London Family Court,LONDON,9,9
Adoption,Start,2012,3,Guildford DFJ,SOUTH EAST,17,17
Adoption,Start,2012,3,Kingston-upon-Hull DFJ,NORTH EAST,23,23
Adoption,Start,2012,3,Leeds DFJ,NORTH EAST,59,59
Adoption,Start,2012,3,Leicester DFJ,MIDLANDS,22,22
Adoption,Start,2012,3,Lincoln DFJ,MIDLANDS,16,16
Adoption,Start,2012,3,Liverpool DFJ,NORTH WEST,60,60
Adoption,Start,2012,3,Luton DFJ,SOUTH EAST,1,1
Adoption,Start,2012,3,Manchester DFJ,NORTH WEST,80,80
Adoption,Start,2012,3,Medway DFJ,SOUTH EAST,51,51
Adoption,Start,2012,3,Milton Keynes DFJ,SOUTH EAST,24,24
Adoption,Start,2012,3,Newcastle upon Tyne DFJ,NORTH EAST,63,63
Adoption,Start,2012,3,Northampton DFJ,MIDLANDS,11,11
Adoption,Start,2012,3,Norwich DFJ,SOUTH EAST,29,29
Adoption,Start,2012,3,Nottingham DFJ,MIDLANDS,30,30
Adoption,Start,2012,3,Oxford DFJ,SOUTH EAST,11,11
Adoption,Start,2012,3,Peterborough DFJ,SOUTH EAST,19,19
Adoption,Start,2012,3,Portsmouth DFJ,SOUTH WEST,36,36
Adoption,Start,2012,3,Preston DFJ,NORTH WEST,29,29
Adoption,Start,2012,3,Reading DFJ,SOUTH EAST,11,11
Adoption,Start,2012,3,Sheffield DFJ,NORTH EAST,43,43
Adoption,Start,2012,3,South East Wales DFJ,WALES,43,43
Adoption,Start,2012,3,Stoke on Trent DFJ,MIDLANDS,21,21
Adoption,Start,2012,3,Swansea DFJ,WALES,31,31
Adoption,Start,2012,3,Swindon DFJ,SOUTH WEST,4,4
Adoption,Start,2012,3,Taunton DFJ,SOUTH WEST,5,5
Adoption,Start,2012,3,Truro DFJ,SOUTH WEST,12,12
Adoption,Start,2012,3,Watford DFJ,SOUTH EAST,26,26
Adoption,Start,2012,3,West London Family Court,LONDON,19,19
Adoption,Start,2012,3,Wolverhampton DFJ,MIDLANDS,43,43
Adoption,Start,2012,3,Worcester DFJ,MIDLANDS,7,7
Adoption,Start,2012,3,Wrexham DFJ,WALES,12,12
Adoption,Start,2012,3,York DFJ,NORTH EAST,13,13
Adoption,Start,2012,4,Birmingham DJF,MIDLANDS,39,39
Adoption,Start,2012,4,Bournemouth and Poole DFJ,SOUTH WEST,25,25
Adoption,Start,2012,4,Brighton DFJ,SOUTH EAST,36,36
Adoption,Start,2012,4,Bristol DFJ,SOUTH WEST,44,44
Adoption,Start,2012,4,Caernarfon DFJ,WALES,1,1
Adoption,Start,2012,4,Cardiff DFJ,WALES,9,9
Adoption,Start,2012,4,Carlisle DFJ,NORTH WEST,10,10
Adoption,Start,2012,4,Central Family Court,LONDON,114,112
Adoption,Start,2012,4,Chelmsford DFJ,SOUTH EAST,57,57
Adoption,Start,2012,4,Cleveland and South Durham DFJ,NORTH EAST,33,33
Adoption,Start,2012,4,Coventry DFJ,MIDLANDS,17,17
Adoption,Start,2012,4,Derby DFJ,MIDLANDS,27,27
Adoption,Start,2012,4,Devon DFJ,SOUTH WEST,34,34
Adoption,Start,2012,4,East London Family Court,LONDON,16,16
Adoption,Start,2012,4,Guildford DFJ,SOUTH EAST,19,19
Adoption,Start,2012,4,Kingston-upon-Hull DFJ,NORTH EAST,39,39
Adoption,Start,2012,4,Leeds DFJ,NORTH EAST,74,74
Adoption,Start,2012,4,Leicester DFJ,MIDLANDS,20,20
Adoption,Start,2012,4,Lincoln DFJ,MIDLANDS,15,15
Adoption,Start,2012,4,Liverpool DFJ,NORTH WEST,75,75
Adoption,Start,2012,4,Luton DFJ,SOUTH EAST,2,2
Adoption,Start,2012,4,Manchester DFJ,NORTH WEST,106,106
Adoption,Start,2012,4,Medway DFJ,SOUTH EAST,50,50
Adoption,Start,2012,4,Milton Keynes DFJ,SOUTH EAST,17,17
Adoption,Start,2012,4,Newcastle upon Tyne DFJ,NORTH EAST,59,59
Adoption,Start,2012,4,Northampton DFJ,MIDLANDS,16,16
Adoption,Start,2012,4,Norwich DFJ,SOUTH EAST,23,23
Adoption,Start,2012,4,Nottingham DFJ,MIDLANDS,34,34
Adoption,Start,2012,4,Oxford DFJ,SOUTH EAST,17,17
Adoption,Start,2012,4,Peterborough DFJ,SOUTH EAST,16,16
Adoption,Start,2012,4,Portsmouth DFJ,SOUTH WEST,41,41
Adoption,Start,2012,4,Preston DFJ,NORTH WEST,36,36
Adoption,Start,2012,4,Reading DFJ,SOUTH EAST,22,22
Adoption,Start,2012,4,Sheffield DFJ,NORTH EAST,53,53
Adoption,Start,2012,4,South East Wales DFJ,WALES,42,42
Adoption,Start,2012,4,Stoke on Trent DFJ,MIDLANDS,18,18
Adoption,Start,2012,4,Swansea DFJ,WALES,20,20
Adoption,Start,2012,4,Swindon DFJ,SOUTH WEST,13,13
Adoption,Start,2012,4,Taunton DFJ,SOUTH WEST,10,10
Adoption,Start,2012,4,Truro DFJ,SOUTH WEST,14,14
Adoption,Start,2012,4,Watford DFJ,SOUTH EAST,20,20
Adoption,Start,2012,4,West London Family Court,LONDON,21,21
Adoption,Start,2012,4,Wolverhampton DFJ,MIDLANDS,49,49
Adoption,Start,2012,4,Worcester DFJ,MIDLANDS,17,17
Adoption,Start,2012,4,Wrexham DFJ,WALES,12,12
Adoption,Start,2012,4,York DFJ,NORTH EAST,16,16
Adoption,Start,2013,1,Birmingham DJF,MIDLANDS,38,38
Adoption,Start,2013,1,Bournemouth and Poole DFJ,SOUTH WEST,17,17
Adoption,Start,2013,1,Brighton DFJ,SOUTH EAST,58,58
Adoption,Start,2013,1,Bristol DFJ,SOUTH WEST,34,34
Adoption,Start,2013,1,Caernarfon DFJ,WALES,5,5
Adoption,Start,2013,1,Cardiff DFJ,WALES,10,10
Adoption,Start,2013,1,Carlisle DFJ,NORTH WEST,9,9
Adoption,Start,2013,1,Central Family Court,LONDON,152,152
Adoption,Start,2013,1,Chelmsford DFJ,SOUTH EAST,71,71
Adoption,Start,2013,1,Cleveland and South Durham DFJ,NORTH EAST,27,27
Adoption,Start,2013,1,Coventry DFJ,MIDLANDS,21,21
Adoption,Start,2013,1,Derby DFJ,MIDLANDS,44,44
Adoption,Start,2013,1,Devon DFJ,SOUTH WEST,38,38
Adoption,Start,2013,1,East London Family Court,LONDON,23,23
Adoption,Start,2013,1,Guildford DFJ,SOUTH EAST,15,15
Adoption,Start,2013,1,Kingston-upon-Hull DFJ,NORTH EAST,43,43
Adoption,Start,2013,1,Leeds DFJ,NORTH EAST,70,70
Adoption,Start,2013,1,Leicester DFJ,MIDLANDS,15,15
Adoption,Start,2013,1,Lincoln DFJ,MIDLANDS,15,15
Adoption,Start,2013,1,Liverpool DFJ,NORTH WEST,89,89
Adoption,Start,2013,1,Luton DFJ,SOUTH EAST,4,4
Adoption,Start,2013,1,Manchester DFJ,NORTH WEST,89,89
Adoption,Start,2013,1,Medway DFJ,SOUTH EAST,57,57
Adoption,Start,2013,1,Milton Keynes DFJ,SOUTH EAST,27,27
Adoption,Start,2013,1,Newcastle upon Tyne DFJ,NORTH EAST,79,79
Adoption,Start,2013,1,Northampton DFJ,MIDLANDS,27,27
Adoption,Start,2013,1,Norwich DFJ,SOUTH EAST,39,39
Adoption,Start,2013,1,Nottingham DFJ,MIDLANDS,47,47
Adoption,Start,2013,1,Oxford DFJ,SOUTH EAST,11,11
Adoption,Start,2013,1,Peterborough DFJ,SOUTH EAST,22,22
Adoption,Start,2013,1,Portsmouth DFJ,SOUTH WEST,32,32
Adoption,Start,2013,1,Preston DFJ,NORTH WEST,43,43
Adoption,Start,2013,1,Reading DFJ,SOUTH EAST,16,16
Adoption,Start,2013,1,Sheffield DFJ,NORTH EAST,41,41
Adoption,Start,2013,1,South East Wales DFJ,WALES,63,63
Adoption,Start,2013,1,Stoke on Trent DFJ,MIDLANDS,22,22
Adoption,Start,2013,1,Swansea DFJ,WALES,30,30
Adoption,Start,2013,1,Swindon DFJ,SOUTH WEST,9,9
Adoption,Start,2013,1,Taunton DFJ,SOUTH WEST,16,16
Adoption,Start,2013,1,Truro DFJ,SOUTH WEST,15,15
Adoption,Start,2013,1,Watford DFJ,SOUTH EAST,29,29
Adoption,Start,2013,1,West London Family Court,LONDON,33,33
Adoption,Start,2013,1,Wolverhampton DFJ,MIDLANDS,55,55
Adoption,Start,2013,1,Worcester DFJ,MIDLANDS,16,16
Adoption,Start,2013,1,Wrexham DFJ,WALES,3,3
Adoption,Start,2013,1,York DFJ,NORTH EAST,10,10
Adoption,Start,2013,2,Birmingham DJF,MIDLANDS,54,54
Adoption,Start,2013,2,Bournemouth and Poole DFJ,SOUTH WEST,7,7
Adoption,Start,2013,2,Brighton DFJ,SOUTH EAST,43,43
Adoption,Start,2013,2,Bristol DFJ,SOUTH WEST,48,48
Adoption,Start,2013,2,Caernarfon DFJ,WALES,4,4
Adoption,Start,2013,2,Cardiff DFJ,WALES,8,8
Adoption,Start,2013,2,Carlisle DFJ,NORTH WEST,16,16
Adoption,Start,2013,2,Central Family Court,LONDON,150,150
Adoption,Start,2013,2,Chelmsford DFJ,SOUTH EAST,51,51
Adoption,Start,2013,2,Cleveland and South Durham DFJ,NORTH EAST,37,37
Adoption,Start,2013,2,Coventry DFJ,MIDLANDS,37,37
Adoption,Start,2013,2,Derby DFJ,MIDLANDS,50,50
Adoption,Start,2013,2,Devon DFJ,SOUTH WEST,33,33
Adoption,Start,2013,2,East London Family Court,LONDON,16,16
Adoption,Start,2013,2,Guildford DFJ,SOUTH EAST,25,25
Adoption,Start,2013,2,Kingston-upon-Hull DFJ,NORTH EAST,43,43
Adoption,Start,2013,2,Leeds DFJ,NORTH EAST,88,88
Adoption,Start,2013,2,Leicester DFJ,MIDLANDS,15,15
Adoption,Start,2013,2,Lincoln DFJ,MIDLANDS,28,28
Adoption,Start,2013,2,Liverpool DFJ,NORTH WEST,56,56
Adoption,Start,2013,2,Luton DFJ,SOUTH EAST,8,8
Adoption,Start,2013,2,Manchester DFJ,NORTH WEST,98,98
Adoption,Start,2013,2,Medway DFJ,SOUTH EAST,58,58
Adoption,Start,2013,2,Milton Keynes DFJ,SOUTH EAST,21,21
Adoption,Start,2013,2,Newcastle upon Tyne DFJ,NORTH EAST,74,74
Adoption,Start,2013,2,Northampton DFJ,MIDLANDS,29,29
Adoption,Start,2013,2,Norwich DFJ,SOUTH EAST,37,37
Adoption,Start,2013,2,Nottingham DFJ,MIDLANDS,49,49
Adoption,Start,2013,2,Oxford DFJ,SOUTH EAST,15,15
Adoption,Start,2013,2,Peterborough DFJ,SOUTH EAST,13,13
Adoption,Start,2013,2,Portsmouth DFJ,SOUTH WEST,48,48
Adoption,Start,2013,2,Preston DFJ,NORTH WEST,43,43
Adoption,Start,2013,2,Reading DFJ,SOUTH EAST,21,21
Adoption,Start,2013,2,Sheffield DFJ,NORTH EAST,41,41
Adoption,Start,2013,2,South East Wales DFJ,WALES,50,50
Adoption,Start,2013,2,Stoke on Trent DFJ,MIDLANDS,21,21
Adoption,Start,2013,2,Swansea DFJ,WALES,30,30
Adoption,Start,2013,2,Swindon DFJ,SOUTH WEST,15,15
Adoption,Start,2013,2,Taunton DFJ,SOUTH WEST,18,18
Adoption,Start,2013,2,Truro DFJ,SOUTH WEST,14,14
Adoption,Start,2013,2,Watford DFJ,SOUTH EAST,31,31
Adoption,Start,2013,2,West London Family Court,LONDON,18,18
Adoption,Start,2013,2,Wolverhampton DFJ,MIDLANDS,56,56
Adoption,Start,2013,2,Worcester DFJ,MIDLANDS,14,14
Adoption,Start,2013,2,Wrexham DFJ,WALES,3,3
Adoption,Start,2013,2,York DFJ,NORTH EAST,11,11
Adoption,Start,2013,3,Birmingham DJF,MIDLANDS,41,41
Adoption,Start,2013,3,Bournemouth and Poole DFJ,SOUTH WEST,20,20
Adoption,Start,2013,3,Brighton DFJ,SOUTH EAST,49,49
Adoption,Start,2013,3,Bristol DFJ,SOUTH WEST,46,46
Adoption,Start,2013,3,Caernarfon DFJ,WALES,2,2
Adoption,Start,2013,3,Cardiff DFJ,WALES,8,8
Adoption,Start,2013,3,Carlisle DFJ,NORTH WEST,5,5
Adoption,Start,2013,3,Central Family Court,LONDON,99,99
Adoption,Start,2013,3,Chelmsford DFJ,SOUTH EAST,75,75
