path,type,in_scope_because,family_mentions,words,google_impr,google_clicks,google_pos,bing_impr,bing_clicks,bing_pos,bing_queries,title
/blog/property-accountant-services/peterborough-property-accountant-specialist-tax-services,post,body,7,3980,65,0,22.3,0,0,0,0,Why Do Peterborough Landlords Need a Specialist Property Accountant?
/blog/landlord-tax-essentials/jointly-owned-property,post,body,14,3706,64,0,10.9,0,0,0,0,Jointly Owned Property: UK Cross-Tax Orientation Guide
/blog/incorporation-and-company-structures/corporation-tax-vs-income-tax-landlords-2027,post,body,8,4070,63,0,55.6,0,0,0,0,Corporation Tax vs Income Tax for Landlords: Which Is Better in 2027?
/blog/incorporation-and-company-structures/ated-six-step-compliance-walkthrough-uk-non-natural-persons,post,body,5,3926,61,0,10.4,0,0,0,0,ATED Compliance in Six Steps: a First-Time Filer Walkthrough for UK Non-Natural Persons
/blog/non-resident-landlord-tax/sdlt-non-resident-2-percent-surcharge,post,named,62,3641,59,1,9.3,2,0,7.0,2,"The 2% Non-Resident SDLT Surcharge: Residence Test, Surcharge Stack, and Refund Route"
/blog/incorporation-and-company-structures/section-162-incorporation-relief-property-landlords,post,body,32,3920,61,1,12.8,0,0,0,0,Does Section 162 Incorporation Relief Apply to Property Landlords?
/blog/property-accountant-services/property-accountant-glasgow,post,body,28,3556,60,0,9.7,0,0,0,0,Property Accountant Glasgow: Tax Specialists for Scottish Landlords
/blog/property-types-and-specialist-tax/a-complete-guide-on-multiple-dwellings-relief-eligibility-and-benefits,post,body,34,5219,57,1,14.1,0,0,0,0,A Complete Guide on Multiple Dwellings Relief: Eligibility and Benefits (Historical Architecture for Transitional Claims and Enquiry Defence)
/blog/property-types-and-specialist-tax/commonhold-and-leasehold-reform-bill,post,body,16,5363,56,1,10.0,1,0,1.0,1,"The Commonhold and Leasehold Reform Bill: Landlord Investment Impact, Live Pipeline Status and What Is Already in Force"
/blog/property-accountant-services/why-cardiff-landlords-need-specialist-property-accountant-2026,post,body,13,2802,56,0,23.4,0,0,0,0,Why Cardiff Landlords Need a Specialist Property Accountant in 2026
/blog/section-24-and-tax-relief/section-24-vs-incorporation-which-saves-more-tax,post,body,13,3962,55,0,8.6,0,0,0,0,Section 24 vs. Incorporation: Which Saves More Tax for UK Landlords?
/blog/property-types-and-specialist-tax/annual-tax-on-enveloped-dwellings-pro-and-cons,post,body,21,5045,54,3,18.9,0,0,0,0,Annual Tax on Enveloped Dwellings: An Honest Pros and Cons Walkthrough for Landlords
/blog/incorporation-and-company-structures/a-complete-guide-on-incorporating-a-company-in-uk,post,body,10,4890,53,0,8.4,0,0,0,0,A Complete Guide on Incorporating a Company in the UK: Companies House Mechanics for Property Landlords (Post-ECCTA 2023)
/blog/property-types-and-specialist-tax/abolishment-of-multiple-dwelling-relief,post,body,53,4603,53,0,5.4,0,0,0,0,Abolishment of Multiple Dwelling Relief: What Changed on 1 June 2024 and Who Is Affected
/blog/making-tax-digital-mtd/government-to-implement-mtd-for-it-with-lower-threshold,post,body,5,4774,53,0,7.2,0,0,0,0,"Government to Implement MTD for IT With Lower £20,000 Threshold: What the Phase-3 Mandate Means for UK Landlords"
/blog/landlord-tax-essentials/iht-clt-property-discretionary-trust-20-percent-entry-charge,post,body,17,5875,53,0,9.2,0,0,0,0,Settling Property into a Discretionary Trust: The 20% Entry IHT
/blog/landlord-tax-essentials/abolition-of-furnished-holiday-lettings-fhl-what-individual-owners-needs-to-know,post,body,29,5348,36,0,8.0,16,3,6.4,10,Abolition of Furnished Holiday Lettings (FHL): What Individual Owners Need to Know
/blog/incorporation-and-company-structures/grob-s102-family-home-shared-occupation-s102b-uk-mechanics,post,body,10,7106,52,0,7.0,0,0,0,0,Family-Home GROB: the s.102B Shared-Occupation Carve-Out
/blog/incorporation-and-company-structures/residential-property-developer-tax-uk,post,body,15,3404,52,0,30.4,0,0,0,0,Residential Property Developer Tax UK: Complete Guide for 2026
/blog/landlord-tax-essentials/sdlt-mixed-use-property-classification,post,named,39,3672,52,1,6.6,0,0,0,0,"SDLT Mixed-Use Property Classification: The Case Law, the Test, and What Actually Counts"
/blog/property-accountant-services/why-southampton-landlords-need-property-accountant,post,body,7,2602,52,0,25.8,0,0,0,0,"Property Accountant Southampton: BTL Tax, Section 24, MTD & HMOs"
/blog/landlord-tax-essentials/declaration-of-trust,post,body,24,5236,51,0,41.5,0,0,0,0,"Declaration of Trust on Property: What It Is, When You Need One, How It Works"
/blog/non-resident-landlord-tax/tax-treaties-property-investors-treaty-framework-guide,post,body,7,5303,51,0,9.7,0,0,0,0,UK Tax Treaties for Property Investors: The Framework Guide
/blog/non-resident-landlord-tax/uk-india-dta-property-rental-income-treatment,post,body,6,4889,51,1,7.7,0,0,0,0,"UK-India Tax Treaty for Property Investors: The 1993 Treaty, NRI Landlords, and the UK NRCGT Override"
/blog/property-types-and-specialist-tax/is-increasing-council-tax-damaging-the-housing-market,post,body,6,4142,48,2,10.1,2,0,2.5,2,Is Increasing Council Tax Damaging the UK Housing Market? A Policy-and-Mechanics Analysis
/blog/incorporation-and-company-structures/fic-complete-guide-property-wealth-transfer,post,body,10,3872,49,0,14,0,0,0,0,FIC for Property: The Comprehensive Wealth-Transfer Reference
/blog/capital-gains-tax/gifting-property-and-deed-of-gift-tax-implications,post,named,32,5118,49,0,13.1,0,0,0,0,"Gifting Property and Deed of Gift: CGT, IHT, SDLT and the Tax Traps (2026)"
/blog/incorporation-and-company-structures/landlord-incorporation-step-by-step-guide-uk,post,body,24,4429,48,0,74.6,1,0,12.0,1,Landlord Incorporation: Step-by-Step Guide UK
/blog/property-accountant-services/property-accountant-edinburgh-landlord-tax-services,post,body,16,2967,49,1,11.1,0,0,0,0,Why Edinburgh Landlords Need a Specialist Property Accountant in 2026
/blog/portfolio-management/portfolio-landlord-tax-planning-strategy-guide,post,body,23,6850,48,0,10.6,0,0,0,0,Portfolio Landlord Tax Planning: The Strategy Guide
/blog/incorporation-and-company-structures/sipp-ssas-commercial-property-purchase-mechanics-landlord-pension-fund,post,body,11,5830,48,0,8.3,0,0,0,0,SIPP and SSAS Commercial Property Purchase: FA 2004 Sch 29A Mechanics
/blog/incorporation-and-company-structures/welsh-ltt-multiple-dwellings-relief-bulk-purchases-mechanics-survives-vs-sdlt-abolition,post,named,46,4800,48,0,12.1,0,0,0,0,"Welsh LTT Multiple Dwellings Relief: Mechanics, the 2025 Carve-Out and the 2026 Minimum-Rate Floor"
/blog/incorporation-and-company-structures/property-partnership-trading-investment-jv-developer-structures-sch-15-sdlt-interaction,post,named,39,4146,46,0,9.2,0,0,0,0,Property Partnership Trading vs Investment: JV Developer Structures and the FA 2003 Sch 15 SDLT Interaction
/blog/property-types-and-specialist-tax/ated-relief-for-related-persons-and-market-rent-a-complete-guide,post,body,11,5716,45,0,7.0,0,0,0,0,ATED Relief for Related Persons and Market Rent: When Does Paying Market Rent Unlock the Rental Relief and When Does s.136 Block It Regardless
/blog/landlord-tax-essentials/property-investment-vs-stocks-shares-tax-comparison,post,body,16,4641,45,0,5.9,0,0,0,0,Property Investment vs Stocks and Shares: Which Is Better for Tax?
/blog/landlord-tax-essentials/bare-trusts-and-lbtt-relief-availability,post,named,64,4294,43,0,6.7,0,0,0,0,Bare Trusts and LBTT: How Relief Availability Flows Through the Trust to the Beneficiary
/blog/incorporation-and-company-structures/scottish-lbtt-corporate-buyer-15-percent-flat-rate-or-ads-pathway-decision,post,named,107,4700,43,1,7.8,0,0,0,0,"Scottish LBTT for Corporate Buyers: No 15% Flat Rate, ADS on Every Purchase, Six-Dwellings Non-Residential Route"
/blog/incorporation-and-company-structures/eligible-groups-for-group-relief-under-uk-corporation-tax,post,body,23,5524,41,1,11.5,0,0,0,0,"Eligible Groups for Group Relief Under UK Corporation Tax: The 75% Subsidiary Test, Sch 18 Equity-Holder Overlay, and Consortium Relief"
/blog/landlord-tax-essentials/ltt-calculator,post,named,29,4446,41,0,8.9,0,0,0,0,Welsh LTT Calculator: A Step-by-Step Walkthrough of Land Transaction Tax for 2026/27 Purchases
/blog/property-accountant-services/property-accountant-swansea-landlord-tax-services,post,body,11,2366,41,1,24.1,0,0,0,0,Why Do Swansea Landlords Need a Specialist Property Accountant?
/blog/incorporation-and-company-structures/sdlt-sub-sale-relief-mechanics,post,named,80,3504,32,0,8.2,9,0,4.8,4,SDLT Sub-Sale Relief: What It Actually Does (and the Incorporation Myth)
/blog/incorporation-and-company-structures/when-does-property-holding-company-structure-make-sense-uk-landlords,post,body,18,4263,40,0,12.6,0,0,0,0,When Does a Property Holding Company Structure Make Sense for UK Landlords?
/blog/section-24-and-tax-relief/buy-to-let-refinancing-when-does-it-make-sense,post,body,6,3602,39,2,5.2,0,0,0,0,Buy-to-Let Refinancing: When Does It Make Sense?
/blog/incorporation-and-company-structures/does-your-business-qualify-as-a-partnership,post,body,35,5080,38,0,7.9,0,0,0,0,Does Your Property Business Qualify as a Partnership? Partnership Act 1890 vs Co-Ownership for Landlords
/blog/property-types-and-specialist-tax/horton-hall-sdlt-case-residential-vs-non-residential-dispute,post,named,60,5498,37,4,5.3,0,0,0,0,White & Kane v HMRC (the 'Horton Hall' SDLT Case): How the FTT Drew the Residential / Non-Residential Boundary on a Staffordshire Country Estate
/blog/property-types-and-specialist-tax/a-short-guide-planning-permission-in-uk,post,body,18,4226,36,1,8.9,0,0,0,0,Planning Permission for Landlords: The Tax-Aware Short Guide
/blog/portfolio-management/buy-to-let-market-sees-record-high-returns,post,body,33,3815,36,0,9.4,0,0,0,0,BTL Returns Hit Record High: What the Headlines Leave Out
/blog/property-types-and-specialist-tax/contaminated-land-remediation-and-risk-assessment,post,body,12,5793,36,0,7.7,0,0,0,0,"Contaminated Land Remediation and Risk Assessment: The ATED Relief Architecture for Contaminated Dwellings, the LRR Financial Relief Cross-Reference, and the Source-Pathway-Receptor Risk-Assessment Precondition"
/blog/incorporation-and-company-structures/incorporation-holdover-relief-property,post,body,10,3761,36,0,4.7,0,0,0,0,"Holdover Relief on Property: Incorporation, Gifts and Trusts Explained"
/blog/incorporation-and-company-structures/ated-mixed-use-property-apportionment-treatment,post,body,27,4938,34,0,8,0,0,0,0,"ATED and Mixed-Use Property: Apportionment, the £500,000 Boundary and the Just-and-Reasonable Test"
/blog/landlord-tax-essentials/civil-partnerships-joint-property-ownership-tax-treatment-form-17-equality,post,body,14,4942,34,0,10.2,0,0,0,0,"Civil Partnerships and Jointly Owned Property: Form 17, CGT, IHT, and the Equality Rule"
/blog/property-accountant-services/derby-property-accountant-specialist-tax-services-local-landlords,post,body,11,3702,34,1,24.6,0,0,0,0,Landlord Accountant Derby: Property Tax for Local Investors
/blog/incorporation-and-company-structures/family-investment-company-property-worth-it,post,body,20,3803,34,0,7.1,0,0,0,0,Family Investment Company for Property: Is It Worth It?
/blog/portfolio-management/what-is-good-gross-yield-buy-to-let-property-2026,post,body,7,3708,34,0,9.4,0,0,0,0,What Is a Good Gross Yield for a Buy-to-Let Property in 2026?
/blog/property-finance/day-one-remortgage-limited-company,post,body,16,3965,33,1,6.2,0,0,0,0,Day-One Remortgage Into a Limited Company: The 6-Month Rule Waived
/blog/property-types-and-specialist-tax/section-24-commercial-property-complete-guide,post,body,6,4030,32,1,5.8,0,0,0,0,Does Section 24 Apply to Commercial Property? Complete Guide for UK Landlords
/blog/property-types-and-specialist-tax/a-complete-guide-to-5-sdlt-surcharge-refund-claims,post,named,43,5719,30,0,6.2,0,0,0,0,"A Complete Guide to 5% SDLT Surcharge Refund Claims: Every Route, Every Deadline, Every Failure Mode"
/blog/property-types-and-specialist-tax/impact-of-fhl-tax-abolition-on-pension-contributions-key-insights-strategies,post,body,8,4813,30,0,5.9,0,0,0,0,Impact of FHL Tax Abolition on Pension Contributions: Key Insights and Strategies
/blog/incorporation-and-company-structures/transferring-fhl-portfolio-to-limited-company,post,body,14,3957,30,3,8.1,0,0,0,0,Transferring a Former FHL Portfolio to a Limited Company: The Post-Abolition Decision
/blog/property-types-and-specialist-tax/abolition-of-multiple-dwellings-relief-mdr-raises-concerns,post,body,46,4633,29,0,15.5,0,0,0,0,Abolition of Multiple Dwellings Relief: The Concerns That Were Raised and What Actually Happened
/blog/landlord-tax-essentials/deposit-buy-to-let-2026-mortgage-requirements,post,body,16,3163,29,0,9.3,0,0,0,0,How Much Deposit Do You Need for a Buy-to-Let in 2026?
/blog/incorporation-and-company-structures/incorporating-an-hmo-into-a-limited-company-pros-and-cons,post,body,33,5377,29,0,8.2,0,0,0,0,Incorporating an HMO into a Limited Company: Pros and Cons for UK Landlords (2026/27 Decision Guide)
/blog/property-types-and-specialist-tax/sdlt-additional-property-surcharge-refund-routes-3-year-replacement-claim,post,named,51,5606,29,0,6.9,0,0,0,0,"SDLT 5% Surcharge Refund Routes: 3-Year Replacement Window, Edge Cases, and the Para 3(7A)(b) Extension"
/blog/incorporation-and-company-structures/2027-tax-rates-incorporation-decision-uk-landlords,post,body,13,3905,28,0,19.6,0,0,0,0,2027 Tax Rates and the Incorporation Decision for UK Landlords
/blog/incorporation-and-company-structures/llp-property-investment-worth-considering,post,body,11,4689,28,1,6.8,0,0,0,0,LLP for Property Investment: Is It Worth Considering?
/blog/incorporation-and-company-structures/incorporating-hmo-portfolio-to-limited-company,post,body,9,4327,26,0,7.6,0,0,0,0,"Incorporating an HMO Portfolio into a Limited Company: Capital Allowances, Licensing and Mortgage Mechanics"
/blog/non-resident-landlord-tax/moving-to-dubai-uk-rental-property-tax-pathway,post,body,8,4178,26,1,5.7,0,0,0,0,Moving to Dubai with a UK Rental Property: The Tax Pathway
/blog/portfolio-management/property-investment-exit-strategy-planning-guide,post,body,10,3963,25,1,18.6,0,0,0,0,Property Investment Exit Strategy: Planning the Sale of a UK Portfolio
/blog/property-accountant-services/cambridge-property-accountant-landlord-tax-services,post,body,5,2123,24,0,37.4,0,0,0,0,Cambridge Property Accountant for Landlords: Tax Services Guide
/blog/incorporation-and-company-structures/incorporation-case-study-10-property-portfolio-200k-mortgage,post,body,29,4273,24,0,7.4,0,0,0,0,Incorporation Case Study: 10-Property Portfolio with £200k Mortgage
/blog/incorporation-and-company-structures/starting-property-business-sole-trader-vs-ltd-vs-partnership,post,body,27,4697,24,0,7.8,0,0,0,0,Starting a Property Business: Personal Ownership vs Limited Company vs Partnership
/blog/landlord-tax-essentials/case-laws,post,body,21,4024,23,0,5.3,0,0,0,0,UK Property Tax Case Laws: Grouped by the Tax Question They Decide
/blog/property-types-and-specialist-tax/big-tax-changes-ahead-for-furnished-holiday-lettings,post,body,20,5142,22,0,10.9,0,0,0,0,Big Tax Changes Ahead for Furnished Holiday Lettings
/blog/property-types-and-specialist-tax/ftt-confirms-residential-sdlt-rates-for-leasehold-with-garden-easement,post,named,54,4646,22,0,8.0,0,0,0,0,Bonsu v HMRC: FTT Confirms Residential SDLT Rates for a Leasehold Flat With a Communal Garden Easement
/blog/property-accountant-services/buy-to-let-accountants-near-me-guide,post,body,11,3578,21,0,7.4,0,0,0,0,How to Choose a Buy-to-Let Accountant Near You (UK 2026)
/blog/incorporation-and-company-structures/corporate-tax-planning-strategies-for-uk-clients,post,body,7,4340,21,0,7,0,0,0.0,0,Corporate Tax Planning Strategies for UK Property Companies: A Seven-Lever Map for 2026/27
/blog/property-types-and-specialist-tax/ftt-refuses-late-sdlt-appeal-where-appellants-chose-not-to-seek-professional-advice,post,named,56,5075,21,1,9.7,0,0,0,0,FTT Refuses Late SDLT Appeal Where Appellants Chose Not to Seek Professional Advice: Goonesena and the Martland Framework
/blog/property-accountant-services/swindon-property-accountant-specialist-tax-services,post,body,15,3663,21,0,39.0,0,0,0,0,Swindon Property Accountant: Specialist Landlord Tax Services
/blog/incorporation-and-company-structures/llp-and-taxation-benefits,post,body,15,4795,20,0,11.4,0,0,0,0,LLP and Taxation Benefits: The Honest UK-Property-Context Analysis (2026/27)
/blog/property-types-and-specialist-tax/averdieck-case-analysis-navigating-sdlt-and-public-rights-of-way,post,named,59,4541,19,0,5.5,0,0,0.0,0,Averdieck v HMRC [2022] TC 8623: Why a Public Right of Way Did Not Make a £3m Residential Property Mixed-Use for SDLT
/blog/property-accountant-services/property-accountant-jobs-uk,post,body,6,2975,19,0,17.2,0,0,0,0,Property Accountant Jobs UK: Career Guide for Tax Professionals (2026)
/blog/property-accountant-services/property-accountant-near-me,post,body,19,3818,19,0,25.3,0,0,0,0,Property Accountant Near Me: How UK Landlords Choose the Right Specialist
/blog/incorporation-and-company-structures/putting-rental-property-into-a-trust-decision-pillar-iht-cgt-sdlt-stack,post,named,48,7346,19,0,7.7,0,0,0,0,Putting Rental Property into a Trust: the Four-Vehicle Decision Pillar
/blog/section-24-and-tax-relief/section-24-higher-rate-taxpayers-2026,post,body,7,3384,19,0,6.8,0,0,0,0,How Section 24 Affects Higher-Rate Taxpayer Landlords in 2026
/blog/incorporation-and-company-structures/understanding-the-taxation-of-fhls-in-a-company,post,body,7,5002,19,0,8.4,0,0,0,0,Understanding the Taxation of FHLs in a Company
/blog/property-accountant-services/ipswich-property-accountant-tax-services-local-landlords,post,body,9,3599,18,0,7.7,0,0,0,0,Property Accountant Ipswich: Tax for Suffolk Landlords
/blog/incorporation-and-company-structures/limited-companies-and-btl-properties,post,body,10,5761,18,0,14.2,0,0,0,0,Limited Companies and BTL Properties: The Operational Handbook for Running a BTL LtdCo (2026/27)
/blog/property-accountant-services/property-management-accounting-services,post,body,17,4162,18,1,7.8,0,0,0,0,Property Management Accounting Services for UK Landlords
/blog/property-accountant-services/property-accountant-aberdeen-landlords-tax-services,post,body,18,2291,17,0,13.9,0,0,0,0,Property Accountant Aberdeen: Tax Services for Landlords
/blog/section-24-and-tax-relief/section-24-higher-rate-taxpayers-changes-2027,post,body,6,3990,17,1,16.1,0,0,0,0,Section 24 for Higher Rate Taxpayers: What the 42% Rate Means in 2027
/blog/incorporation-and-company-structures/ated-overview-companies-holding-uk-residential-property-2026-27,post,body,23,5025,16,0,7.6,0,0,0,0,ATED 2026/27: Strategic Overview for Companies Holding UK Residential Property
/blog/incorporation-and-company-structures/how-to-choose-right-property-company-structure-uk-landlords-2026,post,body,23,4331,16,0,6.4,0,0,0,0,How to Choose the Right Property Company Structure for UK Landlords in 2026
/blog/property-finance/bridging-finance-for-below-market-value,post,body,6,3803,15,0,22.1,0,0,0,0,Bridging Finance for a Below Market Value Purchase
/blog/property-accountant-services/change-landlord-accountants,post,body,6,3664,15,0,14.4,0,0,0,0,How to Change Landlord Accountants: The Operational Walk-Through
/blog/incorporation-and-company-structures/limited-companies,post,body,16,7024,15,0,5.5,0,0,0,0,Limited Companies for UK Property: The Complete Pillar Guide for Landlords (2026/27)
/blog/incorporation-and-company-structures/scottish-lbtt-bare-trust-acquisition-relief-corporate-restructuring-mechanics,post,named,138,5393,15,0,9.5,0,0,0,0,Scottish LBTT Bare Trust and Acquisition Relief: Two Reliefs for Corporate Restructure and Trustee Acquisitions
/blog/incorporation-and-company-structures/sdlt-linked-transactions-fa-2003-section-108-landlord-portfolio-acquisition,post,named,78,5607,15,0,7.9,0,0,0,0,SDLT Linked Transactions: FA 2003 s.108 for Landlord Portfolio Acquisitions
/blog/property-finance/financing-a-property-development-tax,post,body,5,3739,14,0,8.6,0,0,0,0,Financing a Property Development: How the Finance Is Taxed
/blog/incorporation-and-company-structures/2027-tax-rates-incorporation-decision-property-landlords,post,body,14,3094,13,0,5.3,0,0,0,0,2027 Tax Rates and the Incorporation Decision: A Quick Guide for Property Landlords
/blog/incorporation-and-company-structures/disadvantages-of-family-investment-companies-fics,post,body,24,6443,13,0,7.7,0,0,0,0,"Disadvantages of Family Investment Companies (FICs): The Complete UK Counter-List for Landlords, Family-Business Owners, and Estate-Planning Candidates"
/blog/landlord-tax-essentials/lbtt-acquisition-relief-when-corporate-takeovers-reduce-tax,post,named,103,4088,13,0,5.5,0,0,0,0,LBTT Acquisition Relief: When Corporate Takeovers Reduce the Scottish Property Tax Bill
/blog/property-accountant-services/property-accountant-reading-specialist-tax-services,post,body,8,2308,13,0,13.8,0,0,0,0,Property Accountant Reading: Specialist Tax Services for Landlords
/blog/capital-gains-tax/reduce-cgt-property-disposal-uk,post,body,5,5168,12,0,15.5,1,0,4.0,1,How to Reduce CGT on a UK Property Disposal: 2026/27 Landlord Guide
/blog/section-24-and-tax-relief/section-24-joint-property-ownership-tax-split,post,body,9,3972,13,0,5.5,0,0,0,0,Section 24 and Joint Property Ownership: How Is Tax Split?
/blog/incorporation-and-company-structures/can-uk-landlords-still-use-llp-to-reduce-tax,post,body,17,3976,12,0,6,0,0,0,0,Can a UK Landlord Still Use an LLP to Reduce Tax? The Honest Post-2024 Picture
/blog/property-finance/semi-commercial-mortgages,post,body,15,4109,12,0,31.1,0,0,0,0,Semi-Commercial Mortgages: Mixed-Use Property Finance in the UK
/blog/incorporation-and-company-structures/transfer-properties-to-company-phased-guide,post,body,21,4041,12,0,9,0,0,0,0,Transfer Properties to a Company in Phases: Landlord Guide
/blog/capital-gains-tax/cgt-property-transfer-spouse,post,named,40,5501,11,0,7,0,0,0,0,CGT on Property Transfers Between Spouses: s.58 Gateway + SDLT Trap
/blog/incorporation-and-company-structures/multi-company-group-extraction-spv-holding-co-dividend-conduit-mechanics,post,body,12,5935,10,0,7.8,0,0,0,0,Extracting Cash from a Property HoldCo Group: The Three Multi-Company Mechanics That Change the Maths
/blog/portfolio-management/property-portfolio-review-checklist-landlords-2026,post,body,10,3766,10,0,8.2,0,0,0,0,Property Portfolio Review: Annual Checklist for Landlords in 2026
/blog/incorporation-and-company-structures/transferring-a-business-out-of-a-company,post,body,26,7533,10,0,5.2,0,0,0,0,Transferring a Business Out of a UK Limited Company: The Honest Decision Frame for Property LtdCos (2026/27)
/blog/property-types-and-specialist-tax/first-time-buyer-relief-calculator,post,named,84,4038,9,0,7.7,0,0,0,0,"First-Time Buyer Relief Calculator: Worked SDLT Calculations Across the £300,000 Nil Band, the £500,000 Cliff, and the Joint-Purchase Trap"
/blog/property-accountant-services/property-accountant-stockport-landlords,post,body,13,3713,9,0,12.2,0,0,0,0,Property Accountant Stockport: Landlord Tax Guide
/blog/incorporation-and-company-structures/sole-trader-vs-partnership,post,body,26,5073,9,0,6.9,0,0,0,0,Sole Trader vs Partnership: The Honest Entity-Choice Comparison for UK Property Landlords (2026/27)
/blog/landlord-tax-essentials/iht-7-year-clock-property-gifting-mid-life-landlord-strategy,post,body,27,5947,8,0,5.8,0,0,0,0,The Mid-Life Property Gift Decision: 7-Year Clock vs Dry CGT
/blog/incorporation-and-company-structures/incorporation-timing-when-to-incorporate-property-portfolio,post,body,14,4312,8,0,76.8,0,0,0,0,Incorporation Timing: When is the Right Time to Incorporate Your Property Portfolio?
/blog/incorporation-and-company-structures/buy-to-let-limited-company-mortgage-options,post,body,7,3934,5,0,7.8,0,0,0,0,Buy-to-Let Limited Company Mortgage Options: SPV Lending Explained
/blog/property-accountant-services/how-to-choose-a-property-accountant,post,body,6,3610,5,0,6.6,0,0,0,0,How to Choose a Property Accountant: Complete Guide for UK Landlords
/blog/making-tax-digital-mtd/mtd-itsa-vs-limited-company-cohort-different-rules,post,body,9,3826,5,0,7,0,0,0,0,MTD ITSA vs Limited Company Landlords: How the Two Cohorts Are Treated Differently
/services/property-accountant,hub,body,12,8343,4,0,26,0,0,0,0,Property Accountant for UK Landlords and Investors | Property Tax Partners
/blog/landlord-tax-essentials/first-time-landlord-tax-guide-everything-you-need-to-know,post,body,25,4760,3,0,6,0,0,0.0,0,First-Time Landlord Tax Guide: Everything You Need to Know Before Buying Your First BTL
/blog/property-accountant-services/property-accountant-dundee-landlord-tax-services,post,body,16,2732,3,0,18,0,0,0,0,Why Dundee Landlords Need a Specialist Property Accountant in 2026
/blog/property-types-and-specialist-tax/sdlt-furnished-holiday-let-2025-abolition,post,named,65,3729,0,0,0,3,0,7.7,3,Stamp Duty on a Furnished Holiday Let After the 2025 FHL Abolition
/blog/section-24-and-tax-relief/section-24-tax-relief-complete-guide,post,body,6,3649,2,0,16.5,0,0,0,0,Section 24 Tax Relief for Landlords: Complete Guide
/blog/incorporation-and-company-structures/incorporation-case-study-5-property-portfolio-analysis,post,body,22,4348,1,0,10,0,0,0,0,Incorporation Case Study: 5-Property Portfolio Analysis
/blog/incorporation-and-company-structures/incorporation-cost-calculator-cgt-sdlt-implications,post,named,46,3954,1,0,7,0,0,0,0,Incorporation Cost Calculator: CGT and SDLT Implications for UK Landlords
/blog/capital-gains-tax/property-capital-gains-tax-calculator,post,body,13,2672,1,0,58,0,0,0.0,0,Property Capital Gains Tax Calculator: Complete Guide for UK Landlords
/blog/landlord-tax-essentials/end-tax-year-checklist-landlords-april-2026,post,body,5,5500,0,0,0,0,0,0,0,End of Tax Year Checklist for Landlords: What to Do Before 5 April 2026
/blog/incorporation-and-company-structures/incorporate-rental-property-without-cgt,post,body,35,4443,0,0,0,0,0,0,0,How to Incorporate Rental Property Without Triggering CGT
/blog/incorporation-and-company-structures/incorporation-existing-portfolios-phased-approach,post,body,31,4254,0,0,0,0,0,0,0,Incorporation for Existing Portfolios: A Phased Approach Guide
/blog/property-types-and-specialist-tax/lease-extension-cost-uk,post,body,11,4229,0,0,0,0,0,0,0,"Lease Extension Cost UK: Premium, Marriage Value and Fees (2026)"
/blog/property-types-and-specialist-tax/lease-extension-solicitor-what-they-do,post,body,6,4651,0,0,0,0,0,0,0,"Lease Extension Solicitor: What They Do, Step by Step"
/blog/property-types-and-specialist-tax/leasehold-reform-act-2024-what-is-in-force,post,body,6,4214,0,0,0,0,0,0,0,Leasehold and Freehold Reform Act 2024: What Is in Force
/blog/landlord-tax-essentials/property-investment-tax-uk-complete-guide-2026,post,body,21,4032,0,0,0,0,0,0,0,Property Investment Tax UK: Complete Guide 2026
/blog/landlord-tax-essentials/sdlt-refund-scams-how-to-avoid,post,named,52,3943,0,0,0,0,0,0,0,SDLT Refund Scams: How to Spot Them and What Real Refund Routes Actually Look Like
/blog/incorporation-and-company-structures/should-i-incorporate-buy-to-let-portfolio-2026,post,body,26,4184,0,0,0,0,0,0,0,Should I Incorporate My Buy-to-Let Portfolio in 2026?
/calculators/stamp-duty-calculator,tool,named,124,3003,0,0,0,0,0,0,0,Stamp Duty Calculator UK 2026: SDLT for Home Buyers and Landlords | Property Tax Partners
/incorporation,hub,body,65,5660,0,0,0,0,0,0,0,Should I Incorporate My Buy-to-Let? | CGT &amp; SDLT Cost Analysis | Property Tax Partners
