keyword,search_volume,cpc,competition,value_index,bucket,source
hosted voip provider,40,25.95,MEDIUM,1038.0,business_services,expanded
new business phone system,90,11.53,HIGH,1037.7,business_services,expanded
new phone systems,90,11.53,HIGH,1037.7,business_services,expanded
new telephone systems,90,11.53,HIGH,1037.7,business_services,expanded
air source heat pumps disadvantages,480,2.16,MEDIUM,1036.8,green_retrofit,expanded
immigration solicitors swansea,110,9.41,HIGH,1035.1,immigration_relocation,expanded
solid wall insulation grants,260,3.98,MEDIUM,1034.8,green_retrofit,expanded
constructive and unfair dismissal,480,2.15,LOW,1032.0,employment_hr,expanded
constructive unfair dismissal,480,2.15,LOW,1032.0,employment_hr,expanded
iva and universal credit,40,25.78,MEDIUM,1031.2,insolvency_debt,expanded
local rics surveyors,90,11.45,HIGH,1030.5,building_defects,expanded
solar pv quote,40,25.71,MEDIUM,1028.4,green_retrofit,expanded
equity release calculator no personal details,210,4.89,MEDIUM,1026.9,later_life,expanded
childcare costs in the uk,590,1.74,LOW,1026.6,education_childcare,expanded
childcare costs uk,590,1.74,LOW,1026.6,education_childcare,expanded
uk daycare cost,590,1.74,LOW,1026.6,education_childcare,expanded
cost lease extension calculator,390,2.63,LOW,1025.7,leasehold_enfranchisement,expanded
lease extension cost calculator,390,2.63,LOW,1025.7,leasehold_enfranchisement,expanded
immigration solicitor scotland,140,7.32,MEDIUM,1024.8,immigration_relocation,expanded
best virtual phone for business,10,102.31,HIGH,1023.1,business_services,expanded
salary sacrifice car lease scheme,110,9.3,MEDIUM,1023.0,motor_fleet,expanded
company formation uk with bank account,20,50.96,HIGH,1019.2,business_services,expanded
company formation with bank account in the uk,20,50.96,HIGH,1019.2,business_services,expanded
uk company formation with bank account,20,50.96,HIGH,1019.2,business_services,expanded
cheapest insurance for vans,50,20.36,MEDIUM,1018.0,motor_fleet,expanded
local tutors for maths,90,11.31,HIGH,1017.9,education_childcare,expanded
architect costs for extension,320,3.18,MEDIUM,1017.6,construction_trades,expanded
architect for extension cost,320,3.18,MEDIUM,1017.6,planning_development,expanded
architect price for extension,320,3.18,MEDIUM,1017.6,planning_development,expanded
architect prices for extension,320,3.18,MEDIUM,1017.6,planning_development,expanded
architects costs for an extension,320,3.18,MEDIUM,1017.6,planning_development,expanded
cost of an architect for an extension,320,3.18,MEDIUM,1017.6,planning_development,expanded
cost of architect for extension,320,3.18,MEDIUM,1017.6,planning_development,expanded
bristol loft conversion cost,50,20.23,MEDIUM,1011.5,construction_trades,expanded
get solar panel quotes,20,50.54,LOW,1010.8,green_retrofit,expanded
british citizenship solicitor,70,14.41,HIGH,1008.7,immigration_relocation,expanded
british nationality solicitor,70,14.41,HIGH,1008.7,immigration_relocation,expanded
uk citizenship solicitor,70,14.41,HIGH,1008.7,immigration_relocation,expanded
asbestos survey quote,40,25.18,HIGH,1007.2,building_defects,expanded
pre paid funerals uk,40,25.16,HIGH,1006.4,later_life,expanded
cheap van insurance companies,50,20.12,MEDIUM,1006.0,motor_fleet,expanded
reputable solar companies near me,20,50.27,HIGH,1005.4,green_retrofit,expanded
homeschooling tutors near me,170,5.88,HIGH,999.6,education_childcare,expanded
electric vehicle home charge point,260,3.84,HIGH,998.4,green_retrofit,expanded
ev home charge point,260,3.84,HIGH,998.4,green_retrofit,expanded
tusker electric car scheme,390,2.56,MEDIUM,998.4,motor_fleet,expanded
salary sacrifice ev car scheme,90,11.09,HIGH,998.1,motor_fleet,expanded
iasme cyber essentials plus,50,19.96,MEDIUM,998.0,niche_professional,expanded
ice cream van insurance quote,30,33.15,MEDIUM,994.5,motor_fleet,expanded
lease marriage value,720,1.38,LOW,993.6,leasehold_enfranchisement,expanded
leasehold marriage value,720,1.38,LOW,993.6,leasehold_enfranchisement,expanded
ip pbx system,30,33.09,MEDIUM,992.7,business_services,expanded
uk fiance visa lawyers,10,99.06,HIGH,990.6,immigration_relocation,expanded
hiscox business insurance quote,50,19.71,MEDIUM,985.5,business_services,expanded
get eicr certificate,40,24.59,HIGH,983.6,landlord_compliance,expanded
electric charge point for home,260,3.78,HIGH,982.8,green_retrofit,expanded
go compare business electricity prices,10,98.12,HIGH,981.2,business_services,expanded
get a quote for solar panels,10,98,HIGH,980,green_retrofit,expanded
tax rates company cars,480,2.04,LOW,979.2,motor_fleet,expanded
get a quote for public liability insurance,10,97.87,LOW,978.7,business_services,expanded
employment solicitors free consultation,90,10.87,HIGH,978.3,employment_hr,expanded
free consultation employment solicitors,90,10.87,HIGH,978.3,employment_hr,expanded
lifetime mortgage adviser,90,10.85,MEDIUM,976.5,later_life,expanded
best salary sacrifice car deals,210,4.64,HIGH,974.4,motor_fleet,expanded
kenricks commercial estate agents,480,2.03,LOW,974.4,commercial_property,expanded
instant solar quote,30,32.46,HIGH,973.8,green_retrofit,expanded
air source heat pump service cost,260,3.74,MEDIUM,972.4,green_retrofit,expanded
air source heat pump servicing cost,260,3.74,MEDIUM,972.4,green_retrofit,expanded
quick business insurance quote,10,97.2,LOW,972.0,business_services,expanded
top immigration lawyers uk,90,10.76,HIGH,968.4,immigration_relocation,expanded
uk top immigration solicitors,90,10.76,HIGH,968.4,immigration_relocation,expanded
level 3 structural survey,140,6.91,HIGH,967.4,building_defects,expanded
cheap van insurance online,50,19.33,HIGH,966.5,motor_fleet,expanded
fleet database software,10,96.57,HIGH,965.7,motor_fleet,expanded
fleet maintenance software free,70,13.78,MEDIUM,964.6,motor_fleet,expanded
fleet management software free,70,13.78,MEDIUM,964.6,motor_fleet,expanded
fleet manager software free,70,13.78,MEDIUM,964.6,motor_fleet,expanded
free fleet software,70,13.78,MEDIUM,964.6,motor_fleet,expanded
best voip phone service for small business,20,48.2,HIGH,964.0,business_services,expanded
best business phone service,40,24.02,HIGH,960.8,business_services,expanded
best business telephone service,40,24.02,HIGH,960.8,business_services,expanded
commercial property insurance quotes online,20,47.88,MEDIUM,957.6,business_services,expanded
deed of variation leasehold,720,1.33,LOW,957.6,party_wall_boundary,expanded
funding for home insulation,260,3.67,MEDIUM,954.2,green_retrofit,expanded
grants for home insulation,260,3.67,MEDIUM,954.2,green_retrofit,expanded
grants for housing insulation,260,3.67,MEDIUM,954.2,green_retrofit,expanded
grants for insulating your house,260,3.67,MEDIUM,954.2,green_retrofit,expanded
grants to insulate homes,260,3.67,MEDIUM,954.2,green_retrofit,expanded
lease enfranchisement solicitors,140,6.8,MEDIUM,952.0,leasehold_enfranchisement,expanded
tesla powerwall rebates,110,8.63,LOW,949.3,green_retrofit,expanded
acas free legal advice for employees,260,3.65,MEDIUM,949.0,employment_hr,expanded
internet and phone service for small business,30,31.58,HIGH,947.4,business_services,expanded
internet phone services for small business,30,31.58,HIGH,947.4,business_services,expanded
best tutoring near me,110,8.61,MEDIUM,947.1,education_childcare,expanded
bt pbx phone system,70,13.51,HIGH,945.7,business_services,expanded
rics party wall surveyors,110,8.55,MEDIUM,940.5,party_wall_boundary,expanded
cyber essentials and cyber essentials plus,50,18.77,MEDIUM,938.5,niche_professional,expanded
top business energy suppliers,20,46.87,MEDIUM,937.4,business_services,expanded
compare multi van insurance,30,31.17,HIGH,935.1,motor_fleet,expanded
multi van insurance comparison,30,31.17,HIGH,935.1,motor_fleet,expanded
ip lawyer london,110,8.49,MEDIUM,933.9,niche_professional,expanded
private gcse english tutors near me,110,8.49,HIGH,933.9,education_childcare,expanded
business insurance free quote,10,93.25,HIGH,932.5,business_services,expanded
british gas insulation scheme,90,10.35,MEDIUM,931.5,green_retrofit,expanded
best commercial electricity deals,10,93.03,HIGH,930.3,business_services,expanded
cloud phone provider,20,46.4,HIGH,928.0,business_services,expanded
solar system installers near me,40,23.17,HIGH,926.8,green_retrofit,expanded
compare business broadband providers,20,46.31,HIGH,926.2,business_services,expanded
tutor agency near me,210,4.41,HIGH,926.1,education_childcare,expanded
multi line phone systems small business,40,23.11,MEDIUM,924.4,business_services,expanded
solar panel fitting near me,30,30.7,HIGH,921.0,green_retrofit,expanded
solar panels fitted near me,30,30.7,HIGH,921.0,green_retrofit,expanded
car charging point installation,210,4.38,HIGH,919.8,green_retrofit,expanded
cheap van quotes,40,22.96,HIGH,918.4,motor_fleet,expanded
iso 9001 audit cost,10,91.8,HIGH,918.0,niche_professional,expanded
breach of covenant indemnity policy,110,8.33,LOW,916.3,party_wall_boundary,expanded
breach of restrictive covenant indemnity policy,110,8.33,LOW,916.3,party_wall_boundary,expanded
gas and electricity safety checks,90,10.15,HIGH,913.5,landlord_compliance,expanded
halifax equity release calculator,70,13.05,HIGH,913.5,later_life,expanded
1st formation uk,170,5.37,MEDIUM,912.9,business_services,expanded
1st formations london,170,5.37,MEDIUM,912.9,business_services,expanded
solar system quotation,30,30.37,MEDIUM,911.1,green_retrofit,expanded
solar system quotes,30,30.37,MEDIUM,911.1,green_retrofit,expanded
leasehold reform act,1300,0.7,LOW,910.0,leasehold_enfranchisement,seed
salary sacrifice leasing,140,6.5,MEDIUM,910.0,motor_fleet,expanded
registered a company in uk,20,45.2,MEDIUM,904.0,business_services,expanded
british gas ev charger installation,480,1.88,HIGH,902.4,green_retrofit,expanded
funeral plan costs uk,50,18.03,HIGH,901.5,later_life,expanded
new business rate,170,5.29,LOW,899.3,commercial_property,expanded
unfair dismissal solicitors near me,90,9.99,HIGH,899.1,employment_hr,expanded
asbestos management survey cost,70,12.83,MEDIUM,898.1,building_defects,expanded
equity release cost calculator,70,12.8,MEDIUM,896.0,later_life,expanded
commercial energy supply comparison,10,89.4,HIGH,894.0,business_services,expanded
money advice iva,40,22.35,HIGH,894.0,insolvency_debt,expanded
business estate agents,110,8.12,MEDIUM,893.2,commercial_property,expanded
solar energy contractors near me,10,88.73,LOW,887.3,green_retrofit,expanded
gov eco4 scheme,260,3.4,MEDIUM,884.0,green_retrofit,expanded
government eco 4 scheme,260,3.4,MEDIUM,884.0,green_retrofit,expanded
government eco4 scheme,260,3.4,MEDIUM,884.0,green_retrofit,expanded
equity release drawdown calculator,90,9.81,MEDIUM,882.9,later_life,expanded
visa consultant for uk,90,9.8,MEDIUM,882.0,immigration_relocation,expanded
small business telecommunications,30,29.36,HIGH,880.8,business_services,expanded
commercial property quote,10,88.07,HIGH,880.7,business_services,expanded
salary sacrifice car deals,210,4.19,HIGH,879.9,motor_fleet,expanded
funeral insurance plans uk,30,29.19,HIGH,875.7,later_life,expanded
best price public liability insurance,20,43.76,MEDIUM,875.2,business_services,expanded
commercial property agents near me,210,4.16,MEDIUM,873.6,commercial_property,expanded
fire assessment cost,40,21.83,HIGH,873.2,landlord_compliance,expanded
temp van insurance quote,70,12.47,HIGH,872.9,motor_fleet,expanded
temporary van insurance quote,70,12.47,HIGH,872.9,motor_fleet,expanded
structural engineer report cost,210,4.15,HIGH,871.5,building_defects,expanded
velux loft conversion with ensuite,170,5.12,LOW,870.4,construction_trades,expanded
octopus home battery,260,3.34,MEDIUM,868.4,green_retrofit,expanded
solar panel providers near me,40,21.65,HIGH,866.0,green_retrofit,expanded
funeral cover insurance uk,30,28.85,HIGH,865.5,later_life,expanded
solar panel quote near me,10,86.52,HIGH,865.2,green_retrofit,expanded
wrongful dismissal solicitors,50,17.24,LOW,862.0,employment_hr,expanded
virtual pbx,50,17.22,LOW,861.0,business_services,expanded
virtual pbx companies,50,17.22,LOW,861.0,business_services,expanded
acas redundancy advice,50,17.21,LOW,860.5,employment_hr,expanded
virtual business phone service,20,42.98,HIGH,859.6,business_services,expanded
employment solicitor advice,50,17.18,HIGH,859.0,employment_hr,expanded
work legal advice,50,17.18,HIGH,859.0,employment_hr,expanded
us immigration lawyer london uk,140,6.13,HIGH,858.2,immigration_relocation,expanded
business truck insurance quotes,40,21.41,MEDIUM,856.4,business_services,expanded
commercial truck insurance quotes,40,21.41,MEDIUM,856.4,business_services,expanded
cavity wall insulation removal grants,210,4.07,MEDIUM,854.7,green_retrofit,expanded
octopus electric car scheme,480,1.78,MEDIUM,854.4,motor_fleet,expanded
day van insurance quote,70,12.18,HIGH,852.6,motor_fleet,expanded
japanese knotweed removal companies,90,9.46,MEDIUM,851.4,building_defects,expanded
average cost for a single storey extension,390,2.18,MEDIUM,850.2,construction_trades,expanded
average cost for single story extension,390,2.18,MEDIUM,850.2,construction_trades,expanded
average cost of a one storey extension,390,2.18,MEDIUM,850.2,construction_trades,expanded
average cost of single storey extension,390,2.18,MEDIUM,850.2,construction_trades,expanded
average price for single storey extension,390,2.18,MEDIUM,850.2,construction_trades,expanded
average price of a single story extension,390,2.18,MEDIUM,850.2,construction_trades,expanded
average single story extension cost,390,2.18,MEDIUM,850.2,construction_trades,expanded
average cost for a garage conversion,480,1.77,MEDIUM,849.6,construction_trades,expanded
average cost of garage conversion,480,1.77,MEDIUM,849.6,construction_trades,expanded
average price for garage conversion,480,1.77,MEDIUM,849.6,construction_trades,expanded
ev charger installation quote,90,9.4,HIGH,846.0,green_retrofit,expanded
cheap business insurance online,10,84.47,MEDIUM,844.7,business_services,expanded
employment tribunal unfair dismissal,110,7.65,MEDIUM,841.5,employment_hr,expanded
industrial tribunal unfair dismissal,110,7.65,MEDIUM,841.5,employment_hr,expanded
trade mark attorney uk,30,27.92,MEDIUM,837.6,niche_professional,expanded
immigration solicitors reading uk,110,7.6,HIGH,836.0,immigration_relocation,expanded
company phone systems,70,11.93,HIGH,835.1,business_services,expanded
right to light surveyor cost,40,20.84,MEDIUM,833.6,party_wall_boundary,expanded
solar panels for home near me,30,27.77,HIGH,833.1,green_retrofit,expanded
best equity release calculator,70,11.89,HIGH,832.3,later_life,expanded
boundary solicitors,90,9.22,MEDIUM,829.8,party_wall_boundary,expanded
stirling ackroyd commercial,70,11.84,LOW,828.8,commercial_property,expanded
best solar panel company near me,30,27.56,HIGH,826.8,green_retrofit,expanded
commercial solar quote,20,41.3,HIGH,826.0,green_retrofit,expanded
office telephone line,20,41.3,HIGH,826.0,business_services,expanded
new company formation uk,20,41.23,HIGH,824.6,business_services,expanded
voice over ip phone company,20,41.2,HIGH,824.0,business_services,expanded
health and safety consultants construction,20,41.19,MEDIUM,823.8,niche_professional,expanded
internal wall insulation grants,210,3.92,MEDIUM,823.2,green_retrofit,expanded
cyber essentials plus certification cost,40,20.53,HIGH,821.2,niche_professional,expanded
voip 3cx phone,70,11.7,MEDIUM,819.0,business_services,expanded
zenith car salary sacrifice,210,3.88,MEDIUM,814.8,motor_fleet,expanded
debt advice for self employed,50,16.25,HIGH,812.5,insolvency_debt,expanded
electric car work scheme,110,7.38,HIGH,811.8,motor_fleet,expanded
hmo application,260,3.12,LOW,811.2,landlord_compliance,expanded
gas boiler replacement scheme,50,16.09,MEDIUM,804.5,green_retrofit,expanded
subsidence surveyor near me,70,11.49,HIGH,804.3,building_defects,expanded
calculate company car benefit,260,3.08,LOW,800.8,motor_fleet,expanded
calculating company car benefit,260,3.08,LOW,800.8,motor_fleet,expanded
new phone system for small business,10,80.07,HIGH,800.7,business_services,expanded
home based business insurance quotes,30,26.64,LOW,799.2,business_services,expanded
home business insurance quote,30,26.64,LOW,799.2,business_services,expanded
cheapest air source heat pump,70,11.41,HIGH,798.7,green_retrofit,expanded
employment lawyer consultation,50,15.94,HIGH,797.0,employment_hr,expanded
indemnity policy for restrictive covenants,110,7.24,LOW,796.4,party_wall_boundary,expanded
restrictive covenant indemnity policy,110,7.24,LOW,796.4,party_wall_boundary,expanded
free grant for insulation,170,4.68,MEDIUM,795.6,green_retrofit,expanded
free insulation grant,170,4.68,MEDIUM,795.6,green_retrofit,expanded
van insurance cost,70,11.36,HIGH,795.2,motor_fleet,expanded
batteries for home solar storage,210,3.78,HIGH,793.8,green_retrofit,expanded
home batteries for solar storage,210,3.78,HIGH,793.8,green_retrofit,expanded
home battery solar storage,210,3.78,HIGH,793.8,green_retrofit,expanded
home battery storage for solar,210,3.78,HIGH,793.8,green_retrofit,expanded
home solar and battery storage,210,3.78,HIGH,793.8,green_retrofit,expanded
home solar battery storage,210,3.78,HIGH,793.8,green_retrofit,expanded
home solar power battery storage,210,3.78,HIGH,793.8,green_retrofit,expanded
structural reports,140,5.66,MEDIUM,792.4,building_defects,expanded
business public liability insurance quote,10,79.2,LOW,792.0,business_services,expanded
cost to install ev charger at home,480,1.65,HIGH,792.0,green_retrofit,expanded
tribunal solicitors,110,7.2,HIGH,792.0,employment_hr,expanded
equity release expert,50,15.8,MEDIUM,790.0,later_life,expanded
arval salary sacrifice,210,3.76,MEDIUM,789.6,motor_fleet,expanded
free external insulation,140,5.64,MEDIUM,789.6,green_retrofit,expanded
free external wall insulation,140,5.64,MEDIUM,789.6,green_retrofit,expanded
business office telephones,40,19.73,HIGH,789.2,business_services,expanded
office business phone,40,19.73,HIGH,789.2,business_services,expanded
rics property surveyor,70,11.27,MEDIUM,788.9,building_defects,expanded
cost of single story kitchen extension,170,4.64,MEDIUM,788.8,construction_trades,expanded
single storey kitchen extension cost,170,4.64,MEDIUM,788.8,construction_trades,expanded
uk visa agent,170,4.63,MEDIUM,787.1,immigration_relocation,expanded
visa agent in uk,170,4.63,MEDIUM,787.1,immigration_relocation,expanded
telephone system provider,10,78.61,HIGH,786.1,business_services,expanded
commercial property letting agents,90,8.72,MEDIUM,784.8,commercial_property,expanded
curchods commercial,110,7.13,LOW,784.3,commercial_property,expanded
uswitch energy suppliers,170,4.6,HIGH,782.0,business_services,expanded
party wall specialist,70,11.15,MEDIUM,780.5,party_wall_boundary,expanded
cheap catering van insurance,20,39.02,HIGH,780.4,motor_fleet,expanded
citizens advice iva,90,8.67,HIGH,780.3,insolvency_debt,expanded
equity release loan calculator,30,25.9,MEDIUM,777.0,later_life,expanded
automated phone service for small business,10,77.56,HIGH,775.6,business_services,expanded
pod point charger cost,320,2.42,MEDIUM,774.4,green_retrofit,expanded
home energy storage,260,2.97,MEDIUM,772.2,green_retrofit,expanded
house energy storage,260,2.97,MEDIUM,772.2,green_retrofit,expanded
household energy storage,260,2.97,MEDIUM,772.2,green_retrofit,expanded
government grants loft insulation for over 70s,170,4.54,MEDIUM,771.8,green_retrofit,expanded
business rates reduction companies,50,15.43,HIGH,771.5,commercial_property,expanded
employment tribunal legal advice,110,7,HIGH,770,employment_hr,expanded
knight frank commercial,260,2.96,LOW,769.6,commercial_property,expanded
snagging survey cost,170,4.52,MEDIUM,768.4,building_defects,expanded
best office phones for small business,30,25.6,HIGH,768.0,business_services,expanded
best salary sacrifice car,170,4.5,HIGH,765.0,motor_fleet,expanded
ground floor extension cost,210,3.64,MEDIUM,764.4,construction_trades,expanded
office space agents,10,76.22,HIGH,762.2,commercial_property,expanded
settlement agreement employment solicitor,30,25.37,HIGH,761.1,employment_hr,expanded
the best voip phone service,10,76.06,HIGH,760.6,business_services,expanded
equity release calculator under 55,90,8.41,HIGH,756.9,later_life,expanded
salary sacrifice car scheme hmrc,210,3.59,MEDIUM,753.9,motor_fleet,expanded
employment tribunal solicitors near me,70,10.76,HIGH,753.2,employment_hr,expanded
english tutor near me gcse,90,8.36,HIGH,752.4,education_childcare,expanded
loft conversion architect cost,140,5.36,HIGH,750.4,planning_development,expanded
salary sacrifice car prices,210,3.57,HIGH,749.7,motor_fleet,expanded
best small business voip provider,20,37.48,HIGH,749.6,business_services,expanded
best voip service for small business,20,37.48,HIGH,749.6,business_services,expanded
home charge point installation,140,5.33,HIGH,746.2,green_retrofit,expanded
compare the market business gas and electric,10,74.57,HIGH,745.7,business_services,expanded
cost of installing ev charger at home,390,1.91,HIGH,744.9,green_retrofit,expanded
lasting power of attorney cost solicitor,170,4.38,HIGH,744.6,later_life,expanded
lpa solicitor costs,170,4.38,HIGH,744.6,later_life,expanded
commercial real estate agents and brokers,110,6.76,LOW,743.6,commercial_property,expanded
commercial real estate broker,110,6.76,LOW,743.6,commercial_property,expanded
home ev charger installation cost,210,3.54,HIGH,743.4,green_retrofit,expanded
empty rates relief,110,6.75,LOW,742.5,commercial_property,expanded
vacant rates relief,110,6.75,LOW,742.5,commercial_property,expanded
car salary sacrifice example,210,3.52,HIGH,739.2,motor_fleet,expanded
hmo licence application,110,6.72,LOW,739.2,landlord_compliance,seed
hmo license application,110,6.72,LOW,739.2,landlord_compliance,expanded
instant business insurance,10,73.9,HIGH,739.0,business_services,expanded
funeral packages uk,30,24.63,HIGH,738.9,later_life,expanded
business rate relief for charities,140,5.25,LOW,735.0,commercial_property,expanded
government funded heat pump,70,10.5,HIGH,735.0,green_retrofit,expanded
government funding for heat pumps,70,10.5,HIGH,735.0,green_retrofit,expanded
battery storage domestic,170,4.32,HIGH,734.4,green_retrofit,expanded
domestic battery storage,170,4.32,HIGH,734.4,green_retrofit,expanded
web based business phone systems,30,24.45,LOW,733.5,business_services,expanded
web based phone system,30,24.45,LOW,733.5,business_services,expanded
web based telephone system,30,24.45,LOW,733.5,business_services,expanded
funeral plans uk under 50,20,36.67,HIGH,733.4,later_life,expanded
employment solicitors free advice,140,5.23,HIGH,732.2,employment_hr,expanded
free legal advice regarding employment,140,5.23,HIGH,732.2,employment_hr,expanded
free work law advice,140,5.23,HIGH,732.2,employment_hr,expanded
home tuition near me,110,6.65,HIGH,731.5,education_childcare,expanded
single story side extension,320,2.28,MEDIUM,729.6,construction_trades,expanded
cheap trademark registration uk,90,8.1,HIGH,729.0,niche_professional,expanded
free iva advice,20,36.41,HIGH,728.2,insolvency_debt,expanded
iva free advice,20,36.41,HIGH,728.2,insolvency_debt,expanded
2 storey side extension cost,260,2.8,MEDIUM,728.0,construction_trades,expanded
2 story side extension cost,260,2.8,MEDIUM,728.0,construction_trades,expanded
cost of a two storey side extension,260,2.8,MEDIUM,728.0,construction_trades,expanded
cost of two story side extension,260,2.8,MEDIUM,728.0,construction_trades,expanded
electric charging point at home,170,4.28,HIGH,727.6,green_retrofit,expanded
garden room extension cost,210,3.46,HIGH,726.6,construction_trades,expanded
cheap office phone system,10,72.61,HIGH,726.1,business_services,expanded
rural rate relief,90,8.06,LOW,725.4,commercial_property,expanded
extending lease on share of freehold,140,5.18,LOW,725.2,leasehold_enfranchisement,expanded
extending lease with share of freehold,140,5.18,LOW,725.2,leasehold_enfranchisement,expanded
lease extension with share of freehold,140,5.18,LOW,725.2,leasehold_enfranchisement,expanded
best company formation uk,20,36.23,HIGH,724.6,business_services,expanded
service charge dispute solicitors,110,6.58,MEDIUM,723.8,leasehold_enfranchisement,expanded
ip telephony companies,10,72.3,HIGH,723.0,business_services,expanded
storage solar,260,2.78,MEDIUM,722.8,green_retrofit,expanded
landline business phone systems,30,24.04,MEDIUM,721.2,business_services,expanded
loft conversion cost per m2,210,3.43,MEDIUM,720.3,construction_trades,expanded
loft conversion cost per square meter,210,3.43,MEDIUM,720.3,construction_trades,expanded
loft conversion price per m2,210,3.43,MEDIUM,720.3,construction_trades,expanded
eco4 external wall insulation,90,8,MEDIUM,720,green_retrofit,expanded
heat pump scheme,110,6.54,MEDIUM,719.4,green_retrofit,expanded
private van insurance quote,30,23.98,HIGH,719.4,motor_fleet,expanded
constructive dismissal employment tribunal,40,17.97,LOW,718.8,employment_hr,expanded
cheap lorry insurance,20,35.9,HIGH,718.0,business_services,expanded
independent equity release advisers,50,14.36,HIGH,718.0,later_life,expanded
free cavity wall insulation government scheme,170,4.22,MEDIUM,717.4,green_retrofit,expanded
government scheme for free cavity wall insulation,170,4.22,MEDIUM,717.4,green_retrofit,expanded
bus grant heat pump,110,6.52,HIGH,717.2,green_retrofit,expanded
business broadband price comparison,30,23.9,HIGH,717.0,business_services,expanded
compare business broadband prices,30,23.9,HIGH,717.0,business_services,expanded
electric car lease salary sacrifice,140,5.12,HIGH,716.8,motor_fleet,expanded
pv installers near me,50,14.32,HIGH,716.0,green_retrofit,expanded
immigration lawyers swindon,90,7.94,HIGH,714.6,immigration_relocation,expanded
immigration solicitors swindon,90,7.94,HIGH,714.6,immigration_relocation,expanded
visa lawyer uk,50,14.29,MEDIUM,714.5,immigration_relocation,expanded
commercial energy assessor,50,14.28,MEDIUM,714.0,commercial_property,expanded
dormer loft conversion cost per m2,50,14.28,MEDIUM,714.0,construction_trades,expanded
third party wall agreements,210,3.4,MEDIUM,714.0,party_wall_boundary,expanded
electric salary sacrifice,70,10.19,HIGH,713.3,motor_fleet,expanded
knotweed removal companies,40,17.83,HIGH,713.2,building_defects,expanded
professional snagging survey,140,5.06,MEDIUM,708.4,building_defects,expanded
asylum lawyer uk,90,7.86,LOW,707.4,immigration_relocation,expanded
bt business cloud voice,90,7.84,MEDIUM,705.6,business_services,expanded
simple voip system,10,70.19,HIGH,701.9,business_services,expanded
buy to let equity release calculator,110,6.38,HIGH,701.8,later_life,expanded
company salary sacrifice car scheme,40,17.52,HIGH,700.8,motor_fleet,expanded
cisco business phone systems,90,7.78,HIGH,700.2,business_services,expanded
best business phones for small business,50,14,HIGH,700,business_services,expanded
best phone for small business,50,14,HIGH,700,business_services,expanded
best telephone for small business,50,14,HIGH,700,business_services,expanded
solar power quotation,20,35,HIGH,700,green_retrofit,expanded
solar power quotes,20,35,HIGH,700,green_retrofit,expanded
best office phone systems,30,23.33,HIGH,699.9,business_services,expanded
best office telephone systems,30,23.33,HIGH,699.9,business_services,expanded
best equity release advisers,20,34.95,HIGH,699.0,later_life,expanded
coop co uk funeralplans,20,34.95,MEDIUM,699.0,later_life,expanded
service charge dispute,140,4.99,LOW,698.6,leasehold_enfranchisement,seed
octopus car salary sacrifice,480,1.45,MEDIUM,696.0,motor_fleet,expanded
loft conversion architects near me,70,9.91,MEDIUM,693.7,planning_development,expanded
citizens advice unfair dismissal,110,6.3,LOW,693.0,employment_hr,expanded
free employment lawyer,140,4.95,HIGH,693.0,employment_hr,expanded
dignity funeral plans uk,70,9.89,HIGH,692.3,later_life,expanded
eicr certification,110,6.29,HIGH,691.9,landlord_compliance,expanded
cheap van insurance quotes online,20,34.59,LOW,691.8,motor_fleet,expanded
immigration lawyer newcastle upon tyne,140,4.94,MEDIUM,691.6,immigration_relocation,expanded
immigration solicitors in newcastle upon tyne,140,4.94,MEDIUM,691.6,immigration_relocation,expanded
santander equity release calculator,50,13.8,HIGH,690.0,later_life,expanded
cloud based phone,40,17.17,MEDIUM,686.8,business_services,expanded
modified van insurance quote,20,34.31,HIGH,686.2,motor_fleet,expanded
british citizenship lawyers,50,13.71,HIGH,685.5,immigration_relocation,expanded
fleet management software companies,20,34.25,HIGH,685.0,motor_fleet,expanded
fleet software companies,20,34.25,HIGH,685.0,motor_fleet,expanded
get cheap van insurance,30,22.78,HIGH,683.4,motor_fleet,expanded
eicr certificate check,90,7.59,MEDIUM,683.1,landlord_compliance,expanded
home buyers survey level 3,50,13.66,HIGH,683.0,building_defects,expanded
rics level 3 survey near me,50,13.65,HIGH,682.5,building_defects,expanded
immigration law firm uk,30,22.74,MEDIUM,682.2,immigration_relocation,expanded
safehouse health and safety consultants ltd,30,22.72,LOW,681.6,niche_professional,expanded
level 3 property survey,90,7.55,HIGH,679.5,building_defects,expanded
best ip phone service,30,22.64,HIGH,679.2,business_services,expanded
best voice over ip phone service,30,22.64,HIGH,679.2,business_services,expanded
best voip phone service,30,22.64,HIGH,679.2,business_services,expanded
commercial auto insurance price,70,9.66,HIGH,676.2,business_services,expanded
commercial auto insurance rates,70,9.66,HIGH,676.2,business_services,expanded
commercial car insurance cost,70,9.66,HIGH,676.2,business_services,expanded
commercial car insurance price,70,9.66,HIGH,676.2,business_services,expanded
commercial vehicle insurance price,70,9.66,HIGH,676.2,business_services,expanded
commercial vehicle insurance rates,70,9.66,HIGH,676.2,business_services,expanded
ev scheme salary sacrifice,90,7.5,HIGH,675.0,motor_fleet,expanded
octopus energy loft insulation grant,70,9.63,LOW,674.1,green_retrofit,expanded
permitted development planning portal,210,3.2,LOW,672.0,planning_development,expanded
pbx landline,10,67.02,MEDIUM,670.2,business_services,expanded
prefab extension cost,210,3.18,HIGH,667.8,construction_trades,expanded
